Handle,Title,Vendor,Kind,Reason
shadow-hunter-vhs-rental-action,Shadow Hunter,VHS,ambiguous,ambiguous TMDB match
ball-buster-vhs-rental-action,Ball Buster,VHS,unmatched,no TMDB match
faerie-tale-theater-the-snow-queen-vhs-rental-kids-family,Faerie Tale Theater The Snow Queen,VHS,unmatched,no TMDB match
delta-force-2-vhs-rental-action,Delta Force 2,VHS,ambiguous,ambiguous TMDB match
death-wise-the-face-of-death-vhs-rental-action,Death Wise The Face of Death,VHS,unmatched,no TMDB match
runaway-bride-vhs-rental-romantic-comedy,Runaway Bride,VHS,ambiguous,ambiguous TMDB match
planet-of-the-apes-vhs-rental-sci-fi,Planet of the Apes,VHS,ambiguous,ambiguous TMDB match
notorious-vhs-rental-thriller,Notorious,VHS,ambiguous,ambiguous TMDB match
the-best-years-of-our-lives-vhs-rental-drama,The Best Years of Our Lives,VHS,ambiguous,ambiguous TMDB match
beauty-and-the-beast-vhs-rental-fantasy,Beauty and the Beast,VHS,ambiguous,ambiguous TMDB match
the-enforcer-vhs-rental-action,The Enforcer,VHS,ambiguous,ambiguous TMDB match
sweet-dreams-vhs-rental-drama,Sweet Dreams,VHS,ambiguous,ambiguous TMDB match
another-woman-vhs-rental-drama,Another Woman,VHS,ambiguous,ambiguous TMDB match
the-last-of-the-mohicans-vhs-rental-action,The Last of the Mohicans,VHS,ambiguous,ambiguous TMDB match
mission-impossible-vhs-rental-action,Mission Impossible,VHS,ambiguous,ambiguous TMDB match
contact-vhs-rental-sci-fi,Contact,VHS,ambiguous,ambiguous TMDB match
the-age-of-innocence-vhs-rental-drama,The Age of Innocence,VHS,ambiguous,ambiguous TMDB match
starship-troopers-2-vhs-rental-sci-fi,Starship Troopers 2,VHS,ambiguous,ambiguous TMDB match
christmas-double-feature-christmas-child-a-time-to-remember-dvd-rental-holiday,Christmas Double Feature: Christmas Child / A Time to Remember,DVD,unmatched,no TMDB match
harry-potter-and-the-sorcerers-stone-vhs-rental-kids-family,Harry Potter and the Sorcerer's Stone,VHS,ambiguous,ambiguous TMDB match
mary-kate-ashleys-school-dance-party-vhs-rental-kids-family,Mary Kate & Ashley's School Dance Party,VHS,ambiguous,ambiguous TMDB match
the-never-endng-story-i-ii-vhs-rental-kids-family,The Never Endng Story I & II,VHS,unmatched,no TMDB match
ever-after-vhs-rental-drama,Ever After,VHS,ambiguous,ambiguous TMDB match
les-miserables-in-concert-vhs-rental-musical,Les Miserables in Concert,VHS,ambiguous,ambiguous TMDB match
john-cnady-is-delirious-rental-comedy,Delirious,VHS,ambiguous,ambiguous TMDB match
on-the-down-n-low-rental-drama,On the Down 'N Low,VHS,unmatched,TMDB has no imdb_id for this title
double-edge-vhs-rental-action,Double Edge,VHS,ambiguous,ambiguous TMDB match
hard-justice-vhs-rental-action,Hard Justice,VHS,ambiguous,ambiguous TMDB match
the-man-who-shot-libery-valance-vhs-rental-drama,The Man Who Shot Libery Valance,VHS,unmatched,no TMDB match
morituri-vhs-rental-thriller,Morituri,VHS,ambiguous,ambiguous TMDB match
to-catch-of-thief-vhs-rental-action,To Catch of Thief,VHS,ambiguous,ambiguous TMDB match
crocodile-dundee-vhs-rental-comedy,Crocodile Dundee,VHS,ambiguous,ambiguous TMDB match
redheat-vhs-rental-action,Redheat,VHS,unmatched,no TMDB match
outrage-vhs-rental-thriller,Outrage,VHS,ambiguous,ambiguous TMDB match
black-beauty-vhs-rental-kids-family,Black Beauty,VHS,ambiguous,ambiguous TMDB match
poohs-grand-adventure-vhs-rental-kids-family,Pooh's Grand Adventure,VHS,ambiguous,ambiguous TMDB match
rogers-hamersteins-cinderella-vhs-rental-kids-family,Rogers & Hamerstein's Cinderella,VHS,unmatched,no TMDB match
tomb-raider-the-cradle-of-life-dvd-rental-action,Tomb Raider The Cradle of Life,DVD,ambiguous,ambiguous TMDB match
the-amityville-horror-dvd-rental-horror,The Amityville Horror,DVD,ambiguous,ambiguous TMDB match
dummy-dvd-rental-comedy,dummy,DVD,ambiguous,ambiguous TMDB match
the-simpsons-christmas-dvd-rental-comedy,The Simpsons Christmas,DVD,unmatched,TMDB has no imdb_id for this title
zathura-dvd-rental-kids-family,Zathura,DVD,ambiguous,ambiguous TMDB match
phantom-of-the-opera-dvd-rental-musical,Phantom of the Opera,DVD,ambiguous,ambiguous TMDB match
friday-the-13th-part-vi-dvd-rental-horror,Friday the 13th Part VI,DVD,ambiguous,ambiguous TMDB match
twilight-new-moon-dvd-rental-fantasy,Twilight New Moon,DVD,ambiguous,ambiguous TMDB match
the-sandlot-the-sandlot-2-the-sandlot-heading-home-dvd-rental-kids-family,The Sandlot | The Sandlot 2 | The Sandlot Heading Home,DVD,ambiguous,ambiguous TMDB match
tcm-sci-fi-collection-dvd-rental-sci-fi,TCM Sci-Fi Collection,DVD,unmatched,no TMDB match
cky-trilogy-dvd-rental-documentary,CKY Trilogy,DVD,ambiguous,ambiguous TMDB match
nirvana-unplugged-dvd-rental-musical,Nirvana Unplugged,DVD,ambiguous,ambiguous TMDB match
wonderland-dvd-rental-drama,Wonderland,DVD,ambiguous,ambiguous TMDB match
harry-potter-and-the-sorcerers-stone-dvd-rental-kids-family,Harry Potter and the Sorcerer's Stone,DVD,ambiguous,ambiguous TMDB match
break-in-vhs-rental-action,Break In,VHS,ambiguous,ambiguous TMDB match
homicidal-impulse-vhs-rental-thriller,Homicidal Impulse,VHS,ambiguous,ambiguous TMDB match
flirt-vhs-rental-drama,Flirt,VHS,ambiguous,ambiguous TMDB match
undertow-vhs-rental-thriller,Undertow,VHS,ambiguous,ambiguous TMDB match
instinct-vhs-rental-action,INSTINCT,VHS,ambiguous,ambiguous TMDB match
snowboat-academy-vhs-rental-comedy,Snowboat Academy,VHS,unmatched,no TMDB match
call-it-murder-vhs-rental-thriller,Call It Murder,VHS,ambiguous,ambiguous TMDB match
brians-songs-vhs-rental-drama,Brian's Songs,VHS,unmatched,no TMDB match
scary-movie-vhs-rental-comedy,Scary Movie,VHS,ambiguous,ambiguous TMDB match
lost-and-delerious-vhs-rental-drama,Lost and Delerious,VHS,unmatched,no TMDB match
breakout-vhs-rental-kids-family,Breakout,VHS,ambiguous,ambiguous TMDB match
safe-house-vhs-rental-sci-fi,Safe House,VHS,ambiguous,ambiguous TMDB match
saints-and-sinners-vhs-rental-drama,Saints and Sinners,VHS,ambiguous,ambiguous TMDB match
universal-soldier-2-3-dvd-rental-action,Universal Soldier 2 | 3,DVD,ambiguous,ambiguous TMDB match
night-buffalo-dvd-rental-foreign,Night Buffalo,DVD,ambiguous,ambiguous TMDB match
little-buddah-dvd-rental-drama,Little Buddah,DVD,unmatched,no TMDB match
the-dead-one-dvd-rental-horror,The Dead One,DVD,ambiguous,ambiguous TMDB match
terror-from-under-the-house-dvd-rental-horror,Terror From Under The House,DVD,ambiguous,ambiguous TMDB match
europa-dvd-rental-drama,Europa,DVD,ambiguous,ambiguous TMDB match
bangkock-dangerous-dvd-rental-action,Bangkock Dangerous,DVD,unmatched,no TMDB match
la-vi-en-ros-dvd-rental-foreign,La Vi En Ros,DVD,unmatched,no TMDB match
joyeux-noel-dvd-rental-drama,Joyeux Noel,DVD,ambiguous,ambiguous TMDB match
homework-dvd-rental-comedy,Homework,DVD,ambiguous,ambiguous TMDB match
fearless-dvd-rental-drama,Fearless,DVD,ambiguous,ambiguous TMDB match
revenge-vhs-rental-thriller,Revenge,VHS,ambiguous,ambiguous TMDB match
the-candidate-vhs-rental-drama,The Candidate,VHS,ambiguous,ambiguous TMDB match
molly-vhs-rental-drama,Molly,VHS,ambiguous,ambiguous TMDB match
checking-out-vhs-rental-comedy,Checking Out,VHS,ambiguous,ambiguous TMDB match
cement-vhs-rental-thriller,Cement,VHS,ambiguous,ambiguous TMDB match
boiler-room-vhs-rental-drama,Boiler Room,VHS,ambiguous,ambiguous TMDB match
beautiful-people-vhs-rental-drama,Beautiful People,VHS,ambiguous,ambiguous TMDB match
celebrity-vhs-rental-comedy,Celebrity,VHS,ambiguous,ambiguous TMDB match
code-name-dancer-vhs-rental-action,Code Name: Dancer,VHS,ambiguous,ambiguous TMDB match
no-way-out-vhs-rental-thriller,No Way Out,VHS,ambiguous,ambiguous TMDB match
rough-air-vhs-rental-action,Rough Air,VHS,ambiguous,ambiguous TMDB match
nightfall-vhs-rental-sci-fi,Nightfall,VHS,ambiguous,ambiguous TMDB match
red-beard-dvd-rental-drama,Red Beard,DVD,ambiguous,ambiguous TMDB match
my-man-godfry-dvd-rental-comedy,My Man Godfry,DVD,unmatched,no TMDB match
stray-dog-dvd-rental-drama,Stray Dog,DVD,ambiguous,ambiguous TMDB match
miss-julie-dvd-rental-drama,Miss Julie,DVD,ambiguous,ambiguous TMDB match
summertime-dvd-rental-drama,Summertime,DVD,ambiguous,ambiguous TMDB match
cria-cuervos-dvd-rental-drama,Cria Cuervos,DVD,ambiguous,ambiguous TMDB match
chain-of-command-vhs-rental-action,Chain of Command,VHS,ambiguous,ambiguous TMDB match
eyewitness-shark-vhs-rental-kids-family,Eyewitness: Shark,VHS,unmatched,TMDB has no imdb_id for this title
the-cemetary-club-vhs-rental-comedy,The Cemetary Club,VHS,unmatched,no TMDB match
dark-journey-vhs-rental-drama,Dark Journey,VHS,ambiguous,ambiguous TMDB match
girls-in-prison-vhs-rental-drama,Girls in Prison,VHS,ambiguous,ambiguous TMDB match
lightnight-incident-vhs-rental-thriller,Lightnight incident,VHS,unmatched,no TMDB match
drum-vhs-rental-drama,Drum,VHS,ambiguous,ambiguous TMDB match
rage-vhs-rental-thriller,Rage,VHS,ambiguous,ambiguous TMDB match
circle-of-fear-vhs-rental-horror,Circle of fear,VHS,ambiguous,ambiguous TMDB match
the-highwayman-vhs-rental-action,The Highwayman,VHS,ambiguous,ambiguous TMDB match
son-of-kong-vhs-rental-sci-fi,Son of Kong,VHS,ambiguous,ambiguous TMDB match
indictment-vhs-rental-drama,Indictment,VHS,ambiguous,ambiguous TMDB match
deceived-vhs-rental-action,Deceived,VHS,ambiguous,ambiguous TMDB match
beautiful-vhs-rental-comedy,Beautiful,VHS,unmatched,TMDB has no imdb_id for this title
mom-can-i-keep-him-vhs-rental-kids-family,"Mom, Can I Keep Him?",VHS,unmatched,no TMDB match
count-of-monte-cristo-vhs-rental-drama,Count of Monte Cristo,VHS,ambiguous,ambiguous TMDB match
gangster-world-vhs-rental-sci-fi,Gangster World,VHS,ambiguous,ambiguous TMDB match
space-rangers-chronicles-2-vhs-rental-sci-fi,Space Rangers Chronicles 2,VHS,unmatched,no TMDB match
the-last-winter-vhs-rental-drama,The Last Winter,VHS,ambiguous,ambiguous TMDB match
the-girl-in-the-picture-vhs-rental-drama,The Girl in the Picture,VHS,ambiguous,ambiguous TMDB match
paradise-alley-vhs-rental-drama,Paradise Alley,VHS,ambiguous,ambiguous TMDB match
desert-heat-vhs-rental-action,Desert Heat,VHS,ambiguous,ambiguous TMDB match
claudia-vhs-rental-thriller,Claudia,VHS,ambiguous,ambiguous TMDB match
gore-vidals-billy-the-kid-vhs-rental-action,Gore Vidal's Billy the Kid,VHS,ambiguous,ambiguous TMDB match
mirage-vhs-rental-thriller,Mirage,VHS,ambiguous,ambiguous TMDB match
the-hurricane-vhs-rental-drama,The Hurricane,VHS,ambiguous,ambiguous TMDB match
dead-in-the-water-vhs-rental-thriller,Dead in the Water,VHS,ambiguous,ambiguous TMDB match
love-affair-vhs-rental-comedy,Love Affair,VHS,ambiguous,ambiguous TMDB match
lip-service-vhs-rental-thriller,Lip Service,VHS,ambiguous,ambiguous TMDB match
dick-tracy-vhs-rental-action,Dick Tracy,VHS,ambiguous,ambiguous TMDB match
not-quite-human-vhs-rental-kids-family,Not Quite Human,VHS,ambiguous,ambiguous TMDB match
waking-ned-devine-vhs-rental-comedy,Waking Ned Devine,VHS,ambiguous,ambiguous TMDB match
whitesnake-trilogy-vhs-rental-musical,Whitesnake: Trilogy,VHS,unmatched,no TMDB match
ratatouille-cooking-fun-for-all-ages-dvd-rental-kids-family,Ratatouille: Cooking Fun For All Ages,DVD,unmatched,no TMDB match
j-lo-lets-get-loud-dvd-rental-musical,J Lo: Let's Get Loud,DVD,unmatched,no TMDB match
time-stalkers-vhs-rental-sci-fi,Time Stalkers,VHS,unmatched,no TMDB match
the-vagina-monoloues-vhs-rental-documentary,The Vagina Monoloues,VHS,unmatched,no TMDB match
lonely-guy-vhs-rental-romantic-comedy,Lonely Guy,VHS,ambiguous,ambiguous TMDB match
that-darn-cat-vhs-rental-kids-family,That Darn Cat,VHS,ambiguous,ambiguous TMDB match
real-life-vhs-rental-comedy,Real Life,VHS,ambiguous,ambiguous TMDB match
fun-with-dick-and-jane-dvd-rental-comedy,Fun with Dick and Jane,DVD,ambiguous,ambiguous TMDB match
the-amityvilly-horror-dvd-rental-horror,The Amityvilly Horror,DVD,unmatched,no TMDB match
the-secret-of-roan-inish-island-of-the-seals-dvd-rental-kids-family,The Secret of Roan Inish (Island of the Seals),DVD,unmatched,no TMDB match
masterminds-dvd-rental-comedy,Masterminds,DVD,ambiguous,ambiguous TMDB match
the-gun-run-dvd-rental-action,The Gun Run,DVD,ambiguous,ambiguous TMDB match
downton-abbey-the-motion-picture-dvd-rental-drama,Downton Abbey: The Motion Picture,DVD,ambiguous,ambiguous TMDB match
beauty-shop-leagally-blonde-dvd-rental-comedy,Beauty Shop / Leagally Blonde,DVD,unmatched,no TMDB match
my-one-and-only-dvd-rental-comedy,My One and Only,DVD,ambiguous,ambiguous TMDB match
3-movie-collection-just-go-with-it-thats-my-boy-jack-jill-dvd-rental-comedy,3 Movie Collection: Just Go With It / That's My Boy / Jack & Jill,DVD,unmatched,no TMDB match
deep-blue-sea-deep-blue-sea-2-dvd-rental-horror,Deep Blue Sea / Deep Blue Sea 2,DVD,ambiguous,ambiguous TMDB match
paul-mccartney-live-at-the-cavern-club-dvd-rental-musical,Paul McCartney: Live at the Cavern Club,DVD,unmatched,TMDB has no imdb_id for this title
superstar-dare-to-dream-dvd-rental-comedy,Superstar: Dare to Dream,DVD,unmatched,no TMDB match
reguarding-henry-dvd-rental-drama,Reguarding Henry,DVD,unmatched,no TMDB match
los-lonely-boys-dvd-rental-musical,Los Lonely Boys,DVD,ambiguous,ambiguous TMDB match
andre-arctic-tale-dvd-rental-kids-family,Andre / Arctic Tale,DVD,unmatched,no TMDB match
bishwick-dvd-rental-horror,Bishwick,DVD,unmatched,no TMDB match
the-three-muskateers-dvd-rental-action,The Three Muskateers,DVD,ambiguous,ambiguous TMDB match
held-up-dvd-rental-comedy,Held Up,DVD,ambiguous,ambiguous TMDB match
open-call-dvd-rental-documentary,Open Range,DVD,ambiguous,ambiguous TMDB match
noah-dvd-rental-drama,Noah,DVD,ambiguous,ambiguous TMDB match
paul-blart-mall-cop-dvd-rental-kids-family,Paul Blart: Mall Cop,DVD,ambiguous,ambiguous TMDB match
the-debt-dvd-rental-thriller,The Debt,DVD,ambiguous,ambiguous TMDB match
the-bount-hunter-dvd-rental-comedy,The Bount Hunter,DVD,unmatched,no TMDB match
the-pursuit-fo-happyness-dvd-rental-drama,The Pursuit fo Happyness,DVD,unmatched,no TMDB match
kill-em-all-dvd-rental-action,Kill 'Em All,DVD,ambiguous,ambiguous TMDB match
mortal-dvd-rental-thriller,Mortal,DVD,unmatched,TMDB has no imdb_id for this title
beverly-hills-chihuahua-dvd-rental-kids-family,Beverly Hills Chihuahua,DVD,ambiguous,ambiguous TMDB match
usher-truth-tour-dvd-rental-musical,USHER: TRUTH TOUR,DVD,ambiguous,ambiguous TMDB match
hip-hop-2000-dvd-rental-documentary,Hip Hop 2000,DVD,unmatched,TMDB has no imdb_id for this title
motives-2-dvd-rental-thriller,Motives 2,DVD,ambiguous,ambiguous TMDB match
uss-poseidon-phantom-below-dvd-rental-action,USS Poseidon: Phantom Below,DVD,ambiguous,ambiguous TMDB match
american-pie-dvd-rental-comedy,American Pie,DVD,ambiguous,ambiguous TMDB match
stir-of-echoes-2-dvd-rental-thriller,Stir of Echoes 2,DVD,ambiguous,ambiguous TMDB match
billy-flynns-long-half-time-walk-dvd-rental-drama,Billy Flynn's Long Half Time Walk,DVD,unmatched,no TMDB match
triple-feature-lone-survivor-jardhead-green-zone-dvd-rental-action,"Triple Feature: Lone Survivor, Jardhead, Green Zone",DVD,unmatched,no TMDB match
the-twiligh-saga-breaking-dawn-part-1-dvd-rental-fantasy,The Twiligh Saga: Breaking Dawn Part 1,DVD,unmatched,no TMDB match
the-fighter-bluray-rental-drama,The Fighter,Blu-Ray,ambiguous,ambiguous TMDB match
scarface-dvd-rental-drama,Scarface,DVD,ambiguous,ambiguous TMDB match
girls-trip-dvd-rental-comedy,Girls Trip,DVD,ambiguous,ambiguous TMDB match
feast-dvd-rental-horror,Feast,DVD,ambiguous,ambiguous TMDB match
the-gathering-dvd-rental-horror,The Gathering,DVD,ambiguous,ambiguous TMDB match
miiii-dvd-rental-action,M:I:III,DVD,ambiguous,ambiguous TMDB match
the-cookout-dvd-rental-comedy,The Cookout,DVD,ambiguous,ambiguous TMDB match
the-brothers-grimsby-dvd-rental-comedy,The Brothers Grimsby,DVD,ambiguous,ambiguous TMDB match
dragon-heart-3-dvd-rental-fantasy,Dragon Heart 3,DVD,ambiguous,ambiguous TMDB match
hush-dvd-rental-horror,Hush,DVD,ambiguous,ambiguous TMDB match
the-man-with-the-iron-fists-dvd-rental-action,The Man with the Iron Fists,DVD,ambiguous,ambiguous TMDB match
mud-dvd-rental-drama,MUD,DVD,ambiguous,ambiguous TMDB match
swingers-dvd-rental-comedy,Swingers,DVD,ambiguous,ambiguous TMDB match
bubble-dvd-rental-comedy,Bubble,DVD,ambiguous,ambiguous TMDB match
casino-royal-dvd-rental-action,Casino Royal,DVD,ambiguous,ambiguous TMDB match
15-classic-movies-dvd-rental-drama,15 Classic Movies,DVD,unmatched,no TMDB match
under-the-tuscan-sky-dvd-rental-romantic-comedy,Under the Tuscan Sky,DVD,unmatched,no TMDB match
tin-cup-the-lengend-of-bagger-vance-dvd-rental-drama,Tin Cup / The Lengend of Bagger Vance,DVD,unmatched,no TMDB match
grand-prix-dvd-rental-drama,Grand Prix,DVD,ambiguous,ambiguous TMDB match
monte-carlo-dvd-rental-romantic-comedy,Monte Carlo,DVD,ambiguous,ambiguous TMDB match
heidi-the-borrowers-dvd-rental-kids-family,Heidi / The  Borrowers,DVD,unmatched,no TMDB match
crossroads-dvd-rental-romantic-comedy,Crossroads,DVD,ambiguous,ambiguous TMDB match
get-hard-central-intelligence-dvd-rental-comedy,Get Hard / Central Intelligence,DVD,unmatched,no TMDB match
far-from-heaven-dvd-rental-drama,Far from Heaven,DVD,ambiguous,ambiguous TMDB match
300-spartans-dvd-rental-action,300 Spartans,DVD,ambiguous,ambiguous TMDB match
hostel-hostel-part-ii-that-tattooist-the-hunt-for-the-btk-killer-dvd-rental-horror,Hostel / Hostel Part II / That Tattooist / The Hunt for the BTK Killer,DVD,unmatched,no TMDB match
bandits-dvd-rental-action,Bandits,DVD,ambiguous,ambiguous TMDB match
masters-of-terror-8-horror-films-dvd-rental-horror,Masters of Terror: 8 Horror Films,DVD,unmatched,no TMDB match
american-horror-stories-12-movie-collection-dvd-rental-horror,American Horror Stories 12 Movie Collection,DVD,unmatched,no TMDB match
the-day-after-dvd-rental-drama,The Day After,DVD,ambiguous,ambiguous TMDB match
checkmate-dvd-rental-thriller,Checkmate,DVD,ambiguous,ambiguous TMDB match
the-contractor-the-fan-dvd-rental-thriller,The Contractor / The Fan,DVD,unmatched,no TMDB match
3-movie-collection-think-like-a-man-think-like-a-man-too-about-last-night-dvd-rental-romantic-comedy,"3 Movie Collection: Think Like a Man, Think Like a Man Too, About Last Night",DVD,unmatched,no TMDB match
jane-austins-book-club-dvd-rental-romantic-comedy,Jane Austins Book Club,DVD,unmatched,no TMDB match
fighting-dvd-rental-action,Fighting,DVD,ambiguous,ambiguous TMDB match
empire-dvd-rental-thriller,Empire,DVD,ambiguous,ambiguous TMDB match
an-all-dogs-christmas-christmas-carol-dvd-rental-holiday,An All Dogs Christmas / Christmas Carol,DVD,ambiguous,ambiguous TMDB match
backdraft-dvd-rental-action,Backdraft,DVD,ambiguous,ambiguous TMDB match
super-dave-dvd-rental-comedy,Super Dave,DVD,ambiguous,ambiguous TMDB match
electra-dvd-rental-action,Electra,DVD,ambiguous,ambiguous TMDB match
sam-elliott-i-will-fight-no-more-forever-dog-watch-dvd-rental-drama,Sam Elliott: I WIll Fight No More / Forever Dog Watch,DVD,unmatched,no TMDB match
night-of-the-living-dead-the-terror-dvd-rental-horror,Night of the Living Dead / The Terror,DVD,unmatched,no TMDB match
cravings-dvd-rental-horror,Cravings,DVD,unmatched,TMDB has no imdb_id for this title
maintainence-dvd-rental-horror,Maintainence,DVD,unmatched,no TMDB match
mark-wahlberg-rockstar-perfect-storm-three-kings-corrupter-dvd-rental-action,"Mark Wahlberg: Rockstar, Perfect Storm, Three Kings, Corrupter",DVD,unmatched,no TMDB match
revenge-dvd-rental-action,Revenge,DVD,ambiguous,ambiguous TMDB match
missing-in-action-triple-feature-dvd-rental-action,Missing in Action Triple Feature,DVD,unmatched,no TMDB match
center-stage-dvd-rental-drama,Center Stage,DVD,ambiguous,ambiguous TMDB match
the-fog-dvd-rental-horror,The Fog,DVD,ambiguous,ambiguous TMDB match
angels-in-america-dvd-rental-drama,Angels in America,DVD,unmatched,TMDB has no imdb_id for this title
dejavu-dvd-rental-thriller,Dejavu,DVD,unmatched,TMDB has no imdb_id for this title
contract-killer-dvd-rental-action,Contract Killer,DVD,ambiguous,ambiguous TMDB match
premonition-dvd-rental-thriller,Premonition,DVD,ambiguous,ambiguous TMDB match
gatsby-dvd-rental-drama,Gatsby,DVD,unmatched,TMDB has no imdb_id for this title
the-american-dvd-rental-drama,The American,DVD,ambiguous,ambiguous TMDB match
brooklyn-dvd-rental-drama,Brooklyn,DVD,ambiguous,ambiguous TMDB match
inviticus-dvd-rental-drama,Inviticus,DVD,unmatched,no TMDB match
