call_number,title,description,tags,image_path
71453946,Antz,"Antz follows Z, a neurotic worker ant yearning for individuality, who unexpectedly gets swept into adventure after crossing paths with Princess Bala. As he navigates a rigid colony system and an ambitious general’s plans, Z’s quest blends humor, social satire, and action. Praised for its sharp wit, impressive early CGI, and an all-star voice cast, it’s more adult-oriented than typical animation, offering layered jokes and themes that make it worth watching for grown-ups as well as older kids.","VHS, kids-family",libib-sync/batch-0010/71453946.jpg
67569914,Back to the Future (Trilogy),"Experience the future all over again with the Back to the Future 30th Anniversary Trilogy! Join Marty McFly (Michael J. Fox), Doc Brown (Christopher Lloyd) and a time traveling DeLorean for the adventure of a lifetime as they travel to the past, present and future, setting off a time-shattering chain reaction that disrupts the space-time continuum! From filmmakers Steven Spielberg, Robert Zemeckis and Bob Gale, this unforgettable collection features hours of bonus features and is an unrivaled trilogy that stands the test of time.","Blu-Ray, sci-fi",libib-sync/batch-0010/67569914.webp
77607930,Bakara,"Featuring no conventional narrative, this film presents footage of people, places and things from around the world. From chaotic cities to barren wilderness, the movie takes viewers around the globe to witness a variety of spectacles in both natural and technological realms. Detouring into former concentration camps, the production doesn't shy away from the dark side of humanity, and ultimately shows how much of the world is interconnected by both the tragedy and the vibrancy of life.","DVD, documentary",libib-sync/batch-0010/77607930.jpg
89779450,Beaches,"Hillary (Barbara Hershey) and CC (Bette Midler) meet as children vacationing in Atlantic City, N.J., and remain friends throughout the decades. As CC, a loud New Yorker, pursues a singing career, Hillary, a staid Californian, becomes a successful lawyer. Over the years, they often quarrel or compete, but, as other relationships flourish and die, the two women are always there for each other, traveling from coast to coast through the most tumultuous times.","VHS, comedy",libib-sync/batch-0010/89779450.jpg
69913850,Beauty and the Beast,"Beauty and the Beast (1991) tells of Belle, a spirited young woman who becomes entwined in the fate of a cursed prince transformed into a Beast, and discovers that true beauty lies within. Blending romance, wit, and memorable songs with groundbreaking animation, it was the first animated film nominated for Best Picture. Acclaimed for its artistry, music, and heartfelt storytelling, it remains a timeless Disney classic worth seeing.","VHS, kids-family",libib-sync/batch-0010/69913850.jpg
36718330,Bleak House by Charles Dickens,"The highly acclaimed 2005 BBC miniseries adaptation of Charles Dickens' Bleak House, starring Gillian Anderson and Charles Dance","DVD, drama",libib-sync/batch-0010/36718330.jpg
18615290,Blown Away,"After staging a particularly gory jailbreak, Irish Republican Army agent Ryan Gaerity (Tommy Lee Jones) makes his way to Boston and begins systematically picking off members of the police bomb squad. The leader of this team, Jimmy Dove (Jeff Bridges), is set to retire, but the recent spate of bombings leads him to stay on in an attempt to save as many of his men as possible. It isn't long before he discovers the culprit is his old colleague Gaerity, seeking revenge from their shared past.","VHS, action",libib-sync/batch-0010/18615290.jpg
78164986,Boxanne,"Boxanne is about Dane Werther, manager of a couples boutique and aspiring comic book artist who falls in love with a real doll after he names it and she comes to life - at least in his own mind.","Blu-Ray, comedy",libib-sync/batch-0010/78164986.jpg
08263930,Brokeback Mountain,"In 1963, rodeo cowboy Jack Twist and ranch hand Ennis Del Mar are hired by rancher Joe Aguirre as sheep herders in Wyoming. One night on Brokeback Mountain, Jack makes a drunken pass at Ennis that is eventually reciprocated. Though Ennis marries his longtime sweetheart, Alma and Jack marries a fellow rodeo riders, the two men keep up their tortured and sporadic affair over the course of 20 years.","DVD, drama",libib-sync/batch-0010/08263930.jpg
90963706,Casino / Carlito's Way,"CASINO: In early-1970s Las Vegas, low-level mobster Sam ""Ace"" Rothstein (Robert De Niro) gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro (Joe Pesci), his ex-hustler wife Ginger (Sharon Stone), her con-artist ex Lester Diamond (James Woods) and a handful of corrupt politicians put Sam in ever-increasing danger. Martin Scorsese directs this adaptation of Nicholas Pileggi's book. CARLITO'S WAY: A free man after years in prison, Carlito Brigante intends to give up his criminal ways, but it's not long before the ex-con is sucked back into the New York City underworld. Reconnecting with his dancer girlfriend, Gail, Carlito gets entangled in the shady dealings of his friend Dave Kleinfeld, who also serves as his lawyer. When Carlito and Kleinfeld run afoul of shifty gangster Benny Blanco, it sets them on a dangerous path.","DVD, drama",libib-sync/batch-0010/90963706.jpg
31749626,Cellular,"Schoolteacher Jessica Martin (Kim Basinger) is abducted by ruthless crook Ethan (Jason Statham) and brought to a remote hideout, where she finds a broken cell phone. Unfortunately, when she tries to use the malfunctioning phone to contact the authorities, she accidentally reaches college student Ryan (Chris Evans) instead. The young man wants to help Jessica, but she has no idea where her captors have taken her, and Ryan must scramble to figure out where she is before his cell phone goes dead.","DVD, action",libib-sync/batch-0010/31749626.jpg
34907130,Children of a Lesser God,"Starting his new job as an instructor at a New England school for the deaf, James Leeds meets Sarah Norman, a young deaf woman who works at the school as a member of the custodial staff. A romance slowly develops between the pair in spite of Sarah's withdrawn emotional state due in part to her difficult relationship with her mother.","VHS, drama",libib-sync/batch-0010/34907130.jpg
34939898,China Cry,"A young woman from an affluent family attempts to join a Maoist group, encountering various hurdles alongside her relatives in pursuit of her goal.","VHS, drama",libib-sync/batch-0010/34939898.jpg
88993018,Chuck Norris: Triple Feature,"Chuck Norris began his film career in 1969 as a bit player in The Wrecking Crew. His martial arts expertise ed him to future roles and ultimately to stardom in such films as Good Guys Wear Black and A Force of One. Braddock Missing in Action III, Hero and the Terror and The Delta Force are Chuck Norris action adventures at their very best.","VHS, action",libib-sync/batch-0010/88993018.jpg
77575162,Cirque Du Soleil: Dralion,"Dralion was a touring production by the Canadian entertainment company Cirque du Soleil. The show combined elements of traditional Chinese circus with Western contemporary circus, complementing the ""East-meets-West"" theme implied in the title—the name is a portmanteau of ""dragon"" and ""lion"".","DVD, musical",libib-sync/batch-0010/77575162.jpg
89648378,City of the Sea,"When a respected New York homicide detective (Robert De Niro) discovers the prime suspect in a murder case is his estranged son (James Franco), he is forced to return home to the decaying boardwalks of Long Beach, Long Island to confront the darkness of his past. During the course of the investigation, he realizes that his failures as a father - and his unresolved anguish about the painful estrangement - have deeply influenced his son's life.","VHS, action",libib-sync/batch-0010/89648378.jpg
67045626,Close Encounters of the Third Kind (30th Anniversary),"Science fiction adventure about a group of people who attempt to contact alien intelligence. Roy Neary (Richard Dreyfuss) witnesses an unidentified flying object, and even has a ""sunburn"" from its bright lights to prove it. Roy refuses to accept an explanation for what he saw and is prepared to give up his life to pursue the truth about UFOs.","Blu-Ray, action",libib-sync/batch-0010/67045626.webp
35202042,Cocktail,"Brian Flanagan (Tom Cruise) wants a high-paying marketing job, but needs a business degree first. Working as a bartender to pay for college, Flanagan is mentored by his veteran boss, Doug Coughlin (Bryan Brown). Together, their showy tricks and charisma command large crowds and tip payments -- until Flanagan and the cynical Coughlin have a falling out. Flanagan moves to Jamaica to raise enough money to open his own bar, where he falls in love with artist Jordan Mooney (Elisabeth Shue).","VHS, drama",libib-sync/batch-0010/35202042.jpg
78033914,"Definitely, Maybe","Will Hayes (Ryan Reynolds), a thirtysomething Manhattanite, is in the middle of divorce proceedings when his young daughter (Abigail Breslin) asks him about his life before marriage, including how he met and fell in love with her mother. Will flashes back to 1992 and recounts his romances with three women, changing their names so that his daughter must guess which one became his wife.","DVD, romantic-comedy",libib-sync/batch-0010/78033914.jpg
35759098,Disclosure,"In this Michael Crichton adaptation, Tom Sanders (Michael Douglas) is a senior executive at a cutting-edge technology corporation on the verge of releasing an innovative new product. Sanders' boss, Bob Galvin (Donald Sutherland), is putting the final touches on a potentially lucrative merger and everything is in order for Tom until a vamp from his past, Meredith Johnson (Demi Moore), swoops in, stealing his impending promotion and then -- doubling down -- suing him for sexual harassment.","VHS, drama",libib-sync/batch-0010/35759098.jpg
68943354,Donnie Darko,"During the presidential election of 1988, a teenager named Donnie Darko sleepwalks out of his house one night and sees a giant, demonic-looking rabbit named Frank, who tells him the world will end in 28 days. When Donnie returns home, he finds that a jet engine has crashed into his bedroom. Is Donnie living in a parallel universe, is he suffering from mental illness - or will the world really end?","DVD, sci-fi",libib-sync/batch-0010/68943354.jpg
51749882,Double Take,"A successful New York investment banker Daryl Chase (Orlando Jones) is suddenly on the run and has to switch identities with low-life petty thief Freddy Tiffany (Eddie Griffin). Until now, Daryl's led a charmed life. However, everything is turned upside down when he is framed for laundering millions for a Mexican drug cartel. He makes a run to the border in an attempt to clear his name.","VHS, comedy",libib-sync/batch-0010/51749882.jpg
51684346,Drowning Mona,"The recently deceased Mona Dearly was many things: an abusive wife, a domineering mother, a loud-mouthed neighbor and a violent malcontent. So when her car and corpse are discovered in the Hudson River, police Chief Wyatt Rash immediately suspects murder rather than an accident. But, since the whole community of Verplanck, N.Y., shares a deep hatred for this unceasingly spiteful woman, Rash finds his murder investigation overwhelmed with potential suspects.","VHS, comedy",libib-sync/batch-0010/51684346.jpg
77155578,E.T. The Extra Terrestrial,"E.T. the Extra-Terrestrial follows a lonely boy, Elliott, who forms a deep bond with a gentle alien stranded on Earth and tries to help him return home while evading government capture. Blending heartfelt drama, childhood wonder, and imaginative sci-fi, Steven Spielberg’s film is praised for its emotional depth, iconic imagery, and John Williams’ unforgettable score, making it a timeless family classic worth watching for all ages.","VHS, kids-family",libib-sync/batch-0010/77155578.jpg
77476858,Evita,"Eva Duarte Perón rises from poverty to become an Argentinian actress and the wife of powerful President Juan Perón. Through a series of flashbacks, Eva transforms from an impoverished teenager into a woman of influence and power. After the death of her father, Eva travels to Buenos Aires and begins a string of relationships with powerful men before she meets Juan. Eva's ultimate power and influence earn her both admiration and hatred.","DVD, musical",libib-sync/batch-0010/77476858.jpg
68877818,Face/Off,"Obsessed with bringing terrorist Castor Troy (Nicolas Cage) to justice, FBI agent Sean Archer (John Travolta) tracks down Troy, who has boarded a plane in Los Angeles. After the plane crashes and Troy is severely injured, possibly dead, Archer undergoes surgery to remove his face and replace it with Troy's. As Archer tries to use his disguise to elicit information about a bomb from Troy's brother, Troy awakes from a coma and forces the doctor who performed the surgery to give him Archer's face.","DVD, sci-fi",libib-sync/batch-0010/68877818.jpg
18156538,Fantasyb Mission Force,"A team of misfit fighters is sent on a mission to rescue army generals held as prisoners. However, chaos erupts as the inexperienced team tries its best to complete the mission.","VHS, action",libib-sync/batch-0010/18156538.jpg
11270650,Far and Away,"A young free-spirited Irish woman from an affluent Protestant family spontaneously befriends a street-smart commoner cheated by her family’s hostile land takeovers. They escape to America, ready to take advantage of the 19th century Oklahoma land rush.","VHS, drama",libib-sync/batch-0010/11270650.jpg
68681210,Farscape,American astronaut John Crichton finds himself thrown across the universe when an experimental mission goes bad. Crichton teams up with a group of rebels involved in an intergalactic battle and begins a journey unlike anything he dreamed was possible while trying to find a way back to Earth.,"DVD, sci-fi",libib-sync/batch-0010/68681210.jpg
51717114,Field of Dreams,"When Iowa farmer Ray hears a mysterious voice one night in his cornfield saying ""If you build it, he will come,"" he feels the need to act. Despite taunts of lunacy, Ray builds a baseball diamond on his land, supported by his wife, Annie. Afterward, the ghosts of great players start emerging from the crops to play ball, led by ""Shoeless"" Joe Jackson. But, as Ray learns, this field of dreams is about much more than bringing former baseball greats out to play.","VHS, comedy",libib-sync/batch-0010/51717114.jpg
12450298,Fighting Tommy Riley,"An aging trainer and a young fighter, both in need of a second chance, team-up to overcome the demons of their past...and chase the dreams of their future.","VHS, drama",libib-sync/batch-0010/12450298.jpg
15006202,Final Analysis,"A psychiatrist becomes romantically involved with the sister of one of his patients, but the influence of her controlling gangster husband threatens to destroy them both.","VHS, drama",libib-sync/batch-0010/15006202.jpg
34973690,Five Nights at Freddy's,"A troubled security guard begins working at Freddy Fazbear's Pizzeria. While spending his first night on the job, he realizes the late shift at Freddy's won't be so easy to make it through.","DVD, horror",libib-sync/batch-0010/34973690.jpg
11631098,Flash of Green,A reporter at a local Florida newspaper is torn between his friendship with a corrupt real estate developer and his love for an activist opposing the developer's latest project.,"VHS, drama",libib-sync/batch-0010/11631098.jpg
35726330,Forrest Gump,"Slow-witted Forrest Gump (Tom Hanks) has never thought of himself as disadvantaged, and thanks to his supportive mother (Sally Field), he leads anything but a restricted life. Whether dominating on the gridiron as a college football star, fighting in Vietnam or captaining a shrimp boat, Forrest inspires people with his childlike optimism. But one person Forrest cares about most may be the most difficult to save -- his childhood love, the sweet but troubled Jenny (Robin Wright).","VHS, drama",libib-sync/batch-0010/35726330.jpg
88698106,Frantic,"While attending a medical conference in Paris, Dr. Richard Walker (Harrison Ford) is horrified when his wife, Sondra (Betty Buckley), is abducted from their hotel room while he is taking a shower. Using his limited knowledge of French language and culture, Walker must navigate the bureaucracy of French law enforcement and ultimately, with the help of street waif Michelle (Emmanuelle Seigner), infiltrate Paris' criminal underworld in order to discover what really happened to his wife.","VHS, thriller",libib-sync/batch-0010/88698106.jpg
72436986,Free Willy,"Free Willy (1993) tells the heartfelt story of a troubled 12-year-old boy who bonds with a captive orca at a struggling amusement park and risks everything to help his new friend. Blending themes of friendship, second chances, and compassion for animals, it combines touching performances, a stirring score, and a classic feel-good formula. Praised for its warmth and uplifting message, it remains a beloved family film worth watching.","VHS, kids-family",libib-sync/batch-0010/72436986.jpg
34677754,Gift of Love,A promising young football player (Elden Henson) makes an incredible offer to his grandmother (Debbie Reynolds) who is in desperate need of a kidney transplant.,"VHS, drama",libib-sync/batch-0010/34677754.jpg
38149626,Gorotica,A jewel thief asks a necrophiliac to help him retrieve a diamond from his dead partner's stomach.,"VHS, horror",libib-sync/batch-0010/38149626.jpg
77902842,Hannah and Her Sisters,"Three successive family Thanksgiving dinners mark time for Hannah (Mia Farrow), her younger sisters Lee (Barbara Hershey) and Holly (Dianne Wiest) and the men in their lives. Lee is having an affair with Hannah's husband, Elliot (Michael Caine), and trying to end her Svengali-like romance with artist Frederick (Max von Sydow). Holly is frustrated by her lack of career fulfillment and her increasing dependence on Hannah's largesse, while being courted by the hypochondriac Mickey (Woody Allen).","Blu-Ray, comedy",libib-sync/batch-0010/77902842.jpg
51848186,Happy Gilmore,"All Happy Gilmore (Adam Sandler) has ever wanted is to be a professional hockey player. But he soon discovers he may actually have a talent for playing an entirely different sport: golf. When his grandmother (Frances Bay) learns she is about to lose her home, Happy joins a golf tournament to try and win enough money to buy it for her. With his powerful driving skills and foulmouthed attitude, Happy becomes an unlikely golf hero -- much to the chagrin of the well-mannered golf professionals.","VHS, comedy",libib-sync/batch-0010/51848186.jpg
18877434,Hart's War,"Lieutenant Tommy Hart (Colin Farrell) is a second year law student who is enlisted as an officer's aide in World War II due to his father's political pull. When he is captured and thrown into a German prisoner of war camp, top ranking Colonel William McNamara (Bruce Willis) assigns him to defend Lieutenant Lincoln Scott (Terrence Howard), a black POW accused of murdering a fellow white prisoner.","VHS, action",libib-sync/batch-0010/18877434.jpg
36751098,Havoc,Two affluent suburban girls clash with the Latino gang culture of East Los Angeles.,"DVD, drama",libib-sync/batch-0010/36751098.jpg
72273146,Heavyweights,"Heavyweights is a 1995 Disney comedy about kids at a weight-loss summer camp whose fun is derailed when an overzealous fitness guru takes over, turning it into a strict training ground. With help from sympathetic counselors, they plot to reclaim their summer. Though a box office flop, it’s now a cult favorite for its offbeat humor, 90s charm, and Ben Stiller’s over-the-top villain, offering lighthearted fun for fans of quirky family comedies.","VHS, kids-family",libib-sync/batch-0010/72273146.webp
97315578,101 Dalmations,"101 Dalmatians (1996) is a live-action remake of Disney’s animated classic, following a daring rescue mission when a fur-obsessed fashion designer kidnaps Dalmatian puppies for a lavish coat. Packed with slapstick, charming performances, and adorable canines, it’s highlighted by Glenn Close’s memorable turn as Cruella de Vil. While reviews were mixed, it remains lighthearted family fun and a nostalgic watch for fans of the original.","VHS, kids-family",libib-sync/batch-0010/97315578.jpg
77843706,"Honey, I Blew Up the Kid","Honey, I Blew Up the Kid (1992) follows eccentric inventor Wayne Szalinski, whose latest experiment accidentally causes his toddler son to grow to monumental proportions whenever exposed to electricity. As the oversized child heads for Las Vegas, the family scrambles to reverse the process before chaos ensues. While lighter and more juvenile than its predecessor, it offers fun visual effects and harmless family comedy, making it an enjoyable, if modest, sequel.","VHS, kids-family",libib-sync/batch-0010/77843706.webp
14842362,Hoop Dreams,"Every school day, African-American teenagers William Gates and Arthur Agee travel 90 minutes each way from inner-city Chicago to St. Joseph High School in Westchester, Illinois, a predominately white suburban school well-known for the excellence of its basketball program. Gates and Agee dream of NBA stardom, and with the support of their close-knit families, they battle the social and physical obstacles that stand in their way. This acclaimed documentary was shot over the course of five years.","VHS, drama",libib-sync/batch-0010/14842362.jpg
35104762,Horrors of Spider Island,"Horrors of Spider Island (1960) is a West German B-movie where a dance troupe and their manager, stranded on a remote island after a plane crash, encounter a giant spider whose bite transforms a man into a murderous creature. Known for its mix of monster horror and sexploitation, the film offers campy thrills, cheesy dialogue, and scant scares. It’s not a good horror film by quality standards, but it can be entertaining for fans of cult, so-bad-it’s-good cinema.","DVD, horror",libib-sync/batch-0010/35104762.webp
52471290,Hostel (DVD),"Best friends Josh (Derek Richardson) and Paxton (Jay Hernandez) decide to spend the summer after college graduation on an all-out backpacking trip across Europe. While stopping in Amsterdam to indulge their tastes for drugs and sex, they meet Oli (Eythor Gudjonsson), a like-minded traveler from Iceland. When the three bachelors set off to investigate enticing rumors of a Slovakian hostel in a city populated by lusty women, they find themselves drawn unwittingly into a deadly game.","DVD, horror",libib-sync/batch-0010/52471290.jpg
90898170,Hostel Part II,"Beth (Lauren German), Lorna (Heather Matarazzo) and Whitney (Bijou Phillips), three young American women traveling abroad in Rome, decide to take a weekend excursion. Lured from their intended destination by a beautiful acquaintance (Vera Jordanova), the women anticipate a stay at a luxurious spa. Instead, they become pawns in a grisly game designed to entertain wealthy deviants from around the world.","DVD, horror",libib-sync/batch-0010/90898170.jpg
35660794,Howards End,"Helen Schlegel falls for Paul Wilcox, but is rebuffed. Her sister Margaret becomes friends with his mother, who promises her the family house, Howards End. Unfortunately, after her death, the will disappears, and it appears the inheritance will disappear. Until the widower, Henry Wilcox, becomes attracted to Margaret.","VHS, drama",libib-sync/batch-0010/35660794.jpg
72305914,Hunchback of Notre Dame,"The Hunchback of Notre Dame (1996) follows Quasimodo, the kind-hearted yet isolated bell ringer of Notre Dame, who longs to explore the world and finds friendship in the fearless Esmeralda. Against the tyranny of Judge Frollo, he must choose between obedience and defending justice. With stunning animation, powerful Alan Menken music, and mature themes of prejudice, acceptance, and love, it’s one of Disney’s most dramatic and emotionally resonant films—highly worth watching.","VHS, kids-family",libib-sync/batch-0010/72305914.jpg
68845050,"I, Robot","In 2035, highly intelligent robots fill public service positions throughout the world, operating under three rules to keep humans safe. Despite his dark history with robotics, Detective Del Spooner (Will Smith) investigates the alleged suicide of U.S. Robotics founder Alfred Lanning (James Cromwell) and believes that a human-like robot (Alan Tudyk) murdered him. With the help of a robot expert (Bridget Moynahan), Spooner discovers a conspiracy that may enslave the human race.","DVD, sci-fi",libib-sync/batch-0010/68845050.jpg
08722682,Ice Age,"Twenty-thousand years ago, Earth is a wondrous, prehistoric world filled with great danger, not the least of which is the beginning of the Ice Age. To avoid a really bad frostbite, the planet's majestic creatures - and a few small, slothful ones - begin migrating south . The story revolves around sub-zero heroes: a woolly mammoth, a saber-toothed tiger, a sloth and a prehistoric combination of a squirrel and rat that is known as Scrat.","DVD, kids-family",libib-sync/batch-0010/08722682.jpg
77706234,Into the Woods,"As the result of the curse of a once-beautiful witch (Meryl Streep), a baker (James Corden) and his wife (Emily Blunt) are childless. Three days before the rise of a blue moon, they venture into the forest to find the ingredients that will reverse the spell and restore the witch's beauty: a milk-white cow, hair as yellow as corn, a blood-red cape, and a slipper of gold. During their journey, they meet Cinderella, Little Red Riding Hood, Rapunzel and Jack, each one on a quest to fulfill a wish.","DVD, musical",libib-sync/batch-0010/77706234.jpg
69598714,Invasion of the Body Snatchers,"Based on Jack Finney's serialized novel, which was published as a book in 1955, Invasion of the Body Snatchers is a classic sci-fi film noir directed by Don Siegel. It follows a small-town doctor in Santa Mira, California, who discovers that alien plant spores are replacing his neighbors with emotionless, identical duplicates while they sleep.","DVD, sci-fi",libib-sync/batch-0010/69598714.jpg
35005434,Jackpot,"Jackpot, Nevada is a town one hundred miles south of Twin Falls, Idaho. But Jackpot also means the payout of a slot machine-wealth without effort. For Sunny Holiday (Jon Gries), the pathway to success is to become a country-western singer. Abandoning his beautiful wife Bobbi (Daryl Hannah) and their young baby, he sets off with his manager Lester Les Irving (Garrett Morris) on a nine-month, forty-three-city tour through a series of bleak western towns.","VHS, drama",libib-sync/batch-0010/35005434.jpg
19467258,Jagged Edge,"Lawyer Teddy Barnes reluctantly takes up the case of publisher Jack Forrester, who is accused of murdering his wife for her money. As the trial develops, she is kept guessing right to the very last minute whether Jack is an innocent man or a cunning, manipulative murderer.","VHS, action",libib-sync/batch-0010/19467258.jpg
35529722,Jerry Maguire,"When slick sports agent Jerry Maguire (Tom Cruise) has a crisis of conscience, he pens a heartfelt company-wide memo that promptly gets him fired. Desperate to hang on to the athletes that he represents, Jerry starts his own management firm, with only single mother Dorothy Boyd (Renee Zellweger) joining him in his new venture. Banking on their sole client, football player Rod Tidwell (Cuba Gooding Jr.), Jerry and Dorothy begin to fall in love as they struggle to make their business work.","VHS, drama",libib-sync/batch-0010/35529722.jpg
17632250,Jurassic Park,"In Steven Spielberg's massive blockbuster, paleontologists Alan Grant (Sam Neill) and Ellie Sattler (Laura Dern) and mathematician Ian Malcolm (Jeff Goldblum) are among a select group chosen to tour an island theme park populated by dinosaurs created from prehistoric DNA. While the park's mastermind, billionaire John Hammond (Richard Attenborough), assures everyone that the facility is safe, they find out otherwise when various ferocious predators break free and go on the hunt.","VHS, action",libib-sync/batch-0010/17632250.jpg
89746682,Just Cause,"Paul Armstrong (Sean Connery), a law professor who staunchly fights the death penalty, is lured into defending a death row inmate, Bobby Earl Ferguson (Blair Underwood), convicted of rape and murder. Ferguson is there due to a coerced confession at the hands of a snarling local sheriff (Laurence Fishburne). Armstrong starts to suspect that a psychotic serial killer (Ed Harris) may be the real culprit. But the deeper Armstrong gets, the more he realizes he doesn't know who's innocent at all.","VHS, action",libib-sync/batch-0010/89746682.jpg
66980090,Kurt Cobain Montage of Heck,"Filmmaker Brett Morgen uses material from the Cobains' personal archives in an in-depth examination of the Nirvana frontman's childhood, influential music career, and untimely death.","Blu-Ray, documentary",libib-sync/batch-0010/66980090.jpg
31094266,L.A. Confidential,"Three policemen, each with his own motives and obsessions, tackle the corruption surrounding an unsolved murder at a downtown Los Angeles coffee shop in the early 1950s. Detective Lieutenant Exley (Guy Pearce), the son of a murdered detective, is out to avenge his father's killing. The ex-partner of Officer White (Russell Crowe), implicated in a scandal rooted out by Exley, was one of the victims. Sergeant Vincennes (Kevin Spacey) feeds classified information to a tabloid magnate (Danny DeVito).","DVD, action",libib-sync/batch-0010/31094266.jpg
35628026,Lady Hawke,"Upon breaking out of a dungeon, youthful thief Phillipe Gaston (Matthew Broderick) befriends Capt. Navarre (Rutger Hauer), a man with a strange secret. Navarre and his lover Lady Isabeau d'Anjou (Michelle Pfeiffer) were cursed by the wicked Bishop of Aquila (John Wood), who desires Lady Isabeau for himself. His dark magic prevents the pair from ever being in each other's presence except at twilight, so they enlist Gaston in a dangerous plot to overthrow the Bishop and break his evil enchantment.","VHS, drama",libib-sync/batch-0010/35628026.jpg
51913722,Leap of Faith,"Touring Christian evangelist Jonas Nightingale (Steve Martin) and his cohorts tend to put on their bogus faith-healing revivals in major cities, where hefty donations flow freely. But, when Jonas and company find themselves stuck in a remote nook of Kansas, they decide to perform for the locals and take them for all they are worth. The shows go off without a hitch, until sensible lawman Will Braverman (Liam Neeson) catches on to the scam and vows to prove to everyone that Jonas is a fake.","VHS, comedy",libib-sync/batch-0010/51913722.jpg
