id,item_type,barcode,dymo,title,creators,first_name,last_name,collection,ean_isbn13,upc_isbn10,publisher,publish_date,group,tags,notes,condition,length,lexile,call_number,ddc,lcc,lccn,oclc,created,updated
0cprqxudcu,movie,2010000000939,201000000093,"The Heart of Me",,,,"Rental Library",,,,,,"drama, vhs",,,,,95962106,,,,,2026-09-16,2026-09-16
m4xl17p31h,movie,2010000000946,201000000094,"Wish You Were Dead",,,,"Rental Library",,,,,,"comedy, vhs",,,,,95667194,,,,,2026-09-16,2026-09-16
ywhe25qr71,movie,2010000000953,201000000095,"Hope and Glory",,,,"Rental Library",,,,,,"drama, vhs",,,,,95634426,,,,,2026-09-16,2026-09-16
obayjrb0an,movie,2010000000960,201000000096,"Mussolini and I",,,,"Rental Library",,,,,,"drama, vhs",,,,,95601658,,,,,2026-09-16,2026-09-16
cnrihl4mmk,movie,2010000000977,201000000097,"We're Talkin' Serious Money",,,,"Rental Library",,,,,,"comedy, vhs",,,,,95568890,,,,,2026-09-16,2026-09-16
8g3kxycohq,movie,2010000000984,201000000098,"Easy Money",,,,"Rental Library",,,,,,"comedy, vhs",,,,,95536122,,,,,2026-09-16,2026-09-16
kq7fvelysl,movie,2010000000991,201000000099,"Year of the Comet",,,,"Rental Library",,,,,,"action, vhs",,,,,95470586,,,,,2026-09-16,2026-09-16
t0bpknb93y,movie,2010000001004,201000000100,"For Keeps",,,,"Rental Library",,,,,,"romantic-comedy, vhs",,,,,95437818,,,,,2026-09-16,2026-09-16
3kj7zhwarj,movie,2010000001011,201000000101,"Extreme Days",,,,"Rental Library",,,,,,"kids-family, vhs",,,,,95372282,,,,,2026-09-16,2026-09-16
het0gd819k,movie,2010000001028,201000000102,"Working Girl",,,,"Rental Library",,,,,,"comedy, vhs",,,,,95339514,,,,,2026-09-16,2026-09-16
nxizesz41p,movie,2010000001035,201000000103,"A Fool and His Money",,,,"Rental Library",,,,,,"romantic-comedy, vhs",,,,,95306746,,,,,2026-09-16,2026-09-16
lsv8doo7b9,movie,2010000001042,201000000104,"Soap Dish",,,,"Rental Library",,,,,,"comedy, vhs",,,,,95273978,,,,,2026-09-16,2026-09-16
j7s26t6qlq,movie,2010000001059,201000000105,"Doom Runners",,,,"Rental Library",,,,,,"sci-fi, vhs",,,,,95241210,,,,,2026-09-16,2026-09-16
iz5608ulqm,movie,2010000001066,201000000106,"Pure Country",,,,"Rental Library",,,,,,"drama, vhs",,,,,95208442,,,,,2026-09-16,2026-09-16
ayqhs1vpsz,movie,2010000001073,201000000107,"He Said, She Said",,,,"Rental Library",,,,,,"romantic-comedy, vhs",,,,,95175674,,,,,2026-09-16,2026-09-16
e90camy5u2,movie,2010000001080,201000000108,"The Bridges of Medison County",,,,"Rental Library",,,,,,"drama, vhs",,,,,95110138,,,,,2026-09-16,2026-09-16
v8u3naj26q,movie,2010000001097,201000000109,"Eight Days a Week",,,,"Rental Library",,,,,,"comedy, vhs",,,,,95077370,,,,,2026-09-16,2026-09-16
ftob3cre5y,movie,2010000001103,201000000110,Solo,,,,"Rental Library",,,,,,"action, vhs",,,,,95044602,,,,,2026-09-16,2026-09-16
gakqlw5bt4,movie,2010000001110,201000000111,"Redwood Curtain",,,,"Rental Library",,,,,,"drama, vhs",,,,,95011834,,,,,2026-09-16,2026-09-16
6um4rk18dt,movie,2010000001127,201000000112,"Murphy's Fault",,,,"Rental Library",,,,,,"comedy, vhs",,,,,94979066,,,,,2026-09-16,2026-09-16
dmnxwj5u84,movie,2010000001134,201000000113,"Educating Rita",,,,"Rental Library",,,,,,"romantic-comedy, vhs",,,,,35931130,,,,,2026-09-16,2026-09-16
2oga4phtqt,movie,2010000001141,201000000114,"Ed's Next Move",,,,"Rental Library",,,,,,"romantic-comedy, vhs",,,,,35865594,,,,,2026-09-16,2026-09-16
w1e9o64isd,movie,2010000001158,201000000115,"A Saintly Switch",,,,"Rental Library",,,,,,"comedy, vhs",,,,,35832826,,,,,2026-09-16,2026-09-16
qhft894we4,movie,2010000001165,201000000116,"Soldier's Fortune",,,,"Rental Library",,,,,,"action, vhs",,,,,35800058,,,,,2026-09-16,2026-09-16
bpyw7iocho,movie,2010000001172,201000000117,"The Edge",,,,"Rental Library",,,,,,"action, vhs",,,,,35734522,,,,,2026-09-16,2026-09-16
6um4rkv8dt,movie,2010000001189,201000000118,"Sleeping Beauty (1989)",,,,"Rental Library",,,,,,"kids-family, vhs",,,,,35701754,,,,,2026-09-16,2026-09-16
xlzv92yjps,movie,2010000001196,201000000119,"Soldier of Fortune Inc.",,,,"Rental Library",,,,,,"action, vhs",,,,,35636218,,,,,2026-09-16,2026-09-16
4jls5f4kbx,movie,2010000001202,201000000120,DragonFight,,,,"Rental Library",,,,,,"action, vhs",,,,,35570682,,,,,2026-09-16,2026-09-16
ri15t2jxoz,movie,2010000001219,201000000121,"The Train Robbers",,,,"Rental Library",,,,,,"action, vhs",,,,,35537914,,,,,2026-09-16,2026-09-16
0cprqjgdcu,movie,2010000001226,201000000122,"Son of the Pink Panther",,,,"Rental Library",,,,,,"comedy, vhs",,,,,35472378,,,,,2026-09-16,2026-09-16
m4xl1hn31h,movie,2010000001233,201000000123,Dutch,,,,"Rental Library",,,,,,"comedy, vhs",,,,,35439610,,,,,2026-09-16,2026-09-16
ywhe2vwr71,movie,2010000001240,201000000124,"Father's Day",,,,"Rental Library",,,,,,"comedy, vhs",,,,,35406842,,,,,2026-09-16,2026-09-16
obayjxc0an,movie,2010000001257,201000000125,"The Fear Inside",,,,"Rental Library",,,,,,"thriller, vhs",,,,,35341306,,,,,2026-09-16,2026-09-16
cnrih7kmmk,movie,2010000001264,201000000126,Salvador,,,,"Rental Library",,,,,,"drama, vhs",,,,,35308538,,,,,2026-09-16,2026-09-16
8g3kxrmohq,movie,2010000001271,201000000127,"Dying to Get Rich",,,,"Rental Library",,,,,,"comedy, vhs",,,,,35275770,,,,,2026-09-16,2026-09-16
kq7fv57ysl,movie,2010000001288,201000000128,"Sleeping with the Enemy",,,,"Rental Library",,,,,,"thriller, vhs",,,,,35243002,,,,,2026-09-16,2026-09-16
obayiyx0an,movie,92127482,9212748,Eddington,"Ari Aster",Ari,Aster,"Rental Library",0810180991698,810180991698,"Distribution Solutions",2025-10-07,,"blu-ray, drama",,,148,,92127482,,,,,2026-09-16,2026-09-16
ri15854xoz,movie,91963642,9196364,Spawn,"Mark A.Z. Dippé",Mark,Dippé,"Rental Library",0760137185536,,"Arrow Video",2025-10-07,,"4k, action",,,98,,91963642,,,,,2026-09-16,2026-09-16
v8u3yay26q,movie,91898106,9189810,Rope,"Alfred Hitchcock",Alfred,Hitchcock,"Rental Library",0191329241080,191329241080,"Universal Pictures Home Entertainment",2023-10-31,,"4k, thriller",,,81,,91898106,,,,,2026-09-16,2026-09-16
gakq1wsbt4,movie,91832570,9183257,"Super Mario Bros Movie","Aaron Horvath",Aaron,Horvath,"Rental Library",0191329241516,191329241516,"Studio Distribution Services",2023-06-13,,"4k, kids-family",,,,,91832570,,,,,2026-09-16,2026-09-16
qhftd9awe4,movie,91701498,9170149,Oppenheimer,"Christopher Nolan",Christopher,Nolan,"Rental Library",0191329253120,191329253120,"Universal Pictures Home Entertainment",2023-11-21,,"4k, drama",,,181,,91701498,,,,,2026-09-16,2026-09-16
6um4qkf8dt,movie,91504890,9150489,Jaws,,,,"Rental Library",0191329134795,191329134795,,,,"4k, horror",,,,,91504890,,,,,2026-09-16,2026-09-16
56dmk3zv9x,movie,91439354,9143935,"Lawrence of Arabia","David Lean",David,Lean,"Rental Library",0043396646827,043396646827,"Sony Pictures Home Entertainment",2026-02-10,,"4k, drama",,,227,,91439354,,,,,2026-09-16,2026-09-16
m4xlf7m31h,movie,2010000001370,201000000137,1917,"Sam Mendes",Sam,Mendes,"Rental Library",0191329125670,191329125670,"Universal Pictures Home Entertainment",2020-03-24,,"4k, action",,,119,,91373818,,,,,2026-09-16,2026-09-16
obayixu0an,movie,91242746,9124274,"The Big Lebowski","Joel Coen",Joel,Coen,"Rental Library",0191329072837,191329072837,"Universal Pictures Home Entertainment",2018-10-16,,"4k, comedy",,,119,,91242746,,,,,2026-09-16,2026-09-16
kq7f95wysl,movie,91111674,9111167,Heat,"Michael Mann",Michael,Mann,"Rental Library",0786936889246,786936889246,"20TH CENTURY STUDIOS",2022-08-09,,"4k, action",,,170,,91111674,,,,,2026-09-16,2026-09-16
3kj7e1jarj,movie,91046138,9104613,"Inglorious Basterds","Quentin Tarantino",Quentin,Tarantino,"Rental Library",0191329106921,191329106921,"Universal Pictures Home Entertainment",2021-10-12,,"4k, action",,,153,,91046138,,,,,2026-09-16,2026-09-16
lsv8b067b9,movie,90947834,9094783,Zodiac,,,,"Rental Library",0191329267462,191329267462,PARAMOUNT,2024-10-29,,"4k, thriller",,,157,,90947834,,,,,2026-09-16,2026-09-16
8g3kwrvohq,movie,90849530,9084953,Prometheus,"Ridley Scott",Ridley,Scott,"Rental Library",0024543353324,024543353324,"20th Century Fox",2019-04-02,,"4k, sci-fi",,,124,,90849530,,,,,2026-09-16,2026-09-16
56dmkasv9x,movie,90783994,9078399,Sorcerer,,,,"Rental Library",0715515314619,715515314619,"The Criterion Collection",2025-06-24,,"4k, thriller",,,121,,90783994,,,,,2026-09-16,2026-09-16
m4xlf1a31h,movie,90718458,9071845,Parasite,"Joon Ho Bong",Joon,Bong,"Rental Library",0191329123386,191329123386,"Universal Pictures Home Entertainment",2020-01-28,,"blu-ray, thriller",,,132,,90718458,,,,,2026-09-16,2026-09-16
obayijg0an,movie,19113466,1911346,"A History of Violence",,,,"Rental Library",0065935841418,065935841418,,,,"action, blu-ray",,,,,19113466,,,,,2026-09-16,2026-09-16
prw1vfwno7,movie,18916858,1891685,"Blow Out","Brian de Palma",Brian,Palma,"Rental Library",0715515080019,715515080019,"Criterion Collection",2011-04-26,,"blu-ray, thriller",,,108,,18916858,,,,,2026-09-16,2026-09-16
lsv8bd87b9,movie,18261498,1826149,"Paris, Texas",,,,"Rental Library",0715515052313,715515052313,,,,"blu-ray, drama",,,,,18261498,,,,,2026-09-16,2026-09-16
j7s2069qlq,movie,18032122,1803212,"No Country for Old Men",,,,"Rental Library",0031398134848,031398134848,,,,"blu-ray, drama",,,,,18032122,,,,,2026-09-16,2026-09-16
e90c4ak5u2,movie,17442298,1744229,"Altered States",,,,"Rental Library",0715515321211,715515321211,"The Criterion Collection",2025-10-21,,"blu-ray, drama",,,103,,17442298,,,,,2026-09-16,2026-09-16
ftobn3ye5y,movie,17016314,1701631,"Eyes Wide Shut",,,,"Rental Library",0085391156871,085391156871,"WARNER HOME VIDEO",,,"blu-ray, drama",,,,,17016314,,,,,2026-09-16,2026-09-16
2ogar47tqt,movie,16852474,1685247,"Amores Perros","Alejandro Gonzalez Inarritu",Alejandro,Inarritu,"Rental Library",0715515253413,715515253413,"The Criterion Collection",2020-12-15,,"blu-ray, drama",,,,,16852474,,,,,2026-09-16,2026-09-16
bpywz78cho,movie,41829626,4182962,"Snakes on a Plane","David R. Ellis",David,Ellis,"Rental Library",0794043105487,794043105487,"Studio Distribution Services",2008-01-08,,"action, dvd",,,106,,41829626,,,,,2026-09-16,2026-09-16
ayqh5fvpsz,movie,41731322,4173132,"The Departed","Martin Scorsese",Martin,Scorsese,"Rental Library",0012569736740,012569736740,"Warner Home Video",2008-01-08,,"drama, dvd",,,151,,41731322,,,,,2026-09-16,2026-09-16
ftobnare5y,movie,41698554,4169855,"Eagle vs Shark","Taika Waititi",Taika,Waititi,"Rental Library",0786936741117,786936741117,Miramax,2008-01-08,,"comedy, dvd",,,88,,41698554,,,,,2026-09-16,2026-09-16
6um4qx18dt,movie,41600250,4160025,Inception,"Christopher Nolan",Christopher,Nolan,"Rental Library",0883929106127,883929106127,WarnerBrothers,2010-12-07,,"dvd, sci-fi",,,148,,41600250,,,,,2026-09-16,2026-09-16
w1e9u04isd,movie,41436410,4143641,"Baby Driver","Edgar Wright",Edgar,Wright,"Rental Library",0043396488281,43396488281,"Sony Pictures Home Entertainment",2017-10-10,,"action, dvd",,,113,,41436410,,,,,2026-09-16,2026-09-16
obayiwc0an,movie,41338106,4133810,"Star Trek","J.J. Abrams",J.J.,Abrams,"Rental Library",0097363485049,097363485049,Paramount,2009-11-17,,"dvd, sci-fi",,,127,,41338106,,,,,2026-09-16,2026-09-16
8g3kwqmohq,movie,41108730,4110873,Valkyrie,"Bryan Singer",Bryan,Singer,"Rental Library",0840418301999,840418301999,MGM,2025-01-28,,"action, dvd",,,120,,41108730,,,,,2026-09-16,2026-09-16
t0bpxrc93y,movie,41075962,4107596,"Crazy Stupid Love","Glenn Ficarra, John Requa",Glenn,Ficarra,"Rental Library",0883929192687,883929192687,"Warner Brothers",2011-11-01,,"dvd, romantic-comedy",,,,,41075962,,,,,2026-09-16,2026-09-16
het0mco19k,movie,41043194,4104319,"Across the Universe","Julie Taymor",Julie,Taymor,"Rental Library",0043396194625,043396194625,"Sony Pictures Home Entertainment",2008-02-05,,"dvd, musical",,,133,,41043194,,,,,2026-09-16,2026-09-16
7f2ocbuhd6,movie,40977658,4097765,"Brokedown Palace","Jonathan Kaplan",Jonathan,Kaplan,"Rental Library",13132437194,013132437194,"ANCHOR BAY",2012-04-10,,"dvd, thriller",,,100,,40977658,,,,,2026-09-16,2026-09-16
u34jh77gnz,movie,40879354,4087935,"Requiem for a Dream","Darren Aronofsky",Darren,Aronofsky,"Rental Library",0012236118152,012236118152,Artisan,2001-05-22,,"drama, dvd",,,102,,40879354,,,,,2026-09-16,2026-09-16
ayqh5e2psz,movie,40584442,4058444,"Dear Frankie","Shona Auerbach",Shona,Auerbach,"Rental Library",0786936270938,786936270938,LIONSGATE,2012-01-06,,"drama, dvd",,,105,,40584442,,,,,2026-09-16,2026-09-16
dmnx7lvu84,movie,94742010,9474201,"Harry Potter and the Half-Blood Prince","David Yates",David,Yates,"Rental Library",0085391200413,085391200413,WarnerBrothers,2012-10-02,,"blu-ray, fantasy",,,135,,94742010,,,,,2026-09-16,2026-09-16
qhftd0kwe4,movie,94709242,9470924,"Mystic River","Clint Eastwood",Clint,Eastwood,"Rental Library",0883929096237,883929096237,,,,"blu-ray, drama",,,,,94709242,,,,,2026-09-16,2026-09-16
6um4qj28dt,movie,94643706,9464370,"The Guilt Trip","Anne Fletcher",Anne,Fletcher,"Rental Library",0032429129383,032429129383,Paramount,2013-04-30,,"blu-ray, comedy",,,112,,94643706,,,,,2026-09-16,2026-09-16
4jlsttykbx,movie,94184954,9418495,"Lord of the RIngs Fellowship of the Ring",Various,Various,Various,"Rental Library",0794043167621,794043167621,"Studio Distribution Services",2013-05-07,,"blu-ray, fantasy",,,178,,94184954,,,,,2026-09-16,2026-09-16
qhftddywe4,movie,49303802,4930380,"The Dark Knight","Christopher Nolan",Christopher,Nolan,"Rental Library",0085391176572,085391176572,"Warner Home Video",2008-12-09,,"action, blu-ray",,,152,,49303802,,,,,2026-09-16,2026-09-16
obayil30an,movie,48779514,4877951,"San Andreas","Brad Peyton",Brad,Peyton,"Rental Library",0794043179129,794043179129,WarnerBrothers,2015-10-13,,"action, blu-ray",,,114,,48779514,,,,,2026-09-16,2026-09-16
prw1v2hno7,movie,30093818,3009381,Skyfall,Various,Various,Various,"Rental Library",0883904334217,883904334217,WarnerBrothers,2020-07-06,,"action, blu-ray",,,143,,30093818,,,,,2026-09-16,2026-09-16
nxiz2te41p,movie,29962746,2996274,"Spy Kids 3 Game Over","Rodriguez, Robert",Rodriguez,Rodriguez,"Rental Library",0031398134473,031398134473,Lionsgate,2011-08-02,,"blu-ray, kids-family",,,84,,29962746,,,,,2026-09-16,2026-09-16
7f2ocmbhd6,movie,29143546,2914354,"Love Actually","Richard Curtis",Richard,Curtis,"Rental Library",0191329142257,191329142257,"Universal Pictures Home Entertainment",2020-06-02,,"blu-ray, holiday",,,135,,29143546,,,,,2026-09-16,2026-09-16
u34jh11gnz,movie,29045242,2904524,Elf,"Jon Favreau",Jon,Favreau,"Rental Library",0794043123467,794043123467,"Studio Distribution Services",2008-10-28,,"blu-ray, holiday",,,95,,29045242,,,,,2026-09-16,2026-09-16
ayqh5v9psz,movie,29012474,2901247,"Transformers Dark of the Moon",,,,"Rental Library",0032429273178,032429273178,Paramount,2017-06-11,,"blu-ray, sci-fi",,,,,29012474,,,,,2026-09-16,2026-09-16
ftobn4qe5y,movie,28717562,2871756,Hitch,,,,"Rental Library",0043396150218,043396150218,,,,"blu-ray, comedy",,,,,28717562,,,,,2026-09-16,2026-09-16
2ogarxstqt,movie,28684794,2868479,"Nowhere Boy","Sam Taylor Wood",Sam,Wood,"Rental Library",0043396354029,043396354029,"Sony/The Weinstein Company",2011-01-25,,"blu-ray, drama",,,99,,28684794,,,,,2026-09-16,2026-09-16
ayqh526psz,movie,28652026,2865202,"X-Men First Class","Matthew Vaughn",Matthew,Vaughn,"Rental Library",0024543271840,024543271840,"20TH CENTURY FOX",2016-04-19,,"action, blu-ray",,,131,,28652026,,,,,2026-09-16,2026-09-16
v8u3yxl26q,movie,28619258,2861925,"Gnomeo & Juliet","Kelly Asbury",Kelly,Asbury,"Rental Library",0786936812657,786936812657,Touchstone,2011-05-24,,"blu-ray, kids-family",,,84,,28619258,,,,,2026-09-16,2026-09-16
het0mpg19k,movie,28553722,2855372,"Jack Reacher","Christopher McQuarrie",Christopher,McQuarrie,"Rental Library",0032429129161,032429129161,Paramount,2013-05-07,,"action, blu-ray",,,,,28553722,,,,,2026-09-16,2026-09-16
lsv8b3b7b9,movie,28520954,2852095,"The Vow",,,,"Rental Library",0043396400269,043396400269,,,,"blu-ray, romantic-comedy",,,,,28520954,,,,,2026-09-16,2026-09-16
iz56gm3lqm,movie,28422650,2842265,"Harry Potter and the Goblet of Fire",,,,"Rental Library",0883929558599,883929558599,,,,"blu-ray, fantasy",,,,,28422650,,,,,2026-09-16,2026-09-16
v8u3yj726q,movie,28389882,2838988,"The Avengers","Joss Whedon",Joss,Whedon,"Rental Library",0786936854879,786936854879,MARVEL,2017-09-17,,"action, blu-ray",,,143,,28389882,,,,,2026-09-16,2026-09-16
gakq1f6bt4,movie,65573626,6557362,"Barbie The Pearl Princess","Zeke Norton",Zeke,Norton,"Rental Library",0025192189272,025192189272,"Universal Pictures Home Entertainment",2014-03-11,,"blu-ray, kids-family",,,74,,65573626,,,,,2026-09-16,2026-09-16
w1e9ucjisd,movie,65540858,6554085,"The Tale of the Princess Kaguya","Jamie Simone, Isao Takahata",Jamie,Simone,"Rental Library",0826663223088,826663223088,"SHOUT! FACTORY",2022-04-19,,"blu-ray, kids-family",,,137,,65540858,,,,,2026-09-16,2026-09-16
u34jhffgnz,movie,65508090,6550809,"Furious 7","James Wan",James,Wan,"Rental Library",0025192398650,025192398650,"Universal Studios Home Entertainment",2017-02-07,,"action, blu-ray",,,278,,65508090,,,,,2026-09-16,2026-09-16
e90c4xi5u2,movie,65442554,6544255,"Year One","Harold Ramis",Harold,Ramis,"Rental Library",0043396292192,043396292192,"Sony Pictures Home Entertainment",2009-10-06,,"blu-ray, comedy",,,100,,65442554,,,,,2026-09-16,2026-09-16
gakq1e8bt4,movie,65344250,6534425,"The Fault in Our Stars","Josh Boone",Josh,Boone,"Rental Library",0024543968740,024543968740,"20th Century Fox Home Entertainment",2014-09-16,,"blu-ray, drama",,,126,,65344250,,,,,2026-09-16,2026-09-16
dmnx7s8u84,movie,65311482,6531148,Logan,"James Mangold",James,Mangold,"Rental Library",0024543284383,024543284383,"20th Century Fox",2017-05-23,,"action, blu-ray",,,137,,65311482,,,,,2026-09-16,2026-09-16
qhftdcqwe4,movie,65082106,6508210,"World War Z",,,,"Rental Library",0032429303127,032429303127,,,,"action, blu-ray",,,,,65082106,,,,,2026-09-16,2026-09-16
8g3kw1uohq,movie,64951034,6495103,"From Paris With Love","Pierre Morel",Pierre,Morel,"Rental Library",0031398121336,031398121336,Lionsgate,2010-06-08,,"action, blu-ray",,,95,,64951034,,,,,2026-09-16,2026-09-16
4jlst0wkbx,movie,64885498,6488549,"The A-Team","Joe Carnahan",Joe,Carnahan,"Rental Library",0024543273646,024543273646,"TWENTIETH CENTURY FOX",2016-05-03,,"action, blu-ray",,,,,64885498,,,,,2026-09-16,2026-09-16
2ogarivtqt,movie,64754426,6475442,"The Hunger Games","Gary Ross",Gary,Ross,"Rental Library",0031398155546,031398155546,"Lionsgate Home Entertainment",2012-08-18,,"action, blu-ray",,,142,,64754426,,,,,2026-09-16,2026-09-16
qhftd3iwe4,movie,64721658,6472165,"Happy Feet Two","George Miller",George,Miller,"Rental Library",0883929156467,883929156467,"Warner Bros. Pictures",2012-11-20,,"blu-ray, kids-family",,,,,64721658,,,,,2026-09-16,2026-09-16
6um4q1t8dt,movie,64688890,6468889,"Quantum of Solace",Various,Various,Various,"Rental Library",0883904334170,883904334170,"MGM (Video & DVD)",2015-09-15,,"action, blu-ray",,,214,,64688890,,,,,2026-09-16,2026-09-16
w1e9uplisd,movie,64656122,6465612,"Angels & Demons","Ron Howard",Ron,Howard,"Rental Library",0043396292178,043396292178,"Sony Pictures Home Entertainment",2009-11-24,,"blu-ray, thriller",,,284,,64656122,,,,,2026-09-16,2026-09-16
8g3kwsbohq,movie,64623354,6462335,Leatherheads,,,,"Rental Library",0025195042116,025195042116,"Universal Pictures Home Entertainment",2010-01-03,,"blu-ray, comedy",,,114,,64623354,,,,,2026-09-16,2026-09-16
t0bpxhy93y,movie,64557818,6455781,"The Dark Knight Rises",,,,"Rental Library",0883929212552,883929212552,,,,"action, blu-ray",,,,,64557818,,,,,2026-09-16,2026-09-16
