id,item_type,title,creators,first_name,last_name,collection,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,lexile,call_number,ddc,lcc,lccn,oclc,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
4jlsttykbx,movie,"Lord of the RIngs Fellowship of the Ring",Various,Various,Various,"Rental Library",0794043167621,794043167621,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","Studio Distribution Services",2013-05-07,,"blu-ray, fantasy",,,178,,94184954,,,,,2,,,Various,,,,,,,,,2026-09-16,1
qhftddywe4,movie,"The Dark Knight","Christopher Nolan",Christopher,Nolan,"Rental Library",0085391176572,085391176572,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","Warner Home Video",2008-12-09,,"action, blu-ray",,,152,,49303802,,,,,2,,,"Christian Bale, Heath Ledger, Maggie Gyllenhaal, Aaron Eckhart, Michael Caine",2.40:1,,,,,,,,2026-09-16,1
obayil30an,movie,"San Andreas","Brad Peyton",Brad,Peyton,"Rental Library",0794043179129,794043179129,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",WarnerBrothers,2015-10-13,,"action, blu-ray",,,114,,48779514,,,,,2,,,"Dwayne \The Rock\ Johnson, Carla Gugino, Alexandra Daddario, Ioan Gruffudd, Archie Panjabi",,,,,,,,,2026-09-16,1
prw1v2hno7,movie,Skyfall,Various,Various,Various,"Rental Library",0883904334217,883904334217,"When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.",WarnerBrothers,2020-07-06,,"action, blu-ray",,,143,,30093818,,,,,1,,,Various,,,,,,,,,2026-09-16,1
nxiz2te41p,movie,"Spy Kids 3 Game Over","Rodriguez, Robert",Rodriguez,Rodriguez,"Rental Library",0031398134473,031398134473,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.",Lionsgate,2011-08-02,,"blu-ray, kids-family",,,84,,29962746,,,,,1,,,"Vega, Alexa, Sabara, Daryl, Stallone, Sylvester, Banderas, Antonio, Hayek, Salma",1.85:1,,,,,,,,2026-09-16,1
7f2ocmbhd6,movie,"Love Actually","Richard Curtis",Richard,Curtis,"Rental Library",0191329142257,191329142257,"Eight very different couples deal with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London.","Universal Pictures Home Entertainment",2020-06-02,,"blu-ray, holiday",,,135,,29143546,,,,,1,,,"Hugh Grant, Liam Neeson, Colin Firth, Laura Linney, Emma Thompson",2.35:1,,,,,,,,2026-09-16,1
u34jh11gnz,movie,Elf,"Jon Favreau",Jon,Favreau,"Rental Library",0794043123467,794043123467,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic.","Studio Distribution Services",2008-10-28,,"blu-ray, holiday",,,95,,29045242,,,,,1,,,"Will Ferrell, James Caan, Zooey Deschanel, Mary Steenburgen, Edward Asner",1.85:1,,,,,,,,2026-09-16,1
ayqh5v9psz,movie,"Transformers Dark of the Moon",,,,"Rental Library",0032429273178,032429273178,"The Autobots continue to work for NEST, now no longer in secret. But after discovering a strange artifact during a mission in Chernobyl, it becomes apparent to Optimus Prime that the United States government has been less than forthright with them.",Paramount,2017-06-11,,"blu-ray, sci-fi",,,,,29012474,,,,,1,,,,,,,,,,,,2026-09-16,1
ftobn4qe5y,movie,Hitch,,,,"Rental Library",0043396150218,043396150218,"Dating coach Alex 'Hitch' Hitchens mentors a bumbling client, Albert, who hopes to win the heart of the glamorous Allegra Cole. While Albert makes progress, Hitch faces his own romantic setbacks when proven techniques fail to work on Sara Melas, a tabloid reporter digging for dirt on Allegra Cole's love life. When Sara discovers Hitch's connection to Albert – now Allegra's boyfriend – it threatens to destroy both relationships.",,,,"blu-ray, comedy",,,,,28717562,,,,,,,,,,,,,,,,,2026-09-16,1
2ogarxstqt,movie,"Nowhere Boy","Sam Taylor Wood",Sam,Wood,"Rental Library",0043396354029,043396354029,"A rebellious teenager, future Beatle John Lennon lives with his Aunt Mimi in working-class mid-1950s Liverpool, England. Mimi's husband suddenly dies, and John spies his mother Julia at the funeral. Despite Mimi's misgivings, John intends to have a real relationship with his mother. Julia introduces him to popular music and the banjo and, though a family conflict looms, young John is inspired to form his own band.","Sony/The Weinstein Company",2011-01-25,,"blu-ray, drama",,,99,,28684794,,,,,1,,,"Aaron Johnson, Kristin Scott Thomas",2.35:1,,,,,,,,2026-09-16,1
ayqh526psz,movie,"X-Men First Class","Matthew Vaughn",Matthew,Vaughn,"Rental Library",0024543271840,024543271840,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.","20TH CENTURY FOX",2016-04-19,,"action, blu-ray",,,131,,28652026,,,,,1,,,"James McAvoy, Michael Fassbender, Kevin Bacon, Rose Byrne, Jennifer Lawrence",2.35:1,,,,,,,,2026-09-16,1
v8u3yxl26q,movie,"Gnomeo & Juliet","Kelly Asbury",Kelly,Asbury,"Rental Library",0786936812657,786936812657,"A version of Shakespeare's play, set in the world of warring indoor and outdoor gnomes. Garden gnomes Gnomeo and Juliet have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. But with plastic pink flamingos and lawnmower races in the mix, can this young couple find lasting happiness?",Touchstone,2011-05-24,,"blu-ray, kids-family",,,84,,28619258,,,,,2,,,"James McAvoy, Emily Blunt",1.85:1,,,,,,,,2026-09-16,1
het0mpg19k,movie,"Jack Reacher","Christopher McQuarrie",Christopher,McQuarrie,"Rental Library",0032429129161,032429129161,"One morning in an ordinary town, five people are shot dead in a seemingly random attack. All evidence points to a single suspect: an ex-military sniper who is quickly brought into custody. The interrogation yields one written note: 'Get Jack Reacher!'. Reacher, an enigmatic ex-Army investigator, believes the authorities have the right man but agrees to help the sniper's defense attorney. However, the more Reacher delves into the case, the less clear-cut it appears. So begins an extraordinary chase for the truth, pitting Jack Reacher against an unexpected enemy, with a skill for violence and a secret to keep.",Paramount,2013-05-07,,"action, blu-ray",,,,,28553722,,,,,2,,,"Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo, Werner Herzog",,,,,,,,,2026-09-16,1
lsv8b3b7b9,movie,"The Vow",,,,"Rental Library",0043396400269,043396400269,"Happy young married couple Paige and Leo are, well, happy. Then a car accident puts Paige into a life-threatening coma. Upon awakening she has lost the previous five years of memories, including those of her beloved Leo, her wedding, a confusing relationship with her parents, or the ending of her relationship with her ex-fiance. Despite these complications, Leo endeavors to win her heart again and rebuild their marriage.",,,,"blu-ray, romantic-comedy",,,,,28520954,,,,,,,,,,,,,,,,,2026-09-16,1
iz56gm3lqm,movie,"Harry Potter and the Goblet of Fire",,,,"Rental Library",0883929558599,883929558599,"When his name emerges from the Goblet of Fire, Harry Potter becomes a competitor in a grueling battle for glory among three wizarding schools. Signs of Voldemort's return emerge as Harry's friends help him prepare for the Triwizard Tournament.",,,,"blu-ray, fantasy",,,,,28422650,,,,,,,,,,,,,,,,,2026-09-16,1
v8u3yj726q,movie,"The Avengers","Joss Whedon",Joss,Whedon,"Rental Library",0786936854879,786936854879,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",MARVEL,2017-09-17,,"action, blu-ray",,,143,,28389882,,,,,1,,,"Robert Downey, Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson",,,,,,,,,2026-09-16,1
gakq1f6bt4,movie,"Barbie The Pearl Princess","Zeke Norton",Zeke,Norton,"Rental Library",0025192189272,025192189272,"Barbie plays Lumina, a mermaid girl with the power to change the color of pearls. Cheerful and creative, Lumina finds herself working in a mermaid salon customizing fabulous hairstyles. And when Lumina has the chance to attend the royal ball, her friends adorn her with a gown fit for a princess. At the ball, villains try to seize power over the kingdom, and Lumina finds within herself an unexpected power that proves she is much more than a hair stylist.","Universal Pictures Home Entertainment",2014-03-11,,"blu-ray, kids-family",,,74,,65573626,,,,,2,,,"Kelly Sheridan, Katie Crown, Mark Oliver, Rebecca Shoicet, Patricia Pattenden",1.78:1,,,,,,,,2026-09-16,1
w1e9ucjisd,movie,"The Tale of the Princess Kaguya","Jamie Simone, Isao Takahata",Jamie,Simone,"Rental Library",0826663223088,826663223088,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthrals all who encounter her. But, ultimately, she must confront her fate.","SHOUT! FACTORY",2022-04-19,,"blu-ray, kids-family",,,137,,65540858,,,,,3,,,"Chloe Grace Moretz, James Caan, Mary Steenburgen, Darren Criss, Lucy Liu",,,,,,,,,2026-09-16,1
u34jhffgnz,movie,"Furious 7","James Wan",James,Wan,"Rental Library",0025192398650,025192398650,"Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.","Universal Studios Home Entertainment",2017-02-07,,"action, blu-ray",,,278,,65508090,,,,,1,,,"Vin Diesel, Paul Walker, Dwayne 'The Rock' Johnson, Michelle Rodriguez, Tyrese Gibson",2.40:1,,,,,,,,2026-09-16,1
e90c4xi5u2,movie,"Year One","Harold Ramis",Harold,Ramis,"Rental Library",0043396292192,043396292192,"When a couple of lazy hunter-gatherers are banished from their primitive village, they set off on an epic journey through the ancient world.","Sony Pictures Home Entertainment",2009-10-06,,"blu-ray, comedy",,,100,,65442554,,,,,1,,,"Jack Black, Michael Cera, Oliver Platt, David Cross, Hank Azaria",1.85:1,,,,,,,,2026-09-16,1
gakq1e8bt4,movie,"The Fault in Our Stars","Josh Boone",Josh,Boone,"Rental Library",0024543968740,024543968740,"Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.","20th Century Fox Home Entertainment",2014-09-16,,"blu-ray, drama",,,126,,65344250,,,,,2,,,"Shailene Woodley, Ansel Elgort, Laura Dern, Sam Trammell, Nat Wolff",,,,,,,,,2026-09-16,1
dmnx7s8u84,movie,Logan,"James Mangold",James,Mangold,"Rental Library",0024543284383,024543284383,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.","20th Century Fox",2017-05-23,,"action, blu-ray",,,137,,65311482,,,,,3,,,"Hugh Jackman, Patrick Stewart",,,,,,,,,2026-09-16,1
qhftdcqwe4,movie,"World War Z",,,,"Rental Library",0032429303127,032429303127,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",,,,"action, blu-ray",,,,,65082106,,,,,,,,,,,,,,,,,2026-09-16,1
8g3kw1uohq,movie,"From Paris With Love","Pierre Morel",Pierre,Morel,"Rental Library",0031398121336,031398121336,"James Reese has a good job as an ambassador's aid in France, but his real passion is a side gig—working in a minor role in the CIA. He would love to be a full-fledged agent and can't believe his luck when he lands an assignment with Charlie Wax. Trigger-happy Charlie soon has James crying for his desk job, but when he learns that the same guys they're trying to catch are after him, James realises that Charlie may be his only hope of survival.",Lionsgate,2010-06-08,,"action, blu-ray",,,95,,64951034,,,,,1,,,"John Travolta, Jonathan Rhys Meyers",,,,,,,,,2026-09-16,1
4jlst0wkbx,movie,"The A-Team","Joe Carnahan",Joe,Carnahan,"Rental Library",0024543273646,024543273646,"A man who loves when a plan comes together, Col. Hannibal Smith leads a close-knit team of elite operatives and Iraq War veterans. Framed for a crime they didn't commit, Smith and his men, Capt. H.M. ‘Howling Mad’ Murdock , Sgt. Bosco ‘B.A.’ Baracus, and Lt. Templeton ‘Faceman’ Peck, break out and go rogue, using their special talents to clear their names and find the perpetrator. Hot on their trail is Capt. Charissa Sosa, who was once involved with a member of Smith's team and has sworn to capture them, no matter what it takes.","TWENTIETH CENTURY FOX",2016-05-03,,"action, blu-ray",,,,,64885498,,,,,1,,,"Liam Neeson, Bradley Cooper, Jessica Biel, Quinton \Rampage\ Jackson, Sharlto Copley",,,,,,,,,2026-09-16,1
2ogarivtqt,movie,"The Hunger Games","Gary Ross",Gary,Ross,"Rental Library",0031398155546,031398155546,"In a dystopian society where the Capitol forces each district to send two young tributes to fight to the death in a televised spectacle, a girl volunteers to take her sister’s place, setting the stage for a struggle of survival and defiance.","Lionsgate Home Entertainment",2012-08-18,,"action, blu-ray",,,142,,64754426,,,,,2,,,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks",2.40:1,,,,,,,,2026-09-16,1
qhftd3iwe4,movie,"Happy Feet Two","George Miller",George,Miller,"Rental Library",0883929156467,883929156467,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters the Mighty Sven — a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to bring together the penguin nations and their allies to set things right.","Warner Bros. Pictures",2012-11-20,,"blu-ray, kids-family",,,,,64721658,,,,,2,,,"Elijah Wood, Pink",,,,,,,,,2026-09-16,1
6um4q1t8dt,movie,"Quantum of Solace",Various,Various,Various,"Rental Library",0883904334170,883904334170,"Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.","MGM (Video & DVD)",2015-09-15,,"action, blu-ray",,,214,,64688890,,,,,1,,,"Mathieu Amalric, Daniel Craig",,,,,,,,,2026-09-16,1
w1e9uplisd,movie,"Angels & Demons","Ron Howard",Ron,Howard,"Rental Library",0043396292178,043396292178,"Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati – a secret, underground organization – after four cardinals are kidnapped on the night of the papal conclave.","Sony Pictures Home Entertainment",2009-11-24,,"blu-ray, thriller",,,284,,64656122,,,,,2,,,"Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård, Pierfrancesco Favino",2.40:1,,,,,,,,2026-09-16,1
8g3kwsbohq,movie,Leatherheads,,,,"Rental Library",0025195042116,025195042116,"A light hearted comedy about the beginnings of Professional American Football. When a decorated war hero and college all star is tempted into playing professional football. Everyone see the chance to make some big money, but when a reporter digs up some dirt on the war hero... everyone could lose out.","Universal Pictures Home Entertainment",2010-01-03,,"blu-ray, comedy",,,114,,64623354,,,,,1,,,"George Clooney, Renée Zellweger, John Krasinski, Tommy Hinkley, Jonathan Pryce",1.85:1,,,,,,,,2026-09-16,1
t0bpxhy93y,movie,"The Dark Knight Rises",,,,"Rental Library",0883929212552,883929212552,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",,,,"action, blu-ray",,,,,64557818,,,,,,,,,,,,,,,,,2026-09-16,1
qhftdp7we4,movie,"Despicable Me 2","Chris Renaud, Pierre Coffin",Chris,Renaud,"Rental Library",0025192123634,025192123634,"Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.",Universal,2013-12-10,,"blu-ray, kids-family",,,98,,64492282,,,,,2,,,"Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove, Ken Jeong",1.85:1,,,,,,,,2026-09-16,1
6um4qsg8dt,movie,"Fast & Furious 6","Justin Lin",Justin,Lin,"Rental Library",0025192170911,025192170911,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries; Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.","Universal Studios Home Entertainment",2013-12-10,,"action, blu-ray",,,131,,64459514,,,,,2,,,"Vin Diesel, Paul Walker, Dwayne 'The Rock' Johnson, Michelle Rodriguez, Jordana Brewster",2.35:1,,,,,,,,2026-09-16,1
bpyws0kcho,movie,"Punch Drunk Love",,,,"Rental Library",0043396323582,043396323582,"A socially awkward and volatile small business owner meets the love of his life after being threatened by a gang of scammers.",,,,"blu-ray, drama",,null,,,17245690,,,,,,,,,,,,,,,,,2026-09-16,1
8g3ki2aohq,movie,Anora,,,,"Rental Library",5060952898570,,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.",,,,"4k, drama",,null,,,16623098,,,,,,,,,,,,,,,,,2026-09-16,1
kq7f6a6ysl,movie,"National Treasure",,,,"Rental Library",0786936242928,786936242928,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",,,,"action, dvd",,null,,,41796858,,,,,,,,,,,,,,,,,2026-09-16,1
9dcnq5h6rp,movie,"Saving Private Ryan",,,,"Rental Library",0032429109460,032429109460,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",,,,"action, dvd",,null,,,41403642,,,,,,,,,,,,,,,,,2026-09-16,1
lsv8cjk7b9,movie,"Ricki and the Flash",,,,"Rental Library",0433964569076,433964569076,"Meryl Streep stars as Ricki Rendazzo, a guitar heroine who made a world of mistakes as she followed her dreams of rock-and-roll stardom. Returning home, Ricki gets a shot at redemption and a chance to make things right as she faces the music with her family.",,,,"blu-ray, comedy",,null,,,49008890,,,,,,,,,,,,,,,,,2026-09-16,1
w1e9gxsisd,movie,"The Mummy Tomb of the Dragon Emperor",,,,"Rental Library",0025192054952,025192054952,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",,,,"action, blu-ray",,null,,,28586490,,,,,,,,,,,,,,,,,2026-09-16,1
cnrifusmmk,movie,"The Hurt Locker",,,,"Rental Library",0025192048562,025192048562,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",,,,"action, blu-ray",,null,,,64787194,,,,,,,,,,,,,,,,,2026-09-16,1
7f2omwxhd6,movie,"Django Unchained",,,,"Rental Library",0013132597270,013132597270,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",,,,"action, blu-ray",,null,,,64590586,,,,,,,,,,,,,,,,,2026-09-16,1
ayqhvc3psz,movie,"The Croods",,,,"Rental Library",0024543861430,024543861430,"The prehistoric Croods family live in a particularly dangerous moment in time. Patriarch Grug, his mate Ugga, teenage daughter Eep, son Thunk, and feisty Gran gather food by day and huddle together in a cave at night. When a more evolved caveman named Guy arrives on the scene, Grug is distrustful, but it soon becomes apparent that Guy is correct about the impending destruction of their world.",,,,"blu-ray, kids-family",,null,,,64426746,,,,,,,,,,,,,,,,,2026-09-16,1
8g3k7bjohq,movie,"John Q.","Nick Cassavetes",Nick,Cassavetes,"Rental Library",0794043546822,794043546822,"John Quincy Archibald is a father and husband whose son is diagnosed with an enlarged heart and then finds out he cannot receive a transplant because HMO insurance will not cover it. Therefore, he decides to take a hospital full of patients hostage until the hospital puts his son's name on the donor's list.","New Line Home Video",2002-07-16,,"dvd, thriller",,,112,,45484538,,,,,1,,,"Denzel Washington, Robert Duvall, James Woods, Anne Heche, Eddie Griffin",1.85:1,,,,,,,,2026-09-16,1
xlzvu78jps,movie,"Vanishing on 7th Street",,,,"Rental Library",0876964003872,876964003872,"A mysterious global blackout yields countless populations to simply vanish, leaving only their clothes and possessions behind. A small handful of survivors band together in a dimly-lit tavern on 7th Street, struggling to combat the apocalyptic horror. Realizing they may in fact be the last people on earth, a dark shadow hones in on them alone.",,,,"dvd, thriller",,,,,44796410,,,,,,,,,,,,,,,,,2026-09-16,1
m4xlvk231h,movie,Snowmageddon,"Sheldon Wilson",Sheldon,Wilson,"Rental Library",0013132563497,013132563497,"An Alaskan town is in danger of destruction by a mystical snow globe that appears on a family's doorstep, wrapped like a Christmas gift, and causes deadly ""natural"" disasters in their own town, while simultaneously occurring in the snow globe.",Lionsgate,2012-11-13,,"dvd, thriller",,,90,,40765946,,,,,1,,,"Laura Harris, Michael Hogan, Magda Apanowicz",1.78:1,,,,,,,,2026-09-16,1
obayhcs0an,movie,Battledogs,,,,"Rental Library",18713606075,018713606075,"When a strange werewolf virus threatens to decimate first New York and then the world, a rogue general uses the disease to create an army of super-soldiers.","The Asylum",2013-06-25,,"dvd, horror",,,90,,04642810,,,,,1,,,,,,,,,,,,2026-09-16,1
8g3k7bfohq,movie,"Dark Ride","Craig Singer",Craig,Singer,"Rental Library",0031398183877,031398183877,"Ten years after he brutally murdered two girls, a killer escapes from a mental institution and returns to his turf, the theme park attraction called Dark Ride. About to crash his path are a group of college kids on a road trip who stumble across the park.",Lionsgate,2007-03-27,,"dvd, horror",,,94,,03987450,,,,,1,,,"Jamie-Lynn Sigler, Patrick Renna, David Rogers",1.78:1,,,,,,,,2026-09-16,1
v8u3j0u26q,movie,"Last Vegas","Jon Turteltaub",Jon,Turteltaub,"Rental Library",0810103688155,810103688155,"Aging pals Billy, Paddy, Archie, and Sam have been best friends since childhood. When Billy finally proposes to his much-younger girlfriend, all four friends go to Las Vegas to celebrate the end of Billy's longtime bachelorhood and relive their glory days. However, the four quickly realize that the intervening decades have changed Sin City and tested their friendship in ways they had not imagined.",Paramount,2023-04-18,,"comedy, dvd",,,105,,03299322,,,,,1,,,"Michael Douglas, Morgan Freeman, Robert De Niro",,,,,,,,,2026-09-16,1
dmnxzaru84,movie,"Bruce Almighty",,,,"Rental Library",25192044847,025192044847,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, NY, but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God — and the Almighty responds, endowing Bruce with all of His divine powers.","Universal Studios",,,"comedy, dvd",,,,,02578426,,,,,1,,,,1.85:1,,,,,,,,2026-09-16,1
qhftbz6we4,movie,"Instant Family",,,,"Rental Library",0032429315595,032429315595,"When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl, they find themselves speeding from zero to three kids overnight.",PARAMOUNT,2021-01-05,,"comedy, dvd",,,117,,00448506,,,,,1,,,"Mark Wahlberg",,,,,,,,,2026-09-16,1
xlzvuhojps,movie,"The Fugitive Kind","Sidney Lumet",Sidney,Lumet,"Rental Library",0715515057219,715515057219,"Val Xavier, a drifter of obscure origins, arrives at a small town and gets a job in a store run by Lady Torrence. Her husband, Jabe M. Torrance, is dying of cancer. Val is pursued by Carol Cutere, the enigmatic local tramp-of-good-family.","Criterion Collection",2010-04-27,,"drama, dvd",,,121,,00382970,,,,,2,,,"Marlon Brando, Joanne Woodward, Anna Magnani, Maureen Stapleton, Victor Jory",,,,,,,,,2026-09-16,1
4jls8w6kbx,movie,"The Graduate","Mike Nichols",Mike,Nichols,"Rental Library",0027616921925,27616921925,"A disillusioned college graduate finds himself torn between his older lover and her daughter.","Mgm (Video & DVD)",2014-01-21,,"drama, dvd",,,106,,99629306,,,,,1,,,"Dustin Hoffman, Anne Bancroft, Katharine Ross, William Daniels, Murray Hamilton",2.35:1,,,,,,,,2026-09-16,1
0cpr13zdcu,movie,"Hero Dog: The Journey Home",,,,"Rental Library",0031398325482,031398325482,"Chinook the Alaskan Malamute must lead a shipwrecked blind man out of the wilderness, while the man's children launch a rescue mission of their own.","Lionsgate Home Entertainment",2021-03-23,,"dvd, kids-family",,,90,,97335546,,,,,1,,,"Natasha Henstridge, John Tench",,,,,,,,,2026-09-16,1
obayhmf0an,movie,"Guess Who","Kevin Rodney Sullivan",Kevin,Sullivan,"Rental Library",0043396101135,043396101135,"When a young African-American woman brings her fiancé home to meet her parents, she's neglected to mention one tiny detail – he's white.","Sony Pictures Home Entertainment",2005-08-02,,"dvd, romantic-comedy",,,105,,95926522,,,,,1,,,"Bernie Mac, Ashton Kutcher, Zoe Saldana, Judith Scott",1.85:1,,,,,,,,2026-09-16,1
e90cro05u2,movie,"Christmas with the Kranks","Joe Roth",Joe,Roth,"Rental Library",0043396048614,043396048614,"When their only daughter Blair leaves the family nest, Luther and Nora Krank decide to book an island cruise to beat the yuletide blues and just skip the holidays. But their decision to boycott tradition has the whole neighborhood in an uproar, and when Blair calls on Christmas Eve to announce a surprise visit with her new fiancée, the Kranks have just twelve hours to perform a miracle and pull themselves and their neighbors together to throw the best celebration ever!","Sony Pictures Home Entertainment",2005-11-08,,"dvd, holiday",,,99,,95893754,,,,,1,,,"Tim Allen, Jamie Lee Curtis, Dan Aykroyd, M. Emmet Walsh, Elizabeth Franz",1.33:1,,,,,,,,2026-09-16,1
w1e9cf8isd,movie,"Wish for Christmas","John K.D. Graham",John,Graham,"Rental Library",0025192386701,025192386701,"When a high school senior finds out from her parents that she must miss the town's winter dance in order to attend church, she successfully wishes their faith away, bringing disastrous consequences to her family and community. To restore their faith, she is led through a series of Christmas adventures that change her heart and those around her.","Universal Pictures Home Entertainment",2016-11-01,,"dvd, holiday",,,97,,94451962,,,,,1,,,"Joey Lawrence, Leigh-Allyn Baker, Anna Fricks, Bill Engvall",2.35:1,,,,,,,,2026-09-16,1
xlzvu10jps,movie,Elf,"Jon Favreau",Jon,Favreau,"Rental Library",0794043716829,794043716829,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic.",WarnerBrothers,2006-10-24,,"dvd, holiday",,,95,,93796602,,,,,1,,,"Leon Redbone, Will Ferrell, James Caan, Ray Harryhausen, Zooey Deschanel",1.85:1,,,,,,,,2026-09-16,1
4jls8i8kbx,movie,U-571,"Jonathan Mostow",Jonathan,Mostow,"Rental Library",0025192078521,025192078521,"In the midst of World War II, the battle under the sea rages and the Nazis have the upper hand as the Allies are unable to crack their war codes. However, after a wrecked U-boat sends out an SOS signal, the Allies realise this is their chance to seize the 'enigma coding machine'.","Universal Pictures Home Entertainment",2010-10-05,,"action, dvd",,,117,,46791418,,,,,1,,,"Bill Paxton, Matthew McConaughey, Harvey Keitel, Tom Guiry, Thomas Kretschmann",2.35:1,,,,,,,,2026-09-16,1
