Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Country (product.metafields.custom.country),Decade (product.metafields.custom.decade),Director (product.metafields.custom.director),Format (product.metafields.custom.format),Genres (product.metafields.custom.genres),Media condition (product.metafields.custom.media_condition),Runtime (min) (product.metafields.custom.runtime),Staff pick note (product.metafields.custom.staff_pick_note),Year (product.metafields.custom.year),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target audience (product.metafields.shopify.target-audience),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Supercycle Methods (product.metafields.supercycle.methods),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,_reason
tin-cup-the-lengend-of-bagger-vance-dvd-rental-drama,Tin Cup / The Lengend of Bagger Vance,"<p>A double feature pairing two golf dramas: Tin Cup (1996) starring Kevin Costner, and The Legend of Bagger Vance (2000) starring Will Smith and Matt Damon.</p>",DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,31762426,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/A1EC-eJ2LZL._SL1500.jpg?v=1788380692,1,Tin Cup / The Lengend of Bagger Vance poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
heidi-the-borrowers-dvd-rental-kids-family,Heidi / The  Borrowers,<p>A double feature pairing two family classics: Heidi and The Borrowers.</p>,DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,30681082,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/51hLR6DTyzL.jpg?v=1788380680,1,Heidi / The  Borrowers poster,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
get-hard-central-intelligence-dvd-rental-comedy,Get Hard / Central Intelligence,"<p>A double feature pairing two comedies: Get Hard (2015) starring Will Ferrell and Kevin Hart, and Central Intelligence (2016) starring Dwayne Johnson and Kevin Hart.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,43033082,,,,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
hostel-hostel-part-ii-that-tattooist-the-hunt-for-the-btk-killer-dvd-rental-horror,Hostel / Hostel Part II / That Tattooist / The Hunt for the BTK Killer,"<p>A 4-movie horror set: Hostel, Hostel: Part II, The Tattooist, and The Hunt for the BTK Killer.</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,42541562,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/51TxlUZJF6L.jpg?v=1788380667,1,Hostel / Hostel Part II / That Tattooist / The Hunt for the BTK Killer poster,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
american-horror-stories-12-movie-collection-dvd-rental-horror,American Horror Stories 12 Movie Collection,"<p>American Horror Stories, a 12-movie horror collection.</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,42115578,,,,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
the-contractor-the-fan-dvd-rental-thriller,The Contractor / The Fan,"<p>A double feature pairing two thrillers: The Contractor (2007) starring Wesley Snipes, and The Fan (1996) starring Robert De Niro and Wesley Snipes.</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,65414650,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/81RSP-SW7EL._SL1500.jpg?v=1788380657,1,The Contractor / The Fan poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
3-movie-collection-think-like-a-man-think-like-a-man-too-about-last-night-dvd-rental-romantic-comedy,"3 Movie Collection: Think Like a Man, Think Like a Man Too, About Last Night","<p>A 3-movie collection: About Last Night (2014), Think Like a Man (2012), and Think Like a Man Too (2014).</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,65283578,,,,false,,,,,,,,,,,,,romantic-comedy,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
an-all-dogs-christmas-christmas-carol-dvd-rental-holiday,An All Dogs Christmas / Christmas Carol,"<p>Charlie, Itchy and Sasha itch and scratch their way through everything and anything in an effort to save Christmas from the wicked hellhound Belladonna, who wants to use dogs from all over the world to ruin Christmas.</p>",DVD,Media > Videos,,"DVD, Formatted, Holiday, Rental",true,Genre,Holiday,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,64464378,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/7J8qq1O1kAjVdpDJnxuzNC5tH3H_835ff194-24e7-43e5-9274-bdf47004df57.jpg?v=1788444183,1,An All Dogs Christmas / Christmas Carol poster,false,,,,,,,,,,,,,holiday,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
sam-elliott-i-will-fight-no-more-forever-dog-watch-dvd-rental-drama,Sam Elliott: I WIll Fight No More / Forever Dog Watch,"<p>A double feature pairing I Will Fight No More Forever (1975), a TV western drama about Chief Joseph's resistance dramatized with James Whitmore, and Dogwatch, featuring Sam Elliott.</p>",DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,31072250,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/s-l400_f2223151-ca46-4049-a298-f9fd21643291.jpg?v=1788380617,1,Sam Elliott: I WIll Fight No More / Forever Dog Watch poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
night-of-the-living-dead-the-terror-dvd-rental-horror,Night of the Living Dead / The Terror,"<p>A double feature pairing two horror classics: Night of the Living Dead (1968), George A. Romero's zombie film, and The Terror (1963), a Roger Corman gothic horror starring Boris Karloff and Jack Nicholson.</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,31006714,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Night_of_the_Living_Dead__281968_29_poster.jpg?v=1788380616,1,Night of the Living Dead / The Terror poster,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
mark-wahlberg-rockstar-perfect-storm-three-kings-corrupter-dvd-rental-action,"Mark Wahlberg: Rockstar, Perfect Storm, Three Kings, Corrupter","<p>4 Film Favorites: Mark Wahlberg -- The Perfect Storm, Three Kings, Rock Star, and The Corruptor.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,29990906,,,,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,comma-heavy title (possible cast dump or multi-title)
missing-in-action-triple-feature-dvd-rental-action,Missing in Action Triple Feature,"<p>Chuck Norris Triple Feature: Missing in Action, Missing in Action 2: The Beginning, and Braddock: Missing in Action III.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,29794298,,,,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
fahrenheit-9-11-dvd-rental-dcoumentary,Fahrenheit 9/11,<p>Michael Moore's view on how the Bush administration allegedly used the tragic events on 9/11 to push forward its agenda for unjust wars in Afghanistan and Iraq.</p>,DVD,Media > Videos,,"Documentary, DVD, Formatted, Rental",true,Genre,Documentary,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,26648570,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/cZ7M343iuiMDc36fSeSm699XQFv.jpg?v=1788380605,1,Fahrenheit 9/11 (2004) poster,false,,,,,,,,,,,,,documentary,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
double-feature-the-land-before-time-6-7-dvd-rental-kids-family,Double Feature: The Land Before Time 6&7,<p>A double feature pairing The Land Before Time VI: The Secret of Saurus Rock and The Land Before Time VII: The Stone of Cold Fire.</p>,DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,85748218,,,,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
snow-snow-2-brain-freeze-dvd-rental-holiday,Snow / Snow 2 Brain Freeze,"<p>When Nick gets amnesia, it's up to Sandy and Buddy the reindeer to save him and Christmas.</p>",DVD,Media > Videos,,"DVD, Formatted, Holiday, Rental",true,Genre,Holiday,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,28990970,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Rnn2bXZZmUOyD80alueT0KoBWs_ad5d9414-2144-4894-aa6a-d5052330058d.jpg?v=1788444228,1,Snow / Snow 2 Brain Freeze poster,false,,,,,,,,,,,,,holiday,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
double-feature-moonligt-sword-and-jade-lion-the-boody-fists-dvd-rental-action,"Double Feature: Moonligt Sword and Jade Lion, The Boody Fists","<p>A martial arts double feature: Moonlight Sword / Jade Lion, paired with The Bloody Fists.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,08275706,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/51L51hSNgHL.jpg?v=1788380422,1,"Double Feature: Moonligt Sword and Jade Lion, The Boody Fists poster",false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
family-adventure-white-fang-the-adventures-of-black-stallion-forbidden-territory-lassie-dvd-rental-kids-family,Family Adventure: White Fang / The Adventures of Black Stallion / Forbidden Territory / Lassie,"<p>Family Adventure Collector's Set combining four classic family films: White Fang, The Adventures of Black Stallion, Forbidden Territory, and Lassie.</p>",DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,03763706,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/51xFlxWHytL.jpg?v=1788380377,1,Family Adventure: White Fang / The Adventures of Black Stallion / Forbidden Territory / Lassie poster,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
double-feature-despicable-me-despicable-me-2-dvd-rental-kids-family,Double Feature: Despicable Me / Despicable Me 2,"<p>A double feature pairing Despicable Me (2010) and Despicable Me 2, the animated comedies about supervillain-turned-dad Gru and his Minions.</p>",DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,03075578,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Despicable_Me__282010_animated_feature_film_29.jpg?v=1788380376,1,Double Feature: Despicable Me / Despicable Me 2 poster,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
double-feature-hook-the-indian-in-the-cupboard-dvd-rental-kids-family,Double Feature: Hook / The Indian in the Cupboard,"<p>A double feature pairing Hook (1991), Steven Spielberg's fantasy starring Robin Williams as a grown-up Peter Pan, with The Indian in the Cupboard.</p>",DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,01732090,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Hook_poster_transparent.png?v=1788380379,1,Double Feature: Hook / The Indian in the Cupboard poster,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
double-feature-the-last-castle-the-peacemaker-dvd-rental-thriller,"Double Feature: The Last Castle, The Peacemaker","<p>A double feature pairing The Last Castle (2001) starring Robert Redford, with The Peacemaker (1997) starring George Clooney and Nicole Kidman.</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,42732026,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/81PwWdFF2bL._SL1500.jpg?v=1788380315,1,"Double Feature: The Last Castle, The Peacemaker poster",false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
the-shadow-collection-8-movies-dvd-rental-horror,The Shadow Collection: 8 Movies,"<p>The Shadows Collection: 8 Films, a horror movie multi-pack.</p>",DVD,Media > Videos,,"DVD, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,06929402,,,,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
double-feature-missing-in-action-2-missing-in-action-iii-dvd-rental-action,"Double Feature: Missing in Action 2, Missing in Action III","<p>A double feature pairing Missing in Action 2: The Beginning and Braddock: Missing in Action III, starring Chuck Norris.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,42052858,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/Missing_in_action_2.jpg?v=1788380218,1,"Double Feature: Missing in Action 2, Missing in Action III poster",false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
double-feature-romeo-must-die-cradle-2-the-grave-dvd-rental-action,"Double Feature: Romeo Must Die, Cradle 2 the Grave","<p>A double feature pairing Romeo Must Die (2000) and Cradle 2 the Grave (2003), both starring Jet Li and DMX.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,41921786,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/916fSrHoDlL._SL1500.jpg?v=1788380217,1,"Double Feature: Romeo Must Die, Cradle 2 the Grave poster",false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
double-feature-stand-and-deliver-lean-on-me-dvd-rental-drama,"Double Feature: Stand and Deliver, Lean on Me","<p>A double feature pairing Stand and Deliver (1988) and Lean on Me (1989), both inspirational dramas about dedicated teachers.</p>",DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,79498746,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/81PRDv27a4L._SL1500.jpg?v=1788380200,1,"Double Feature: Stand and Deliver, Lean on Me poster",false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
double-feature-state-property-state-pen-dvd-rental-drama,"Double Feature: State Property, State Property 2","<p>A double feature pairing State Property (2002) and State Property 2 (2005), crime dramas produced by Damon Dash and featuring Beanie Sigel.</p>",DVD,Media > Videos,,"Drama, DVD, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,79367674,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/State_Property_2_movie_poster.jpg?v=1788380199,1,"Double Feature: State Property, State Property 2 poster",false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
4-films-in-1-paris-je-taime-the-truth-about-love-my-date-with-drew-jack-jill-vs-the-world-dvd-rental-romantic-comedy,"4 Films in 1: Paris, Je T'aime / The Truth About Love / My Date with Drew / Jack & Jill VS The World","<p>Four Movies in One: Romantic Comedy -- Paris, Je T'aime / The Truth About Love / My Date with Drew / Jack and Jill vs. The World.</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Romantic Comedy",true,Genre,Romantic Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,62852602,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/51ibQWVgCSL.jpg?v=1788380197,1,"4 Films in 1: Paris, Je T'aime / The Truth About Love / My Date with Drew / Jack & Jill VS The World poster",false,,,,,,,,,,,,,romantic-comedy,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
double-feature-terminator3-terminator-salvation-dvd-rental-sci-fi,"Double Feature: Terminator:3, Terminator Salvation","<p>A double feature DVD pairing Terminator 3: Rise of the Machines (2003) and Terminator Salvation (2009), the third and fourth installments in the Terminator sci-fi action franchise.</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,72380154,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/81LYaSWQbyL._SX385.jpg?v=1788380183,1,"Double Feature: Terminator:3, Terminator Salvation poster",false,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
double-feature-spy-the-heat-dvd-rental-comedy,Double Feature: Spy / The Heat,"<p>A double feature DVD pairing Spy (2015) and The Heat (2013), two action-comedy films starring Melissa McCarthy.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,false,false,,,,,91017210,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/31Rk2VTwdaL.jpg?v=1788380156,1,Double Feature: Spy / The Heat poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active,looks like a multi-title bundle (no single IMDb match)
