Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Rental Availability (product.metafields.scf.avf),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Target audience (product.metafields.shopify.target-audience),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
mouth-to-mouth,Mouth to Mouth,"This essential medical accessory features a transparent barrier with a one-way valve to provide optimal protection during emergency resuscitation. The lightweight, compact design allows it to fit easily into any first aid kit or keychain for immediate accessibility. It is an indispensable tool for certified professionals and safety-conscious individuals who want to be prepared for life-saving situations.",VHS,,"","Comedy, Rental",true,Condition,Standard,,Serial Number,001A,,,,,191-VHSMOU-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSMOU-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782258194639.jpg?v=1782258386,1,191-VHSMOU-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782258194639.jpg?v=1782258386,lb,,,active
special-forces,Special Forces,"This high-octane action film delivers intense martial arts choreography and gripping tactical combat sequences. It is an essential addition for collectors of vintage genre cinema looking for a thrilling performance from a renowned screen fighter. The narrative follows a skilled operative on a dangerous rescue mission, offering non-stop excitement for fans of classic military adventure.",VHS,,"","Action, Rental",true,Condition,Standard,,Serial Number,001A,,,,,191-VHSSPC-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSSPC-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782258041314.jpg?v=1782258384,1,191-VHSSPC-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782258041314.jpg?v=1782258384,lb,,,active
escape,Escape,"This sophisticated fragrance offers a refreshing blend of citrus and marine notes balanced by a warm, woody base. Its clean and versatile aroma makes it an ideal choice for daily wear or special evening outings. This scent provides a long lasting impression that feels both modern and timeless.",VHS,,"","Action, Rental",true,Condition,Standard,,Serial Number,001A,,,,,191-VHSESC-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSESC-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782257841368.jpg?v=1782258382,1,191-VHSESC-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782257841368.jpg?v=1782258382,lb,,,active
memphis,Memphis,Relive a historic milestone in professional wrestling with this classic home video release featuring legendary performances and high-stakes drama. This vintage physical media collectible is a must-have for enthusiasts looking to preserve the golden era of sports entertainment in their private library. It offers an authentic viewing experience that captures the raw energy and iconic storytelling of mid-nineties Southern wrestling.,VHS,,"","Rental, Thriller",true,Condition,Standard,,Serial Number,001A,,,,,191-VHSMEM-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSMEM-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782258022100.jpg?v=1782258380,1,191-VHSMEM-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782258022100.jpg?v=1782258380,lb,,,active
nico-and-dani,Nico and Dani,"This charming plush pair features soft, textured fur and expressive faces that bring a touch of whimsy to any collection. Their compact size makes them perfect for shelf display or as comforting companions for all ages. Crafted with high-quality materials, these delightful characters offer a heartwarming aesthetic and lasting durability.",VHS,,"","Comedy, Rental",true,Condition,Standard,,Serial Number,001A,,,,,191-VHSNIC-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSNIC-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782258354979.jpg?v=1782258379,1,191-VHSNIC-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782258354979.jpg?v=1782258379,lb,,,active
up-your-alley,Up Your Alley,"Experience the high-energy excitement of this vintage physical media release, offering a unique nostalgic charm for collectors and enthusiasts of classic fitness entertainment. This rare format provides an authentic retro viewing experience that remains a sought-after addition to any comprehensive home video archive. The well-preserved packaging and classic visual presentation make it a standout piece for those who appreciate the aesthetic of the 1980s.",VHS,,"","Comedy, Rental",true,Condition,Standard,,Serial Number,001A,,,,,191-VHSUPY-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSUPY-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782258302361.jpg?v=1782258376,1,191-VHSUPY-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782258302361.jpg?v=1782258376,lb,,,active
modern-problems,Modern Problems,This classic comedy from the early eighties follows an unlucky air traffic controller who gains telekinetic powers after a freak encounter with nuclear waste. It offers a nostalgic blend of physical humor and supernatural satire that makes it a must-have for fans of vintage cinema. This physical media release allows you to revisit a unique era of high-concept humor with a definitive comedic performance.,VHS,,"","Comedy, Rental",true,Condition,Standard,,Serial Number,001A,,,,,191-VHSMOD-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSMOD-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782258297021.jpg?v=1782258374,1,191-VHSMOD-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782258297021.jpg?v=1782258374,lb,,,active
serpent-of-death,Serpent of Death,"This vintage home video release captures a classic era of cinema history, presented in its original physical format collectibles fans adore. The protective sleeve features striking retro artwork, making it a standout addition to any curated library of suspenseful thrillers. Ideal for analog enthusiasts, this tape offers an authentic viewing experience that modern digital versions cannot replicate.",VHS,,"","Action, Rental",true,Condition,Standard,,Serial Number,001A,,,,,191-VHSSER-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSSER-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782257930681.jpg?v=1782258372,1,191-VHSSER-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782257930681.jpg?v=1782258372,lb,,,active
miami-blues,Miami Blues,"This classic crime thriller features a unique blend of dark comedy and intense action, making it a standout addition to any fan's physical media collection. Housed in its original clamshell case, this vintage cassette offers a nostalgic viewing experience of a cult favorite 1990s film. Experience the gritty atmosphere and sharp performances that have made this sleek neo-noir a sought-after title for retro movie enthusiasts.",VHS,,"","Action, Rental",true,Condition,Standard,,Serial Number,001A,,,,,191-VHSMIA-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSMIA-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782257985012.jpg?v=1782258370,1,191-VHSMIA-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782257985012.jpg?v=1782258370,lb,,,active
twilight,Twilight,"This sophisticated fragrance captures a sense of mystery with its blend of deep woody base notes and lighter aromatic top notes. The minimalist glass bottle design adds a touch of modern elegance to any vanity or collection. It is the perfect choice for evening wear or special occasions when you want to leave a lasting, enigmatic impression.",VHS,,"","Rental, Thriller",true,Condition,Standard,,Serial Number,001A,,,,,191-VHSTWI-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSTWI-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782258343471.jpg?v=1782258364,1,191-VHSTWI-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782258343471.jpg?v=1782258364,lb,,,active
missing-pieces,Missing Pieces,"This versatile casual top features a classic crew neckline and a relaxed fit for effortless everyday wear. The minimalist design and neutral tone make it an essential layering piece that pairs easily with denim or trousers. Its lightweight, breathable fabric ensures all-day comfort while maintaining a clean and modern silhouette.",VHS,,"","Comedy, Rental",true,Condition,Standard,,Serial Number,001A,,,,,191-VHSMSS-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSMSS-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782258338200.jpg?v=1782258361,1,191-VHSMSS-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782258338200.jpg?v=1782258361,lb,,,active
mister-johnson,Mister Johnson,"This vintage videocassette brings a critically acclaimed colonial drama to your home collection in its original physical format. The clamshell case features classic cover art, making it a nostalgic choice for cinema enthusiasts and collectors of period pieces. It offers a tactile and authentic viewing experience for those who appreciate the unique aesthetic of analog media.",VHS,,"","Drama, Rental",true,Condition,Standard,,Serial Number,001A,,,,,191-VHSMST-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSMST-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782257782220.jpg?v=1782257868,1,191-VHSMST-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782257782220.jpg?v=1782257868,lb,,,active
airport-1975,Airport 1975,"Step back into the golden era of cinema with this vintage release of the iconic suspense film. This physical media collectible features the complete theatrical drama housed in its original commemorative packaging, making it a perfect addition for enthusiasts of classic disaster movies and retro film history.",VHS,,"","Action, Rental",true,Condition,Standard,,Serial Number,001A,,,,,191-VHSAIR-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSAIR-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782257735318.jpg?v=1782257866,1,191-VHSAIR-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782257735318.jpg?v=1782257866,lb,,,active
acts-of-betrayal,Acts of Betrayal,This gripping psychological thriller explores the dark secrets and hidden motivations that test the bonds of trust between its complex characters. Readers will be captivated by the suspenseful narrative and unexpected plot twists that keep the tension high until the final page. It is a compelling choice for fans of intense mysteries who enjoy diving into the depths of human deception.,VHS,,"","Action, Rental",true,Condition,Standard,,Serial Number,001A,,,,,191-VHSCTS-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSCTS-001A,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782257689813.jpg?v=1782257864,1,191-VHSCTS-001A,false,,,,,,,,,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/0-1782257689813.jpg?v=1782257864,lb,,,active
