Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Country (product.metafields.custom.country),Decade (product.metafields.custom.decade),Director (product.metafields.custom.director),Format (product.metafields.custom.format),Genres (product.metafields.custom.genres),Media condition (product.metafields.custom.media_condition),Runtime (min) (product.metafields.custom.runtime),Staff pick note (product.metafields.custom.staff_pick_note),Year (product.metafields.custom.year),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Language version (product.metafields.shopify.language-version),Media content type (product.metafields.shopify.media-content-type),MPAA rating (product.metafields.shopify.mpaa-rating),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target audience (product.metafields.shopify.target-audience),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Supercycle Methods (product.metafields.supercycle.methods),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
jaws-4k-rental-horror,Jaws,"<p>When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled shark hunter embark on a desperate quest to kill the beast before it strikes again.</p>",4K,Media > Videos,,"4K, Formatted, Horror, new-arrival, Rental, Supercycle product",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91504890,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/lxM6kqilAdpdhqUl2biYp5frUxE_fcb6f490-c5d6-4ea3-9c32-585cead2d757.jpg?v=1788880391,1,Jaws (1975) poster,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active
lawrence-of-arabia-4k-rental-drama,Lawrence of Arabia,"<p>During World War I, English officer Thomas Edward 'T.E.' Lawrence sets out to unite and lead the diverse, often warring, Arab tribes to fight the Turks.</p>",4K,Media > Videos,,"4K, Drama, Formatted, new-arrival, Rental, Supercycle product",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91439354,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/AiAm0EtDvyGqNpVoieRw4u65vD1_d0f5d206-529e-4f03-9f89-1d3ef20c4976.jpg?v=1788880392,1,Lawrence of Arabia (1962) poster,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
1917-4k-rental-action,1917,"<p>At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.</p>",4K,Media > Videos,,"4K, Action, Formatted, new-arrival, Rental, Supercycle product",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91373818,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/iZf0KyrE25z1sage4SYFLCCrMi9.jpg?v=1788880393,1,1917 (2019) poster,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active
cinderella-4k-rental-kids-family,Cinderella,,4K,Media > Videos,,"4K, Formatted, Kids & Family, new-arrival, Rental, Supercycle product",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91308282,,,,false,,,,,,,,,,,,,kids-family,,,,,,,,,,,,,,,lb,,,active
the-big-lebowski-4k-rental-comedy,The Big Lebowski,"<p>Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.</p>",4K,Media > Videos,,"4K, Comedy, Formatted, new-arrival, Rental, Supercycle product",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91242746,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/3bv6WAp6BSxxYvB5ozKFUYuRA8C_05cb5649-7e93-4efd-9bef-47d37700c665.jpg?v=1788880396,1,The Big Lebowski (1998) poster,false,,,,,,,,,,,,,comedy,,,,,,,,,,,,,,,lb,,,active
alien-4k-rental-sci-fi,Alien,,4K,Media > Videos,,"4K, Formatted, new-arrival, Rental, Sci-Fi, Supercycle product",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91177210,,,,false,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,,lb,,,active
heat-4k-rental-action,Heat,<p>Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.</p>,4K,Media > Videos,,"4K, Action, Formatted, new-arrival, Rental, Supercycle product",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91111674,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/umSVjVdbVwtx5ryCA2QXL44Durm_a05210f5-126f-4578-b907-e8ddc2970a91.jpg?v=1788880398,1,Heat (1995) poster,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active
inglorious-basterds-4k-rental-action,Inglorious Basterds,"<p>In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.</p>",4K,Media > Videos,,"4K, Action, Formatted, new-arrival, Rental, Supercycle product",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,91046138,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/aupnPtagH9JVBuMrGEanf4iqXEQ_264cc11e-22dc-49ab-ab62-1c25fe79e9e4.jpg?v=1788880399,1,Inglorious Basterds (2009) poster,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active
zodiac-4k-rental-thriller,Zodiac,"<p>Over the course of a decade, editors of the San Francisco Chronicle entice themselves in the murders of the Zodiac Killer. However, as time runs its course, interest in the case dwindles in the eyes of the professionals. The Killer stops interacting with the public. However, believing he has the answers, an amateur cartoonist from the initial sightings races against time to prevent what he believes is another murder.</p>",4K,Media > Videos,,"4K, Formatted, new-arrival, Rental, Supercycle product, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,90947834,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/6YmeO4pB7XTh8P8F960O1uA14JO_34ae98ff-d46b-4186-95aa-9686d00d63f1.jpg?v=1788880401,1,Zodiac (2007) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
weapons-4k-rental-horror,Weapons,"<p>Weapons presents a series of brutal, seemingly random youth-related killings over the course of a weekend in a typical small town in America, and tragically reveals how they are all interrelated.</p>",4K,Media > Videos,,"4K, Formatted, Horror, new-arrival, Rental, Supercycle product",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,90915066,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/4KGp7B4CtX67vbTakWa3lR8OCv4.jpg?v=1788880402,1,Weapons (2007) poster,false,,,,,,,,,,,,,horror,,,,,,,,,,,,,,,lb,,,active
prometheus-4k-rental-sci-fi,Prometheus,"<p>A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.</p>",4K,Media > Videos,,"4K, Formatted, Rental, Sci-Fi, Supercycle product",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,90849530,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/qsYQflQhOuhDpQ0W2aOcwqgDAeI_5c6433ae-b801-44e6-b279-fc5ae8e05859.jpg?v=1788880403,1,Prometheus (2012) poster,false,,,,,,,,,,,,,sci-fi,,,,,,,,,,,,,,,lb,,,active
sorcerer-4k-rental-criterion-collection-thriller,Sorcerer,"<p>Four men from different parts of the globe, all hiding from their pasts in the same remote South American town, agree to risk their lives transporting several cases of dynamite (which is so old that it is dripping unstable nitroglycerin) across dangerous jungle terrain.</p>",4K,Media > Videos,,"4K, Criterion Collection, Formatted, Rental, Supercycle product, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,90783994,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/2b7oexm173SF1FSEq0DdgxZZNRH.jpg?v=1788880405,1,Sorcerer (1977) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
parasite-bluray-rental-criterion-collection-thriller,Parasite,"<p>All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Formatted, Rental, Supercycle product, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,90718458,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg?v=1788880407,1,Parasite (2019) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
a-history-of-violence-bluray-rental-criterion-collection-action,A History of Violence,<p>An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Criterion Collection, Formatted, Rental, Supercycle product",true,Genre,Action,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,19113466,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/ptJKY9WGDUUL064ge3jW78zBX0t.jpg?v=1788880408,1,A History of Violence (2005) poster,false,,,,,,,,,,,,,action,,,,,,,,,,,,,,,lb,,,active
blow-out-bluray-rental-criterion-collection-thriller,Blow Out,"<p>While recording sound effects for a slasher flick, Jack Terry stumbles upon a real-life horror: a car careening off a bridge and into a river. Jack jumps into the water and fishes out Sally from the car, but the other passenger is already dead — a governor intending to run for president. As Jack does some investigating of his tapes, and starts a perilous romance with Sally, he enters a tangled web of conspiracy that might leave him dead.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Formatted, Rental, Supercycle product, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,18916858,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/uFzMscVLDrTaYd6KXOXlr6dly7w_c5b19bb1-1867-4a4e-8f93-979c29951757.jpg?v=1788880410,1,Blow Out (1981) poster,false,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,lb,,,active
to-die-for-bluray-rental-criterion-collection-drama,To Die For,,Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Drama, Formatted, Rental, Supercycle product",true,Genre,Drama,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,18818554,,,,false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
the-thin-blue-line-bluray-rental-criterion-collection-documentary,The Thin Blue Line,,Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Documentary, Formatted, Rental, Supercycle product",true,Genre,Documentary,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,18621946,,,,false,,,,,,,,,,,,,documentary,,,,,,,,,,,,,,,lb,,,active
streetwise-bluray-rental-criterion-collection-documentary,Streetwise,,Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Documentary, Formatted, Rental, Supercycle product",true,Genre,Documentary,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,18392570,,,,false,,,,,,,,,,,,,documentary,,,,,,,,,,,,,,,lb,,,active
paris-texas-bluray-rental-criterion-collection-drama,"Paris, Texas","<p>A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Criterion Collection, Drama, Formatted, Rental, Supercycle product",true,Genre,Drama,,,,,,,,,0.0,shopify,0,deny,manual,0.00,,true,true,,,,,18261498,https://cdn.shopify.com/s/files/1/0826/6363/7242/files/sP27Qm4THyRZyHjHYMfIDtJP6YE.jpg?v=1788880415,1,"Paris, Texas (1984) poster",false,,,,,,,,,,,,,drama,,,,,,,,,,,,,,,lb,,,active
