Handle,Title,Body (HTML),Vendor,Product Category,Tags,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Barcode,Image Src,Image Position,Image Alt Text,Genre (product.metafields.shopify.genre),Type,Published,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Gift Card,SEO Title,SEO Description,Waitlist Emails (product.metafields.custom.waitlist_emails),Art style (product.metafields.shopify.art-style),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Media format (product.metafields.shopify.media-format),Neckline (product.metafields.shopify.neckline),Orientation (product.metafields.shopify.orientation),Sleeve length type (product.metafields.shopify.sleeve-length-type),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
in-the-army-vhs-floor-sale-comedy,In the Army,"<p>While enjoying a glorious summer’s day at the beach, Pat and Patachon meet the beautiful Mona, whom they both fall in love with. However, they’re soon given something else to think about when they’re drafted into the armed forces and sent to a cantonment. The two friends struggle to find their place among the other soldiers, and they get into all sorts of escapades. One day, fate lends a helping hand when the company take up residence on a farm in North Zealand, where the two friends discover, to their delight, that this is where Mona lives. (stumfilm.dk)</p>",VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,4.00,38308346,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gross-pointe-blank-vhs-floor-sale-comedy,Gross Pointe Blank,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,10.00,38111738,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-interviews-with-nixon-david-frost-vi-vhs-floor-sale-documentary,The Interviews with Nixon David Frost VI,,VHS,Media > Videos,"Floor Sale, VHS, Documentary, Formatted",Genre,Documentary,shopify,1,deny,manual,5.00,37980666,,,,documentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-facutly-vhs-floor-sale-horror,The Facutly,,VHS,Media > Videos,"Floor Sale, VHS, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,12.00,66808570,,,,horror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-road-warrior-vhs-floor-sale-sci-fi,The Road Warrior,"<p>Two boxers, from opposing worlds become unlikely friends on their journey to becoming World Champions. The only thing standing in their way is each other.</p>",VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,12.00,66611962,,,,sci-fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-best-of-consteau-vhs-floor-sale-documentary,The Best of Consteau,,VHS,Media > Videos,"Floor Sale, VHS, Documentary, Formatted",Genre,Documentary,shopify,1,deny,manual,5.00,65989370,,,,documentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-house-on-the-hills-vhs-floor-sale-thriller,A House on the Hills,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,6.00,26009594,,,,thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commited-vhs-floor-sale-thriller,Commited,"<p>On the morning before National Signing Day, Xavier catches wind that her best friend Tori may not be as committed to playing soccer together at Texas A&M as she thought. Feeling betrayed and confused, Xavier tracks Tori down at the practice fields where she confronts Tori for going behind her back to commit to another school. As tension builds between them and deep rooted insecurities rise to the surface, Tori finally confesses that she has no intention of playing college soccer at all. Tori’s decision exposes a fundamental disconnect between the two girls and ultimately forces them to imagine a future neither of them envisioned: a future that may not include soccer or friendship.</p>",VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,57262330,,,,thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eyes-of-a-witness-vhs-floor-sale-thriller,Eyes of a Witness,"<p>Roy Baxter is concerned for his daughter Christina's safety. She's working as a doctor among the Masai in Kenya. Poaching gangs are slaughtering protected species, then raiding Masai villages and forcing them to help carry their ill-gotten gains across the border. Roy flies to Kenya to convince her to leave and becomes a suspect for murder when the village is raided and he tries to help a UN doctor shot by the raiders. The only witness is a young Masai boy, who is reluctant to come forward because of possible retribution against his tribe.</p>",VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,32325882,,,,thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mututal-needs-vhs-floor-sale-thriller,Mututal Needs,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,84920570,,,,thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-light-in-the-jungle-vhs-floor-sale-drama,The Light in The Jungle,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,8.00,84887802,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sex-love-cold-hard-cash-vhs-floor-sale-thriller,"Sex, Love & Cold Hard Cash",<p>An ex-con whose share of a robbery disappeared joins forces with deluxe edition call-girl in order to get back the money she gave her accountant for investment purposes. The chase will lead them to the Carrabeans where they will have to go on a cruise...</p>,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,68733178,,,,thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wild-america-fantastic-follies-vhs-floor-sale-kids-family,Wild America: Fantastic Follies,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,5.00,29084922,,,,kids-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-mummy-collectors-set-dvd-floor-sale-action,The Mummy Collector's Set,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,14.00,27008762,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mission-impossible-6-movie-collection-bluray-floor-sale-action,Mission: Impossible 6 Movie Collection,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,18.00,95890170,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-films-matrix-collection-dvd-floor-sale-sci-fi,4 Films: Matrix Collection,,DVD,Media > Videos,"Floor Sale, DVD, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,10.00,94186234,,,,sci-fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meet-jo-black-dvd-floor-sale-drama,Meet Jo Black,,DVD,Media > Videos,"Floor Sale, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,6.00,94120698,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bundraku-bluray-floor-sale-fantasy,Bundraku,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Fantasy, Formatted",Genre,Fantasy,shopify,1,deny,manual,6.00,63135226,,,,fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-blue-the-gray-dvd-floor-sale-drama,The Blue & The Gray,"<p>It was Christmas Eve in the south, but the spirit of peace and love did not pervade the northern girl's heart. The gallantry of the young southern swains, however, was more than manifest, when a drunken band of Unionists entered the house, among them her sweetheart. From him was protection needed most. His rival, a Confederate soldier, showed her that character is far above political principle, and true love came into its own.</p>",DVD,Media > Videos,"Floor Sale, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,6.00,62381562,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trilogy-commando-predator-terminator-bluray-floor-sale-action,"Trilogy: Commando, Predator, Terminator",,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,15.00,61791738,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-bourne-trilogy-bluray-floor-sale-action,The Bourne Trilogy,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,10.00,59858426,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cowbows-aliens-bluray-floor-sale-sci-fi,Cowbows & Aliens,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,6.00,58875386,,,,sci-fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
double-feature-first-wives-club-sliding-doors-dvd-floor-sale-comedy-drama,"Double Feature: First Wives Club, Sliding Doors",,DVD,Media > Videos,"Floor Sale, DVD, Comedy, Drama, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,52241402,,,,comedy; drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flight-of-the-pheonix-bluray-floor-sale-action,Flight of the Pheonix,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,51422202,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triple-feature-the-goonies-gremlins-gremlins-2-bluray-floor-sale-fantasy,"Triple Feature: The Goonies, Gremlins, Gremlins 2",,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Fantasy, Formatted",Genre,Fantasy,shopify,1,deny,manual,12.00,45651194,,,,fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
captain-america-3-movie-collection-3d-bluray-floor-sale-action,Captain AMerica: 3 Movie Collection (3D),,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,12.00,45225210,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mary-shellys-frankenstein-dvd-floor-sale-horror,Mary Shelly's Frankenstein,,DVD,Media > Videos,"Floor Sale, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,5.00,17364474,,,,horror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finding-nemo-5-disc-bluray-floor-sale-kids-family,Finding Nemo (5 Disc),,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,7.00,16545274,,,,kids-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fantasia-2-movie-collection-bluray-floor-sale-kids-family,Fantasia 2 Movie Collection,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,12.00,16479738,,,,kids-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-groods-dvd-floor-sale-kids-family,The Groods,,DVD,Media > Videos,"Floor Sale, DVD, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,5.00,16446970,,,,kids-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stark-trek-first-contact-floor-sale-sci-fi,Stark Trek: First Contact,,VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,6.00,33250042,,,,sci-fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highlander-10th-anniversary-floor-sale-action,Highlander: 10th Anniversary,,VHS,Media > Videos,"Floor Sale, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,5.00,32725754,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
national-geographic-ocean-drifters-floor-sale-kids-family,National Geographic: Ocean Drifters,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,5.00,30759674,,,,kids-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outisde-ozone-vhs-floor-sale-thriller,Outisde Ozona,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,45949178,,,,thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
owning-mahoney-vhs-floor-sale-thriller,Owning Mahoney,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,10.00,45654266,,,,thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
livin-the-blues-vhs-floor-sale-thriller,Livin' the Blues,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,24.00,21635322,,,,thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kicking-and-screaming-criterion-dvd-floor-sale-comedy,Kicking and Screaming (Criterion),,DVD,Media > Videos,"Floor Sale, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,7.00,86385146,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prince-caspian-and-the-voyage-of-the-dawn-treader-vhs-floor-sale-kids-family,Prince Caspian and the Voyage of the Dawn Treader,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,7.00,29060090,,,,kids-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-leagues-under-the-sea-vhs-floor-sale-kids-family,2000 Leagues Under the Sea,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,8.00,28994554,,,,kids-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unstrung-heros-vhs-floor-sale-drama,Unstrung Heros,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,28830714,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pete-kelly-bluea-vhs-floor-sale-comedy,Pete Kelly Bluea,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,4.00,28601338,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salsa-the-motion-picture-vhs-floor-sale-musical,Salsa The Motion Picture,,VHS,Media > Videos,"Floor Sale, VHS, Musical, Formatted",Genre,Musical,shopify,1,deny,manual,5.00,11529210,,,,musical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original-gangserts-vhs-floor-sale-action,Original Gangserts,,VHS,Media > Videos,"Floor Sale, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,10.00,03533818,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sister-act-ii-vhs-floor-sale-comedy,Sister Act II,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,66997498,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
animal-house-clamshell-vhs-floor-sale-comedy,Animal House (Clamshell),,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,66964730,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
easier-said-vhs-floor-sale-comedy,Easier Said,"<p>Jack gets fed up with his publishing job in New York and his girlfriend and moves to Colorado, where he plans to write a novel. There he takes over his uncle's lodge and cafe, but runs into unusual problems with the oddball locals.</p>",VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,12618490,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fatal-instincts-vhs-floor-sale-comedy,Fatal Instincts,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,11738874,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jack-and-the-beanstalk-the-real-story-vhs-floor-sale-kids-family,Jack and the Beanstalk: The Real Story,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,6.00,11476730,,,,kids-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-stand-vhs-floor-sale-horror,The Stand,"<p>A feature adaptation of Stephen King’s ambitious story of good and evil, set in a near-future America decimated by an apocalyptic virus and following dozens of characters in overlapping storylines running over many years.</p>",VHS,Media > Videos,"Floor Sale, VHS, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,10.00,88234746,,,,horror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final-desination-vhs-floor-sale-horror,Final Desination,,VHS,Media > Videos,"Floor Sale, VHS, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,9.00,35225594,,,,horror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
santa-clause-the-movie-vhs-floor-sale-holiday,Santa Clause: The Movie,,VHS,Media > Videos,"Floor Sale, VHS, Holiday, Formatted",Genre,Holiday,shopify,1,deny,manual,7.00,86529530,,,,holiday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
their-only-chance-vhs-floor-sale-drama,Their Only Chance,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,71567866,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jerry-mcaguire-vhs-floor-sale-drama,Jerry Mcaguire,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,6.00,71240186,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-window-of-saint-pierre-vhs-floor-sale-drama,The Window of Saint-Pierre,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,6.00,30829306,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-forgotton-one-vhs-floor-sale-thriller,The Forgotton One,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,20.00,64008954,,,,thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
provovateur-vhs-floor-sale-thriller,Provovateur,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,15.00,30315514,,,,thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elton-john-live-at-msg-vhs-floor-sale-musical,Elton John Live at MSG,,VHS,Media > Videos,"Floor Sale, VHS, Musical, Formatted",Genre,Musical,shopify,1,deny,manual,6.00,35205114,,,,musical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in-search-of-the-dragon-vhs-floor-sale-documentary,In Search of the Dragon,"<p>Follows the story of a handicapped street musician, Maurice Chan, as he explains what life is like for him in Hong Kong. In the process we go on a journey back in time to the Walled City of Kowloon.  Once dubbed the 'sleaziest' place in Hong Kong, it was an island of Chinese sovereignty within the British colony. As a result of a secret political compromise between the Chinese and British Governments the Walled City was destroyed in 1992. This decision resulted in the displacement of the Walled City's 40,000 residents. The documentary gives the story of modern day Hong Kong from a personal viewpoint and shows historical links to a place the authorities preferred to forget.</p>",VHS,Media > Videos,"Floor Sale, VHS, Documentary, Formatted",Genre,Documentary,shopify,1,deny,manual,12.00,35139578,,,,documentary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pirates-of-the-caribbean-4-movie-collection-bluray-floor-sale-action,Pirates of the Caribbean - 4 Movie Collection,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,12.00,43629562,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tale-from-earthsea-dvd-floor-sale-fantasy,Tale from Earthsea,,DVD,Media > Videos,"Floor Sale, DVD, Fantasy, Formatted",Genre,Fantasy,shopify,1,deny,manual,18.00,30153978,,,,fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pochahontas-pocahontas-ii-bluray-floor-sale-kids-family,Pochahontas / Pocahontas II,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,8.00,29662458,,,,kids-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-posiedon-adventure-blackbeard-dvd-floor-sale-action,The Posiedon Adventure / Blackbeard,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,71909370,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
riddick-trilogy-dvd-floor-sale-sci-fi,Riddick Trilogy,,DVD,Media > Videos,"Floor Sale, DVD, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,8.00,41575162,,,,sci-fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-princess-diaries-2-movie-collection-bluray-floor-sale-kids-family,The Princess Diaries - 2 Movie Collection,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,8.00,13043194,,,,kids-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taladega-nights-dvd-floor-sale-comedy,Taladega Nights,,DVD,Media > Videos,"Floor Sale, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,09831930,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
richard-pryor-triple-feature-bluray-floor-sale-comedy,Richard Pryor Triple Feature,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,8.00,08717818,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imposter-vhs-floor-sale-sci-fi,Imposter,<p>An aspiring actress must decide if her career is worth sacrificing her authenticity.</p>,VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,6.00,35422202,,,,sci-fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transformers-4-movie-collection-bluray-floor-sale-action,Transformers 4 Movie Collection,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,12.00,93325818,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
triple-feature-v-for-vendetta-bluray-floor-sale-action,Triple Feature: V for Vendetta +,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,11.00,10752506,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suspence-collection-dvd-floor-sale-thriller,Suspense Collection,,DVD,Media > Videos,"Floor Sale, DVD, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,11.00,10719738,,,,thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
star-trek-2-disc-special-edition-bluray-floor-sale-sci-fi,Star Trek: 2 Disc Special Edition,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,7.00,10654202,,,,sci-fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
untracable-dvd-floor-sale-thriller,Untracable,,DVD,Media > Videos,"Floor Sale, DVD, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,5.00,74380026,,,,thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whiskey-tango-fox-trot-bluray-floor-sale-comedy,Whiskey Tango Fox Trot,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,73265914,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-wolf-of-wallstreet-bluray-floor-sale-4k-drama,The Wolf of Wallstreet,,4K,Media > Videos,"Floor Sale, 4K, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,10.00,73167610,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tron-legacy-tron-the-original-classic-bluray-floor-sale-sci-fi,Tron Legacy / Tron: The Original Classic,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,11.00,67359738,,,,sci-fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x-men-dark-pheonix-bluray-floor-sale-4k-action,X-Men: Dark Pheonix,,4K,Media > Videos,"Floor Sale, 4K, Action, Formatted",Genre,Action,shopify,1,deny,manual,10.00,67130362,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x-men-apocolypse-bluray-floor-sale-action,X-Men: Apocolypse,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,66966522,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dragon-tattoo-trilogy-dvd-floor-sale-thriller,Dragon Tattoo Trilogy,,DVD,Media > Videos,"Floor Sale, DVD, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,13.00,34526202,,,,thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hannibal-lecter-2-pack-dvd-floor-sale-horror,Hannibal Lecter 2 Pack,,DVD,Media > Videos,"Floor Sale, DVD, Horror, Formatted",Genre,Horror,shopify,1,deny,manual,8.00,33969146,,,,horror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hercules-live-action-extended-bluray-floor-sale-action,Hercules (Live Action) Extended,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Action, Formatted",Genre,Action,shopify,1,deny,manual,6.00,33903610,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
