id,item_type,title,creators,first_name,last_name,collection,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,lexile,call_number,ddc,lcc,lccn,oclc,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
8g3k7a2ohq,movie,Enchanted,"Kevin Lima",Kevin,Lima,"Needs Barcode - Content Verified",0786936716061,786936716061,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?","WALT DISNEY PICTURES",2008-03-18,,"dvd, kids-family",,,107,,191-DVDENC-001A,,,,,1,,,"Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall, Rachel Covey",2.35:1,,,,,,,,2026-09-16,1
kq7fohpysl,movie,"Tango & Cash","Andrei Konchalovsky",Andrei,Konchalovsky,"Needs Barcode - Content Verified",0883929051076,883929051076,"Ray Tango and Gabriel Cash are two successful narcotics detectives who can't stand each other. Crime lord Yves Perret, furious at the loss of income they have caused him, plots an elaborate revenge against them.",WarnerBrothers,2009-04-07,,"action, blu-ray",,,104,,191-BLRTAN-001A,,,,,1,,,"Sylvester Stallone, Kurt Russell, Jack Palance, Teri Hatcher, Michael J. Pollard",2.40:1,,,,,,,,2026-09-16,1
ftobydbe5y,movie,"Can't Hardly Wait","Deborah Kaplan, Harry Elfont",Deborah,Kaplan,"Needs Barcode - Content Verified",0043396027145,043396027145,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance.","Sony Pictures Home Entertainment",1998-11-17,,"comedy, dvd",,,2,,191-DVDCAN-001A,,,,,2,,,"Jennifer Hewitt, Ethan Embry, Lauren Ambrose, Seth Green, Peter Facinelli","1.33:1, 1.85:1",,,,,,,,2026-09-16,1
6um4lay8dt,movie,"Cowboys & Aliens","Jon Favreau",Jon,Favreau,"Needs Barcode - Content Verified",0025192074783,025192074783,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.","Universal Pictures Home Entertainment",2014-03-11,,"blu-ray, sci-fi",,,254,,191-BLRCWB-001A,,,,,1,,,"Daniel Craig, Harrison Ford, Olivia Wilde, Sam Rockwell, Adam Beach",2.40:1,,,,,,,,2026-09-16,1
w1e9cvdisd,movie,"Say Anything","Cameron Crowe",Cameron,Crowe,"Needs Barcode - Content Verified",0024543617266,024543617266,"Average student and eternal optimist Lloyd Dobler seeks to capture the heart of Diane Court, a beautiful but unattainable valedictorian classmate. He surprises just about everyone - including himself - when she returns the sentiment. However, Diane's divorced, over-protective father soon begins to disapprove of the match, and Lloyd realises that it's going to take more than just the power of love to conquer all.","20th Century Studios",2009-11-03,,"comedy, dvd",,,100,,191-DVDSAY-001A,,,,,1,,,"Amy Brooks, Jonathan Chapin, Lois Chiles, Gloria Cromwell, Joan Cusack",1.85:1,,,,,,,,2026-09-16,1
j7s2g5zqlq,movie,"Lost in Translation",,,,"Needs Barcode - Content Verified",0025192395727,025192395727,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.","Innotrac - NBC Universal",,,"comedy, dvd",,,,,191-DVDLOS-001A,,,,,,,,,,,,,,,,,2026-09-16,1
dmnxzyiu84,movie,Ratatouille,"Brad Bird, Jan Pinkava",Brad,Bird,"Needs Barcode - Content Verified",0786936727173,786936727173,"In one of Paris's finest restaurants, Remy, a determined young rat, dreams of becoming a renowned French chef. Torn between his family's wishes and his true calling, Remy and his pal Linguini set in motion a hilarious chain of events that turns the City of Lights upside down.",DISNEY/PIXAR,2007-11-06,,"dvd, kids-family",,,111,,191-DVDRAT-001A,,,,,1,,,"Brad Garrett, Lou Romano, Patton Oswalt",2.40:1,,,,,,,,2026-09-16,1
w1e9c2uisd,movie,"Spirited Away","Hayao Miyazaki, Kirk Wise",Hayao,Miyazaki,"Needs Barcode - Content Verified",0826663181579,826663181579,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.","SHOUT! FACTORY",2017-10-17,,"dvd, kids-family",,,125,,191-DVDSPI-001A,,,,,1,,,"Rumi Hiiragi, Miyu Irino, Mari Natsuki, Takashi Naito, Yasuko Sawaguchi",1.85:1,,,,,,,,2026-09-16,1
ri15dfmxoz,movie,"Fear and Loathing in Las Vegas","Terry Gilliam",Terry,Gilliam,"Needs Barcode - Content Verified",0025192033926,025192033926,"Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.","Universal Studios",1998-11-17,,"comedy, dvd",,,119,,191-DVDFEA-001A,,,,,1,,,"Johnny Depp, Benicio Del Toro, Ellen Barkin, Craig Bierko, Gary Busey",2.35:1,,,,,,,,2026-09-16,1
m4xlvw031h,movie,"Get Out",,,,"Needs Barcode - Content Verified",0191329122723,191329122723,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",,,,"blu-ray, horror",,,,,191-BLRGET-001A,,,,,,,,,,,,,,,,,2026-09-16,1
ywhe0sar71,movie,"The Beales of Grey Gardens","Albert Maysles, David Maysles",Albert,Maysles,"Needs Barcode - Content Verified",0715515021326,715515021326,"Mother and daughter - Big Edie and Little Edie Beale - live with six cats in a crumbling house in East Hampton. Little Edie, in her 50s, who wears scarves and bright colors, sings, mugs for the camera, and talks to Al and David Maysles, the filmmakers. Big Edie, in her 70s, recites poetry, comments on her daughter's behavior, and sings ""If I Loved You"" in fine voice. She talks in short sentences; her daughter in volumes. The film is episodic: friends visit, there's a small fire in the house, Little Edie goes to the shore and swims. She talks about the Catholic Church. She's ashamed that local authorities raided the house because of all the cats. She values being different.","Criterion Collection",2006-12-05,,"documentary, dvd",,,90,,191-DVDTHB-001A,,,,,1,,,"Edith Bouvier Beale, Edith 'Little Edie' Bouvier Beale, Albert Maysles, David Maysles, Jerry Torre",1.33:1,,,,,,,,2026-09-16,1
8g3k7n9ohq,movie,"Three Kings","David O. Russell",David,Russell,"Needs Barcode - Content Verified",0883929091645,883929091645,"A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything.",WarnerBrothers,2009-11-03,,"action, dvd",,,121,,191-DVDTHR-001A,,,,,1,,,"Mark Wahlberg, Ice Cube, Spike Jonze, Nora Dunn, Jamie Kennedy",,,,,,,,,2026-09-16,1
kq7foz4ysl,movie,Bambi,"David Hand",David,Hand,"Needs Barcode - Content Verified",0786936853582,786936853582,"Experience the heartwarming classic in stunning high definition with this multi-format collection featuring the original animated masterpiece and a variety of behind-the-scenes bonus content. This anniversary set includes digital and physical copies, allowing for seamless viewing across all your favorite devices while preserving every vibrant detail of the lush hand-drawn forest. It is an essential addition for collectors and families looking to share a timeless story of friendship and nature's beauty.","WALT DISNEY ANIMATION",2017-06-06,,"blu-ray, kids-family",,,70,,191-BLRBAM-001A,,,,,2,,,"Hardy Albright, Peter Behn, Tim Davis, Donnie Dugan, Ann Gillis",1.33:1,,,,,,,,2026-09-16,1
lsv836e7b9,movie,"Herbie: Fully Loaded","Angela Robinson",Angela,Robinson,"Needs Barcode - Content Verified",0786936288261,786936288261,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.","Walt Disney Home Entertainment",2005-10-25,,"dvd, kids-family",,,101,,191-WALHER-001A,,,,,1,,,"Lindsay Lohan, Justin Long, Breckin Meyer, Cheryl Hines, Jimmi Simpson",1.85:1,,,,,,,,2026-09-16,1
u34jsxkgnz,movie,"The Cabin in the Woods",,,,"Needs Barcode - Content Verified",0031398156147,031398156147,"Five friends set out for a weekend at a remote cabin in the woods, expecting nothing more than fun and relaxation. As night falls, they discover that something far more unsettling is at work and that nothing about their getaway is what it seems.",Lionsgate,2012-09-18,,"dvd, horror",,,94,,191-DVDTHC-001A,,,,,1,,,"Hemsworth, Chris, Connolly, Kristen, Hutchison, Anna Marie, Jenkins, Richard, Williams, Jesse",,,,,,,,,2026-09-16,1
iz56m92lqm,movie,"16 Blocks","Richard Donner",Richard,Donner,"Needs Barcode - Content Verified",0012569829466,012569829466,"An aging cop is assigned the ordinary task of escorting a fast-talking witness from police custody to a courthouse, but they find themselves running the gauntlet as other forces try to prevent them from getting there.","Warner Home Video",2006-10-10,,"action, blu-ray",,,102,,191-BLR16B-001A,,,,,1,,,"Bruce Willis, Mos Def, David Morse, Cylk Cozart, Casey Sander",2.40:1,,,,,,,,2026-09-16,1
obayhk40an,movie,"Saving Private Ryan","Steven Spielberg",Steven,Spielberg,"Needs Barcode - Content Verified",0032429131713,032429131713,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",Paramount,,,"blu-ray, drama",,,169,,191-BLRSAV-001A,,,,,1,,,"Tom Hanks, Matt Damon, Edward Burns, Vin Diesel, Tom Sizemore",,,,,,,,,2026-09-16,1
ayqht77psz,movie,"The Forgotten","Joseph Ruben",Joseph,Ruben,"Needs Barcode - Content Verified",0043396100787,043396100787,"Telly Paretta is a grieving mother struggling to cope with the loss of her 9-year-old son. She is stunned when her psychiatrist reveals that she has created nine years of memories about a son she never had. But when she remembers a man who had a similar experience, Telly embarks on a search to prove her son's existence, and her sanity.","Sony Pictures Home Entertainment",2005-01-18,,"dvd, thriller",,,91,,191-BL2THE-001A,,,,,1,,,"Julianne Moore, Dominic West, Gary Sinise, Alfre Woodard, Linus Roache",1.85:1,,,,,,,,2026-09-16,1
e90crbc5u2,movie,"Snatch (Special Edition)","Guy Ritchie",Guy,Ritchie,"Needs Barcode - Content Verified",0043396015661,043396015661,"Unscrupulous boxing promoters, violent bookies, a Russian gangster, incompetent amateur robbers, and supposedly Jewish jewellers fight to track down a priceless stolen diamond.","Sony Pictures Home Entertainment",2003-06-03,,"drama, dvd",,,146,,191-DVDSNA-001A,,,,,1,,,"Benicio Del Toro, Dennis Farina, Jason Flemyng, Vinnie Jones, Brad Pitt",1.85:1,,,,,,,,2026-09-16,1
ftobygme5y,movie,"You've Got Mail","Nora Ephron",Nora,Ephron,"Needs Barcode - Content Verified",0085391695424,085391695424,"Book superstore magnate Joe Fox and independent book shop owner Kathleen Kelly fall in love in the anonymity of the Internet—both blissfully unaware that he's trying to put her out of business.","Warner Home Video",1999-05-04,,"dvd, romantic-comedy",,,119,,191-DVDYOU-001A,,,,,1,,,"Tom Hanks, Meg Ryan, Katie Sagona, Greg Kinnear, Parker Posey",1.85:1,,,,,,,,2026-09-16,1
qhftb2gwe4,movie,"Catch Me If You Can",,,,"Needs Barcode - Content Verified",0667068998221,667068998221,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.","Paramount Pictures Home Entertainment",2017-12-19,,"drama, dvd",,,141,,191-DVDCAT-001A,,,,,1,,,"Leonardo DiCaprio, Tom Hanks, Candice Azzara, Nathalie Baye, James Brolin",1.85:1,,,,,,,,2026-09-16,1
