Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Waitlist Emails (product.metafields.custom.waitlist_emails),Art style (product.metafields.shopify.art-style),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Media format (product.metafields.shopify.media-format),Neckline (product.metafields.shopify.neckline),Orientation (product.metafields.shopify.orientation),Sleeve length type (product.metafields.shopify.sleeve-length-type),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
being-john-malkovich,Being John Malkovich,"<p>This special edition release features a high-definition digital restoration supervised by the director alongside a wealth of exclusive bonus content including behind-the-scenes documentaries and filmmaker interviews. It includes a collectible booklet containing an essay on the film's cultural impact, making it an essential addition for fans of surrealist cinema and boutique physical media.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Genre needed, Issue, Rental",true,Genre,Default Title,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRBEI-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782249961255.jpg?v=1788149356,1,191-BLRBEI-001A,false,,,,,,,,,,,,,,,,,,,lb,,,active
goodfellas,GoodFellas,"<p>This high-definition anniversary release features a stunning digital restoration that brings the gritty visual detail of this cinematic masterpiece to life. The special edition disc includes a wealth of bonus content, including cast commentaries and a feature-length documentary exploring the lasting legacy of this iconic organized crime saga. It is an essential addition for any film enthusiast looking to experience this legendary story with superior picture and sound quality.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Drama, Formatted, Rental",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,80012538,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250172958.jpg?v=1787925944,1,191-BLRGDF-001A,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
goodfellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782252992792.jpg?v=1787925944,2,191-DVDGOO-001A,,,,,,,,,,,,,,,,,,,,,,,
goodfellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250172958_540e7368-eddb-478d-b038-70f18f680fa7.jpg?v=1787925944,3,191-BLRGDF-001A,,,,,,,,,,,,,,,,,,,,,,,
goodfellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782252992792_77bdb419-f78f-4ce5-9877-7f93a88a53e2.jpg?v=1787925944,4,191-DVDGOO-001A,,,,,,,,,,,,,,,,,,,,,,,
goodfellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250172958_b9a5356a-7d34-4528-8398-e17af0a3401b.jpg?v=1787925944,5,191-BLRGDF-001A,,,,,,,,,,,,,,,,,,,,,,,
goodfellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782252992792_c071c2d5-d655-436c-9ae6-e59dd06fbc52.jpg?v=1787925944,6,191-DVDGOO-001A,,,,,,,,,,,,,,,,,,,,,,,
goodfellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250172958_36a3bb5f-62a9-4024-801a-1da93788e400.jpg?v=1787925944,7,191-BLRGDF-001A,,,,,,,,,,,,,,,,,,,,,,,
goodfellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782252992792_68f32553-f936-4378-8ef7-1c22303d50bd.jpg?v=1787925944,8,191-DVDGOO-001A,,,,,,,,,,,,,,,,,,,,,,,
goodfellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250172958_048b6fac-e8c2-4f24-ab57-f2b44830d131.jpg?v=1787925944,9,191-BLRGDF-001A,,,,,,,,,,,,,,,,,,,,,,,
goodfellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782252992792_cf03255d-17e6-4ff3-928e-bfe6f342d056.jpg?v=1787925944,10,191-DVDGOO-001A,,,,,,,,,,,,,,,,,,,,,,,
jumanji-welcome-to-the-jungle,Jumanji: Welcome to the Jungle,<p>Experience the thrill of a high-stakes jungle adventure with this action-packed addition to your family movie collection. This physical copy allows you to revisit every comedic moment and stunning visual sequence in high definition from the comfort of your home. It includes a variety of special featurettes that take you behind the scenes for an immersive look at the making of this modern blockbuster hit.</p>,Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Issue, Kids & Family, Rental-or-Sale",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRJUM-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250529029.jpg?v=1788149336,1,191-BLRJUM-001A,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
napoleon-dynamite,Napoleon Dynamite,<p>Capture the iconic aesthetic of early 2000s indie cinema with this classic graphic tee featuring a high-contrast character portrait. The breathable cotton construction and relaxed fit provide everyday comfort for fans of quirky cult comedies. It serves as an instantly recognizable statement piece that brings a nostalgic touch to any casual wardrobe.</p>,DVD,Media > Videos,,"Comedy, DVD, Formatted, Issue, Rental-or-Sale",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDNAP-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250040873.jpg?v=1788149335,1,191-DVDNAP-001A,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
bambi,Bambi,"<p>Experience the heartwarming classic in stunning high definition with this multi-format collection featuring the original animated masterpiece and a variety of behind-the-scenes bonus content. This anniversary set includes digital and physical copies, allowing for seamless viewing across all your favorite devices while preserving every vibrant detail of the lush hand-drawn forest. It is an essential addition for collectors and families looking to share a timeless story of friendship and nature's beauty.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Issue, Kids & Family, Rental-or-Sale",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRBAM-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250065772_d332802d-3b7b-4df8-802e-6a5e8692b6f9.jpg?v=1788149335,1,191-BLRBAM-001A,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
star-trek-nemesis,Star Trek: Nemesis,"<p>Experience the final cinematic chapter of the Next Generation crew with this high-definition home media release. This disc features intense interstellar combat and deep character exploration, complete with bonus behind-the-scenes content and director commentary. It is a must-have addition for fans looking to complete their science fiction library with a pivotal moment in space-travel history.</p>",DVD,Media > Videos,,"DVD, Formatted, Issue, Rental-or-Sale, Sci-Fi",true,Genre,Sci-Fi,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDSTA-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250086219_0a822442-0ec3-47c3-8df0-469f674d5ca5.jpg?v=1788149334,1,191-DVDSTA-001A,false,,,,,,,sci-fi,,,,,,,,,,,,lb,,,active
three-kings,Three Kings,"<p>A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDTHR-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250168127.jpg?v=1787925943,1,191-DVDTHR-001A,false,,,,,,,action,,,,,,,,,,,,lb,,,active
memento,Memento,"<p>Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.</p>",DVD,Media > Videos,,"DVD, Formatted, Rental, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDMEM-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250169396.jpg?v=1787925942,1,191-DVDMEM-001A,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
the-beales-of-grey-gardens,The Beales of Grey Gardens,"<p>Mother and daughter - Big Edie and Little Edie Beale - live with six cats in a crumbling house in East Hampton. Little Edie, in her 50s, who wears scarves and bright colors, sings, mugs for the camera, and talks to Al and David Maysles, the filmmakers. Big Edie, in her 70s, recites poetry, comments on her daughter's behavior, and sings ""If I Loved You"" in fine voice. She talks in short sentences; her daughter in volumes. The film is episodic: friends visit, there's a small fire in the house, Little Edie goes to the shore and swims. She talks about the Catholic Church. She's ashamed that local authorities raided the house because of all the cats. She values being different.</p>",DVD,Media > Videos,,"Documentary, DVD, Formatted, Rental",true,Genre,Documentary,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDTHB-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250220947.jpg?v=1787925942,1,191-DVDTHB-001A,false,,,,,,,documentary,,,,,,,,,,,,lb,,,active
get-out,Get Out,"<p>Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.</p>",Blu-Ray,Media > Videos,,"Blu-Ray, Formatted, Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRGET-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250298820.jpg?v=1787925940,1,191-BLRGET-001A,false,,,,,,,horror,,,,,,,,,,,,lb,,,active
medallion,Medallion,"<p>The film, starring Yağmur Dilaveroğlu, has made it onto the list of the top 10 films of all time. The film’s score was composed by Çağrı Ergün.</p>",DVD,Media > Videos,,"Action, DVD, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDMED-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250352349.jpg?v=1787925938,1,191-DVDMED-001A,false,,,,,,,action,,,,,,,,,,,,lb,,,active
fear-and-loathing-in-las-vegas,Fear and Loathing in Las Vegas,"<p>Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDFEA-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250553659.jpg?v=1787925937,1,191-DVDFEA-001A,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
royal-tenenbaums,Royal Tenenbaums,<p>This special edition double-disc set features a director-approved digital transfer accompanied by an audio commentary and a collection of behind-the-scenes documentaries. The physical package includes a collectible insert with original illustrations and promotional artwork that captures the whimsical aesthetic of the film. It is an essential addition for cinema enthusiasts looking to explore the creative process through extensive interviews and deleted scenes.</p>,DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDROY-002A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250674736_838a200a-62c9-4827-9a8b-fe93725e4d63.jpg?v=1788149384,1,191-DVDROY-002A,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
spirited-away,Spirited Away,"<p>A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.</p>",DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDSPI-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250769878.jpg?v=1787925937,1,191-DVDSPI-001A,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
fantasia-2000,Fantasia 2000,"<p>Blending lively music and brilliant animation, this sequel to the original 'Fantasia' restores 'The Sorcerer's Apprentice' and adds seven new shorts.</p>",DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDFAN-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250838450.jpg?v=1787925936,1,191-DVDFAN-001A,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
la-strada,LA STRADA,"<p>This definitive high-definition digital restoration captures a cinematic masterpiece with stunning visual clarity and uncompressed monaural sound. The release includes scholarly audio commentary, a feature-length documentary on the director, and an insightful visual essay that explores the film's profound poetic legacy. It is an essential addition for collectors seeking a deeper understanding of one of Italian cinema's most heart-wrenching and enduring stories.</p>",DVD,Media > Videos,,"Drama, DVD, Formatted, Issue, Rental-or-Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-THCFED-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250787839.jpg?v=1788149333,1,191-THCFED-001A,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
best-of-abbott-and-costello-volume-4,Best of Abbott and Costello Volume 4,"<p>This classic DVD compilation features a hilarious selection of digitally remastered films from one of Hollywood's most legendary comedy duos. Fans can enjoy hours of timeless slapstick, witty banter, and iconic sketches that have entertained audiences for generations. It is a must-have addition for any cinema enthusiast looking to complete their vintage media library.</p>",The Franchise Collection,Media > Videos,,"Comedy, Formatted, Issue, Needs-Format, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-THFBES-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250421185_5d5d74c6-a5bc-40a1-8e6b-1e49050880fb.jpg?v=1788149298,1,191-THFBES-001A,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
young-girls-of-rochefort,Young Girls of Rochefort,<p>A comedy musical based on the 1967 movie! Delphine and Solange are twins living in Rochefort. They are both looking for love without realizing their ideal partners are very close.</p>,DVD,Media > Videos,,"DVD, Formatted, Musical, Rental",true,Genre,Musical,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDYNG-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250449231.jpg?v=1787925935,1,191-DVDYNG-001A,false,,,,,,,musical,,,,,,,,,,,,lb,,,active
ratatouille,Ratatouille,"<p>In one of Paris's finest restaurants, Remy, a determined young rat, dreams of becoming a renowned French chef. Torn between his family's wishes and his true calling, Remy and his pal Linguini set in motion a hilarious chain of events that turns the City of Lights upside down.</p>",DVD,Media > Videos,,"DVD, Formatted, Kids & Family, Rental",true,Genre,Kids & Family,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDRAT-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250915264.jpg?v=1787925934,1,191-DVDRAT-001A,false,,,,,,,kids-family,,,,,,,,,,,,lb,,,active
cobra-verde-dvd,Cobra Verde (DVD),<p>This cinematic masterpiece follows an impoverished rancher who travels to West Africa and becomes a powerful slave trader in a haunting tale of madness and ambition. This physical media edition offers a high-quality viewing experience of the visually stunning collaboration between a legendary director and his volatile lead actor. It is an essential addition for collectors who appreciate intense historical dramas and the peak of international arthouse cinema.</p>,DVD,Media > Videos,,"Drama, DVD, Formatted, Issue, Rental-or-Sale",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDCOB-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250607257_ccda503f-8403-4ad5-8df0-c124be20314c.jpg?v=1788149332,1,191-DVDCOB-001A,false,,,,,,,drama,,,,,,,,,,,,lb,,,active
kill-bill-volume-2,Kill Bill Volume 2,"<p>This high-definition Blu-ray edition brings the thrilling conclusion of the legendary revenge saga to life with stunning visual clarity and immersive audio. Collectors will appreciate the inclusion of exclusive bonus features, including deleted scenes and a behind-the-scenes look at the making of this cinematic masterpiece. It is an essential addition for any film enthusiast looking to complete their library of iconic action cinema.</p>",DVD,Media > Videos,,"DVD, Formatted, Issue, Rental-or-Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDKIL-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250664774_91d43bc5-d31c-4beb-9117-962f00cc9d6a.jpg?v=1788149331,1,191-DVDKIL-001A,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
lost-in-translation,Lost in Translation,"<p>Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.</p>",DVD,Media > Videos,,"Comedy, DVD, Formatted, Rental",true,Genre,Comedy,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVDLOS-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250724042.jpg?v=1787925934,1,191-DVDLOS-001A,false,,,,,,,comedy,,,,,,,,,,,,lb,,,active
red-heat,Red Heat,<p>A tough Russian policeman is forced to partner up with a cocky Chicago police detective when he is sent to Chicago to apprehend a Georgian drug lord who killed his partner and fled the country.</p>,Blu-Ray,Media > Videos,,"Action, Blu-Ray, Formatted, Rental",true,Genre,Action,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRRED-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250685213.jpg?v=1787925933,1,191-BLRRED-001A,false,,,,,,,action,,,,,,,,,,,,lb,,,active
4400-the-complete-first-season,4400: The Complete First Season,"<p>This premiere season collection follows the mysterious return of thousands of missing people across several decades, all reappearing at once without having aged a day. The two-disc set captures the suspense and supernatural intrigue of the initial episodes as investigators work to uncover the truth behind their sudden reappearance. Experience the high-stakes drama and character-driven storytelling that launched this acclaimed science fiction mystery series.</p>",DVD,Media > Videos,,"DVD, Formatted, Issue, Rental-or-Sale, Thriller",true,Genre,Thriller,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-DVD440-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250733322.jpg?v=1788149331,1,191-DVD440-001A,false,,,,,,,thriller,,,,,,,,,,,,lb,,,active
