call_number,title,description,tags,image_path
191-VHSAVA-50-001A,Avalanche,"Duncan is a murderous thief. When he jumps out of his plane, it crashes into the Rockies and produces an avalanche. A quiet family trapped inside their house will rescue him. They will have to survive the disaster and the madman.","VHS, thriller",libib-sync/batch-0012/191-VHSAVA-50-001A.jpg
191-BLRBAB-50-001A,Babylon,Experience the visceral spectacle of 1920s Hollywood in stunning high definition with this premium disc release. This home media edition features vibrant color depth and crisp audio that brings the chaotic energy and technical mastery of the epic production to life. It is an essential addition for cinema enthusiasts who appreciate grand-scale storytelling and immersive behind-the-scenes bonus content.,"Blu-Ray, drama",libib-sync/batch-0012/191-BLRBAB-50-001A.jpg
191-BLRBAD-50-001A,Bad Boys for Life,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.","Blu-Ray, action",libib-sync/batch-0012/191-BLRBAD-50-001A.jpg
191-BLRBEE-50-001A,Beerfest,"During a trip to Germany to scatter their grandfather's ashes, German-American brothers Todd and Jan discover Beerfest, the secret Olympics of downing stout, and want to enter the contest to defend their family's beer-guzzling honor. Their Old Country cousins sneer at the Yanks' chances, prompting the siblings to return to America to prepare for a showdown the following year.","Blu-Ray, comedy",libib-sync/batch-0012/191-BLRBEE-50-001A.jpg
191-VHSBEE-50-001A,Beethoven,"The Newton family live in their comfortable home, but there seems to something missing. This ""hole"" is filled by a small puppy, who walks into their home and their lives. Beethoven, as he is named, grows into a giant of a dog... a St Bernard. Doctor Varnick, the local vet has a secret and horrible sideline, which requires lots of dogs for experiments. Beethoven is on the bad doctor's list.","VHS, kids-family",libib-sync/batch-0012/191-VHSBEE-50-001A.jpg
191-BLRBTL-50-001A,Beetlejuice,This high-definition physical release brings a classic supernatural comedy to life with stunning clarity and vibrant color enhancement. It features a variety of behind-the-scenes bonus content and isolated musical scores that offer fans a deeper look into the whimsical and gothic aesthetic of the film. This disc is an essential addition for collectors seeking the best possible home viewing experience for this timeless spooky favorite.,"Blu-Ray, kids-family",libib-sync/batch-0012/191-BLRBTL-50-001A.jpg
191-BLRBLO-50-001A,BLOODSUCKING FREAKS (Vinegar Syndrome),Blood Sucking Freaks is a 1976 exploitation splatter film about a demented off-Broadway theater troupe whose gruesome on-stage torture acts turn out to be all too real.,"Blu-Ray, horror",libib-sync/batch-0012/191-BLRBLO-50-001A.jpg
191-BLRBRA-50-001A,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.","Blu-Ray, drama",libib-sync/batch-0012/191-BLRBRA-50-001A.jpg
191-BLRBRI-50-001A,Bridesmaids,"Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.","Blu-Ray, comedy",libib-sync/batch-0012/191-BLRBRI-50-001A.jpg
191-VHSBRN-50-001A,Bring It On,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain Torrance, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.","VHS, comedy",libib-sync/batch-0012/191-VHSBRN-50-001A.jpg
191-VHSBRI-50-001A,Bring it On Again,"When new students can't get onto their college cheerleading team, they form their own squad and prepare for a cheer off.","VHS, comedy",libib-sync/batch-0012/191-VHSBRI-50-001A.jpg
191-BLRBRO-50-001A,Brothers,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.","Blu-Ray, drama",libib-sync/batch-0012/191-BLRBRO-50-001A.jpg
191-BLRBRU-50-001A,Bruce Lee: His Greatest Hits (Criterion Collection),"This Criterion Collection box set gathers career-defining films starring Bruce Lee, showcasing the martial artist and actor who became a global icon of the kung fu genre.","Blu-Ray, action",libib-sync/batch-0012/191-BLRBRU-50-001A.jpg
191-BLRBUM-50-001A,Bumblebee,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie, on the cusp of turning 18 and trying to find her place in the world, discovers Bumblebee, battle-scarred and broken. When Charlie revives him, she quickly learns this is no ordinary yellow VW bug.","Blu-Ray, action",libib-sync/batch-0012/191-BLRBUM-50-001A.jpg
191-BLRCAR-50-001A,Carrie,"An awkward, telekinetic teenage girl is the object of relentless bullying at school and an oppressively religious mother at home.","Blu-Ray, horror",libib-sync/batch-0012/191-BLRCAR-50-001A.jpg
191-BLRCAS-50-001A,Case 39,"In her many years as a social worker, Emily Jenkins believes she has seen it all, until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child, and so Emily assumes custody of Lilith while she looks for a foster family. However, Emily soon finds that dark forces surround the seemingly innocent girl, and the more she tries to protect Lilith, the more horrors she encounters.","Blu-Ray, horror",libib-sync/batch-0012/191-BLRCAS-50-001A.jpg
191-UNKCAS-70-001A,Castle Freak,"This cult classic horror film is presented on high-definition physical media, featuring a stunning restoration that brings every unsettling detail of the gothic atmosphere to life. The release includes a variety of special features and behind-the-scenes insights that make it a perfect addition for collectors of surreal genre cinema. Its blend of practical effects and haunting storytelling ensures a memorable viewing experience for any fan of vintage macabre tales.","Blu-Ray, horror",libib-sync/batch-0012/191-UNKCAS-70-001A.jpg
191-BLRCHI-50-001A,CHIPS,The adventures of two California Highway Patrol motorcycle officers as they make their rounds on the freeways of Los Angeles.,"Blu-Ray, comedy",libib-sync/batch-0012/191-BLRCHI-50-001A.jpg
191-UNKCHU-50-001A,Chuck & Buck,"Chuck & Buck follows two childhood friends whose adult lives have diverged sharply—Chuck has moved on to a polished career, while Buck remains stuck in adolescence and develops an unsettling fixation on rekindling their past bond. This darkly comic psychological drama blends discomfort, poignancy, and offbeat humor, earning critical praise for its originality, layered performances, and unsettling exploration of boundaries.","VHS, comedy",libib-sync/batch-0012/191-UNKCHU-50-001A.jpg
191-BLRCLR-50-001A,Clerks,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.","Blu-Ray, comedy",libib-sync/batch-0012/191-BLRCLR-50-001A.jpg
191-BLRCLE-50-001A,Clerks II,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.","Blu-Ray, comedy",libib-sync/batch-0012/191-BLRCLE-50-001A.jpg
191-BLRCLI-50-001A,Cliffhanger,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.","Blu-Ray, action",libib-sync/batch-0012/191-BLRCLI-50-001A.jpg
191-BLRCLO-50-001A,Cloud Atlas,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future. Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.","Blu-Ray, drama",libib-sync/batch-0012/191-BLRCLO-50-001A.jpg
191-VHSCOD-50-001A,Code Hunter,"America's best player is being pulled in to the ultimate cyber-terror. The game's mastermind has stolen his identity, put him on the FBI's Most Wanted List, and is blackmailing him to take a part in a real twisted plan of world destruction. With just hours left, can the code be broken to save the world from total annihilation?","VHS, sci-fi",libib-sync/batch-0012/191-VHSCOD-50-001A.jpg
191-BLRCOP-50-001A,COPSHOP,"On the run from a lethal assassin, a wily con artist devises a scheme to hide out inside a small-town police station. However, when the hit man turns up at the precinct, an unsuspecting rookie cop finds herself caught in the crosshairs.","Blu-Ray, action",libib-sync/batch-0012/191-BLRCOP-50-001A.jpg
191-BLRCOW-50-001A,Cowboys & Aliens (Extended Edition),Cowboys & Aliens is a 2011 space Western film in which an outlaw with no memory of his past and a band of settlers must team up with a mysterious gunslinger to defend an Old West town from alien invaders.,"Blu-Ray, action",libib-sync/batch-0012/191-BLRCOW-50-001A.jpg
191-BLRCRA-50-001A,Crash,A car crash victim inexplicably finds himself aroused by car accidents and becomes involved with an underground subculture of like-minded souls.,"Blu-Ray, drama",libib-sync/batch-0012/191-BLRCRA-50-001A.jpg
191-DVDDAR-50-001A,Dark Waters,"A tenacious attorney uncovers a dark secret that connects a growing number of unexplained deaths to one of the world's largest corporations. In the process, he risks everything — his future, his family, and his own life — to expose the truth.","DVD, drama",libib-sync/batch-0012/191-DVDDAR-50-001A.jpg
191-BLRDEA-50-001A,Death Wish,"After his wife is murdered by street punks, a pacifistic New York City architect becomes a one-man vigilante squad, prowling the streets for would-be muggers after dark.","Blu-Ray, action",libib-sync/batch-0012/191-BLRDEA-50-001A.jpg
191-BLRDEL-50-001A,DELIRIUM (Vinegar Syndrome),"Delirium is a 1979 thriller film about a disturbed Vietnam veteran who becomes a vigilante killer, murdering the criminals that the justice system has let slip through the cracks.","Blu-Ray, thriller",libib-sync/batch-0012/191-BLRDEL-50-001A.jpg
191-BLRDON-50-001A,Don't Breathe,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.,"Blu-Ray, horror",libib-sync/batch-0012/191-BLRDON-50-001A.jpg
191-BLRDOU-50-001A,Double Salvation 2-Pack (Priest / Legion),"This double feature pairs Priest (2011) and Legion (2010), two supernatural action films pitting warriors against apocalyptic forces of demons and fallen angels.","Blu-Ray, action",libib-sync/batch-0012/191-BLRDOU-50-001A.jpg
191-BLRDRE-50-001A,Dredd,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.","Blu-Ray, action",libib-sync/batch-0012/191-BLRDRE-50-001A.jpg
191-BLRDUE-50-001A,Due Date,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.","Blu-Ray, comedy",libib-sync/batch-0012/191-BLRDUE-50-001A.jpg
191-BLRENT-50-001A,Enter the Void (Full-Length Director's Cut),"Enter the Void is a 2009 surrealist art film directed by Gaspar Noé, following the spirit of a young drug dealer, killed in a police raid in Tokyo, as it drifts through the lives of those he left behind.","Blu-Ray, drama",libib-sync/batch-0012/191-BLRENT-50-001A.png
191-BLREVE-50-001A,Everything Everywhere All at Once,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.","Blu-Ray, drama",libib-sync/batch-0012/191-BLREVE-50-001A.jpg
191-BLREXC-50-001A,Excision,"Pauline, a disturbed, outcast teenager, has a fascination with surgery and experiences violent, psychosexual fantasies, all while aspiring to a career in medicine.","Blu-Ray, horror",libib-sync/batch-0012/191-BLREXC-50-001A.jpg
191-BLREXE-50-001A,Executive Decision,"Terrorists hijack a 747 inbound to Washington D.C., demanding the release of their imprisoned leader. Intelligence expert David Grant suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.","Blu-Ray, action",libib-sync/batch-0012/191-BLREXE-50-001A.jpg
191-BLRFAC-50-001A,Faceless After Dark,"Following her breakout role in a killer clown horror flick, Bowie now finds herself struggling to capitalize on its success, but when she is suddenly held hostage by an unhinged fan posing as that same killer clown, horror becomes her reality as she fights to survive the night and escape before he completes his sinister plan to recreate the film's fatal plot.","Blu-Ray, horror",libib-sync/batch-0012/191-BLRFAC-50-001A.jpg
191-BLRFND-50-001A,Finding Dory,"Experience the heartwarming underwater journey of a forgetful blue tang as she searches for her long-lost parents across the ocean. This comprehensive home media set includes high-definition discs and a digital code, allowing you to enjoy the stunning animation and beloved characters on any device. It is a perfect addition to any family collection, offering hours of vibrant entertainment and meaningful lessons about friendship and perseverance.","Blu-Ray, kids-family",libib-sync/batch-0012/191-BLRFND-50-001A.jpg
191-BLRFIN-50-001A,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.","Blu-Ray, kids-family",libib-sync/batch-0012/191-BLRFIN-50-001A.jpg
191-BLRFLE-50-001A,Flesh + Blood,"A band of medieval mercenaries take revenge on a noble Lord who cheated them by kidnapping his son's fiancée. As the plague and warfare cut a swathe of destruction throughout the land, the mercenaries hole up in a castle and await their fate.","Blu-Ray, action",libib-sync/batch-0012/191-BLRFLE-50-001A.jpg
191-BLRFOR-50-001A,Forgetting Sarah Marshall,"When actress Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend Brian suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful receptionist Rachel Jansen, Peter is shocked to see not only Aldous in Hawaii, but also Sarah.","Blu-Ray, comedy",libib-sync/batch-0012/191-BLRFOR-50-001A.jpg
191-BLRFRA-50-001A,Francesca,"Italy, 1970. The sinister shadow of a mysterious serial killer, obsessed with Dante's Divine Comedy, relentlessly hunts down all those whose souls are evil and impure. Inspectors Moretti and Succo, in charge of solving the case, suspect that the wave of murders is related to a horrible crime committed 15 years earlier.","Blu-Ray, horror",libib-sync/batch-0012/191-BLRFRA-50-001A.jpg
191-BLRGMN-50-001A,Game Night,"Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.","Blu-Ray, comedy",libib-sync/batch-0012/191-BLRGMN-50-001A.jpg
191-BLRGAN-50-001A,Gangster Squad,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.","Blu-Ray, action",libib-sync/batch-0012/191-BLRGAN-50-001A.jpg
191-BLRGOO-50-001A,Goosebumps,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.","Blu-Ray, kids-family",libib-sync/batch-0012/191-BLRGOO-50-001A.jpg
191-VHSGRE-50-001A,Grease,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?","VHS, musical",libib-sync/batch-0012/191-VHSGRE-50-001A.jpg
191-BLRGRI-50-001A,Gridiron Gang,"Under the leadership of their counselor, teenagers at a juvenile detention center gain self-esteem by playing football together. Based on a true story.","Blu-Ray, drama",libib-sync/batch-0012/191-BLRGRI-50-001A.jpg
191-BLRGWE-50-001A,Gwen and the Book of Sand,"Gwen is a young girl adopted by a nomad tribe in a desert post-apocalyptic world. When Gwen's friend is kidnapped, she and an old woman called Roseline embark on a trip to bring him back.","Blu-Ray, drama",libib-sync/batch-0012/191-BLRGWE-50-001A.jpg
191-BLRHIT-50-001A,Hit & Run,"When former getaway driver Charlie Bronson jeopardises his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles, the feds and Charlie's former gang chase them on the road.","Blu-Ray, action",libib-sync/batch-0012/191-BLRHIT-50-001A.jpg
191-BLRHOB-50-001A,Hobo With A Shotgun (Collector's Edition),"A vigilante homeless man pulls into a new city and finds himself trapped in urban chaos, a city where crime rules and where the city's crime boss reigns. Seeing an urban landscape filled with armed robbers, corrupt cops, abused prostitutes and even a pedophile Santa, the Hobo goes about bringing justice to the city the best way he knows how - with a 20-gauge shotgun. Mayhem ensues when he tries to make things better for the future generation. Street justice will indeed prevail.","Blu-Ray, horror",libib-sync/batch-0012/191-BLRHOB-50-001A.jpg
191-BLRHOR-50-001A,Horrible Bosses 2 (Extended Cut),"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.","Blu-Ray, comedy",libib-sync/batch-0012/191-BLRHOR-50-001A.jpg
191-BLRHRR-50-001A,Horrible Bosses: Totally Inappropriate Edition,"Horrible Bosses is a 2011 black comedy film about three friends who, fed up with their abusive and incompetent bosses, hatch a plan to murder them.","Blu-Ray, comedy",libib-sync/batch-0012/191-BLRHRR-50-001A.jpg
191-BLCHOS-50-001A,Hostel,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.","Blu-Ray, horror",libib-sync/batch-0012/191-BLCHOS-50-001A.jpg
191-BLRHOS-50-001A,Hostel Part II (Unseen Edition),"Hostel: Part II is a 2007 horror film, a sequel to Hostel, following three American women studying abroad who are lured to a Slovakian hostel that serves as a front for a deadly torture-for-profit organization.","Blu-Ray, horror",libib-sync/batch-0012/191-BLRHOS-50-001A.jpg
191-VHSHOU-50-001A,Housesitter,"Con artist Gwen moves into Newton's empty home without his knowledge and begins setting up house, posing as his new wife.","VHS, comedy",libib-sync/batch-0012/191-VHSHOU-50-001A.jpg
191-VHSHOW-50-002A,How To Kill Your Neighbor's Dog,"The story of Peter McGowan, a chain-smoking, impotent, insomniac playwright who lives in Los Angeles. Once very successful, he is now in the tenth year of a decade-long string of production failures. He finds himself bonding with a new neighbor's lonely young daughter who has mild cerebral palsy; and during one of his middle-of-the-night strolls, he encounters his oddball doppelgänger.","VHS, comedy",libib-sync/batch-0012/191-VHSHOW-50-002A.jpg
191-BLRIAM-50-001A,I Am Legend,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.","Blu-Ray, action",libib-sync/batch-0012/191-BLRIAM-50-001A.jpg
191-BLRILO-50-001A,"I Love You, Man","Peter Klaven is a successful real estate agent who, upon getting engaged to the woman of his dreams, Zooey, discovers, to his dismay and chagrin, that he has no male friend close enough to serve as his Best Man. Peter immediately sets out to rectify the situation, embarking on a series of bizarre and awkward ""man-dates.""","Blu-Ray, comedy",libib-sync/batch-0012/191-BLRILO-50-001A.jpg
