call_number,title,description,tags,image_path
56477434,Galaxy Quest,"For four years, the courageous crew of the NSEA Protector — Commander Peter Quincy Taggart, Lieutenant Tawny Madison, and Doctor Lazarus — set off on a thrilling and often dangerous mission in space... until their series was cancelled! Now, twenty years later, aliens under attack have mistaken the Galaxy Quest television transmissions for ""historical documents"" and beam up the crew of has-been actors to save the universe. With no script, no director, and no clue, the actors must turn in the performances of their lives.","VHS, comedy",libib-sync/batch-0015/56477434.jpg
19718906,God Said Ha!,Julia Sweeney tells the viewers the monologue about the hard time in her life when her brother fought with cancer and she was also diagnosed with a rare form of cancer.,"VHS, comedy",libib-sync/batch-0015/19718906.jpg
19882746,Gods and Monsters,"It's 1957, and James Whale's heyday as the director of ""Frankenstein,"" ""Bride of Frankenstein"" and ""The Invisible Man"" is long behind him. Retired and a semi-recluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever.","VHS, drama",libib-sync/batch-0015/19882746.jpg
95175674,"He Said, She Said","Womanising, right-wing Dan Hanson and quiet, liberal Lorie Bryer work for the Baltimore Sun. Rivals for the job of new writer of a vacant column, the paper ends up instead printing their very different opinions alongside each other, which leads to a similarly combative local TV show. At the same time their initial indifference to each other looks like it may evolve into something more romantic.","VHS, romantic-comedy",libib-sync/batch-0015/95175674.jpg
95634426,Hope and Glory,A middle-aged man recalls his childhood growing up in and around London during World War II.,"VHS, drama",libib-sync/batch-0015/95634426.jpg
19817210,Isn't She Great,An unsuccessful over-the-top actress becomes a successful over-the-top authoress in this biography of Jacqueline Susann.,"VHS, comedy",libib-sync/batch-0015/19817210.jpg
19489530,Legal Eagles,"Assistant District Attorney Tom Logan is set for higher office, at least until he becomes involved with defence lawyer Laura Kelly and her unpredictable client Chelsea Deardon. It seems the least of Chelsea's crimes is the theft of a very valuable painting, but as the women persuade Logan to investigate further and to cut some official corners, a much more sinister scenario starts to emerge.","VHS, comedy",libib-sync/batch-0015/19489530.jpg
19423994,"Me, Myself and Irene","Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.","VHS, comedy",libib-sync/batch-0015/19423994.jpg
19522298,Me Myself I,"Pamela Drury is unhappy, and alone. On her birthday she stumbles across a photo of Robert Dickson, and wonders what would've happened had she said yes to his proposal. A freak accident causes Pamela to live out the life she could've had, but is the grass on the other side always greener?","VHS, comedy",libib-sync/batch-0015/19522298.jpg
19587834,Oddball Hall,Elderly jewel thieves on the run from the law pass themselves off as wizards to a village of bewildered Africans.,"VHS, comedy",libib-sync/batch-0015/19587834.jpg
95208442,Pure Country,"Dusty Chandler is a super star in the country music world, but his shows have the style of a '70s rock concert. One day he takes a walk - out of his overdone concerts to find his real country roots. He's helped and hindered by friends and staff, but pushes on in his search for a real music style as well as a real romance.","VHS, drama",libib-sync/batch-0015/95208442.jpg
96093178,Quigley Down Under,"American Matt Quigley answers Australian land baron Elliott Marston's ad for a sharpshooter to kill the dingoes on his property. But when Quigley finds out that Marston's real target is the aborigines, Quigley hits the road. Now, even American expatriate Crazy Cora can't keep Quigley safe in his cat-and-mouse game with the homicidal Marston.","VHS, action",libib-sync/batch-0015/96093178.jpg
95011834,Redwood Curtain,"Geri Riordan is adopted, half-Vietnamese, eighteen, and a piano prodigy. She also feels as if she doesn't know who she really is, and when her adopted father dies, she begins to search for her biological father.","VHS, drama",libib-sync/batch-0015/95011834.jpg
96060410,Short Cuts,"Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather tells his son, Howard, about his past affairs. Meanwhile, a baker starts harassing the family when they fail to pick up the boy's birthday cake.","VHS, comedy",libib-sync/batch-0015/96060410.jpg
35243002,Sleeping with the Enemy,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband.","VHS, thriller",libib-sync/batch-0015/35243002.jpg
35636218,Soldier of Fortune Inc.,An elite team of ex-military operatives perform black ops missions for the US government.,"VHS, action",libib-sync/batch-0015/35636218.jpg
95044602,Solo,"An android fighting-machine is charged with destroying a small brigade of rebels in a Latin American war who are fighting to maintain their freedom and protect their village. Contrary to his programming, Peebles decides to stay and assist the rebels in their plight. Having gained this information, his ""creators"" develop a more powerful android to try and defeat him.","VHS, action",libib-sync/batch-0015/95044602.jpg
35472378,Son of the Pink Panther,The illegitimate son of Inspector Clouseau is on the case of the kidnapped Princess Yasmin.,"VHS, comedy",libib-sync/batch-0015/35472378.jpg
96027642,The Dunera Boys,At the start of WWII the British Government decided to arrest all Germans in the UK no matter how long they had been there. Among those arrested were many Jewish refugees and many who were fully assimilated. This film records the story of a group who were sent to a POW camp in Australia aboard the Dunera.,"VHS, drama",libib-sync/batch-0015/96027642.jpg
35734522,The Edge,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.","VHS, action",libib-sync/batch-0015/35734522.jpg
35341306,The Fear Inside,"An agoraphobic children's book illustrator is trapped inside her home by two young psychos-in-love, who terrorize her. It is only when her young son is threatened that she manages to overcome her paralyzing fears and attempt to leave her home to save him...","VHS, thriller",libib-sync/batch-0015/35341306.jpg
20046586,The Great Santini,"As he approaches manhood, Ben Meechum struggles to win the approval of his demanding alpha male father, an aggressively competitive, but frustrated marine pilot.","VHS, drama",libib-sync/batch-0015/20046586.jpg
95962106,The Heart of Me,"Drama set in 1930s London with two sisters, Madeleine married to Rickie, and Dinah, who falls in love with him. Rickie and Dinah begin an affair which is to have repercussions throughout all their lives.","VHS, drama",libib-sync/batch-0015/95962106.jpg
19686138,The Man Who Knew Too Little,"An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.","VHS, comedy",libib-sync/batch-0015/19686138.jpg
19915514,The Prince of Tides,A troubled Southern man talks to his suicidal sister's psychiatrist about their family history and falls in love with her (and New York City) in the process.,"VHS, drama",libib-sync/batch-0015/19915514.jpg
35537914,The Train Robbers,"A gunhand named Lane is hired by a widow, Mrs. Lowe, to find gold stolen by her deceased husband so that she may return it and clear the family name.","VHS, action",libib-sync/batch-0015/35537914.jpg
95568890,We're Talkin' Serious Money,"When a pair of misfits loses a New York mobster's money, they flee to Los Angeles, where a compromising video of powerful senators falls into their lap.","VHS, comedy",libib-sync/batch-0015/95568890.jpg
95667194,Wish You Were Dead,"Two bad women fight over one man in a back-stabbing, money-grabbing, insurance-hustling, double-dealing, two-timing caper.","VHS, comedy",libib-sync/batch-0015/95667194.jpg
95470586,Year of the Comet,An auctioneer's daughter and a rich buyer's emissary fall for each other while trying to keep a rare wine out of the hands of evil doers.,"VHS, action",libib-sync/batch-0015/95470586.jpg
