Handle,Title,Body (HTML),Vendor,Product Category,Tags,Option1 Name,Option1 Value,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Barcode,Image Src,Image Position,Image Alt Text,Genre (product.metafields.shopify.genre),Type,Published,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Gift Card,SEO Title,SEO Description,Waitlist Emails (product.metafields.custom.waitlist_emails),Art style (product.metafields.shopify.art-style),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Media format (product.metafields.shopify.media-format),Neckline (product.metafields.shopify.neckline),Orientation (product.metafields.shopify.orientation),Sleeve length type (product.metafields.shopify.sleeve-length-type),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
a-star-is-born,A Star Is Born,,Blu-Ray,Media > Videos,"Blu-Ray, Drama, Formatted, Rental",Genre,Drama,shopify,1,deny,manual,0.00,191-BLRAST-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781726676753.jpg?v=1787926107,1,191-BLRAST-50-001A,drama,,true,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,,,,,,,,,,lb,,,active
a-thin-line-between-vhs-rental-drama,A Thin Line Between,,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,6.00,43421946,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-time-to-die-vhs-rental-action,A Time to Die,,VHS,Media > Videos,"Floor Sale, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,8.00,44175610,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-wrinkle-in-time-bluray-floor-sale-kids-family,A Wrinkle in Time,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,8.00,28226810,,,,kids-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abduction-dvd-rental-action,Abduction,,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,67570682,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace-ventura-vhs-7,Ace Ventura,<p>7</p>,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,7.00,51707386,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace-ventura-vhs-floor-sale-comedy,Ace Ventura,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,6.00,68619770,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adams-rib,Adam's Rib,,DVD,Media > Videos,"Comedy, DVD, Formatted, Rental",Genre,Comedy,shopify,1,deny,manual,0.00,191-DVDADA-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781403092566.jpg?v=1787925672,1,191-DVDADA-50-001A,comedy,,true,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,,,,,,,,,,lb,,,active
adventures-in-babysitting-dvd-rental-comedy,Adventures in Babysitting,,DVD,Media > Videos,"Rental, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,0,00600826,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adventures-in-babysitting-vhs-floor-sale-comedy,Adventures in Babysitting,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,12.00,06531322,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adventures-of-the-wilderness-family,Adventures of the Wilderness Family,,VHS,Media > Videos,"Formatted, Kids & Family, Rental, VHS",Genre,Kids & Family,shopify,1,deny,manual,0.00,191-VHSADV-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782254752788.jpg?v=1787925896,1,191-VHSADV-001A,kids-family,,true,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,,,,,,,,,,lb,,,active
against-the-wall-vhs-rental-drama,Against the Wall,,VHS,Media > Videos,"Rental, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,81116922,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aladdin-bluray,Aladdin,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,6.00,63394554,,,,kids-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alfie,Alfie,,VHS,Media > Videos,"Comedy, Formatted, Rental, VHS",Genre,Comedy,shopify,1,deny,manual,0.00,191-VHSALF-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781907236731.jpg?v=1787925998,1,191-VHSALF-001A,comedy,,true,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,,,,,,,,,,lb,,,active
alice-in-wonderland-vhs,Alice in Wonderland,,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,6.00,35002874,,,,kids-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alice-through-the-looking-glass-alice-in-wonderland-bluray,Alice Through the Looking Glass / Alice in Wonderland,,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,8.00,63296250,,,,kids-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all-dogs-go-to-heaven-vhs-8,All Dogs Go to Heaven,<p>8</p>,VHS,Media > Videos,"Floor Sale, VHS, Kids & Family, Formatted",Genre,Kids & Family,shopify,1,deny,manual,8.00,21819642,,,,kids-family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all-in-dvd-floor-sale-drama,All In,,DVD,Media > Videos,"Floor Sale, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,20827130,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
almost-famous-dvd-floor-sale-drama,Almost Famous,,DVD,Media > Videos,"Floor Sale, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,8.00,86845946,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
along-came-a-spider-vhs-rental-thriller,Along Came a Spider,,VHS,Media > Videos,"Rental, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,0,18575610,,,,thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
along-came-a-spider-vhs-floor-sale-thriller,Along Came A Spider,,VHS,Media > Videos,"Floor Sale, VHS, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,7.00,68641530,,,,thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amazing-grace-dvd,Amazing Grace,,DVD,Media > Videos,"Floor Sale, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,4.00,25434874,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ambulance-collectors-edition,Ambulance (Collector's Edition),,Blu-Ray,Media > Videos,"Action, Blu-Ray, Formatted, Rental",Genre,Action,shopify,1,deny,manual,0.00,191-BLRAMB-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781404450872.jpg?v=1787926114,1,191-BLRAMB-50-001A,action,,true,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,,,,,,,,,,lb,,,active
ambushed-dvd-rental-action,Ambushed,,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,05520378,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amelia-dvd,Amelia,,DVD,Media > Videos,"Floor Sale, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,4.00,16784122,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
america,AMERICA,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,13.00,191-AMEAME-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780420406853_8bddb861-57a3-4fbf-818d-40032c5b8179.jpg?v=1787925781,1,191-AMEAME-50-001A,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
american-dream-dvd-rental-thriller,American Dream,,DVD,Media > Videos,"Rental, DVD, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,0,44141050,,,,thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
american-gun-vhs-floor-sale-drama,American Gun,<p></p>,VHS,Media > Videos,"Floor Sale, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,9.00,57883642,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
american-pie-dvd-rental-comedy,American Pie,,DVD,Media > Videos,"Rental, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,0,96238330,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
american-pie-dvd-floor-sale-comedy,American Pie,,DVD,Media > Videos,"Floor Sale, DVD, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,50785018,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
american-pie-special-edition,AMERICAN PIE SPECIAL EDITION,,VHS,Media > Videos,"Comedy, Formatted, Rental, VHS",Genre,Comedy,shopify,1,deny,manual,0.00,191-VHSMRC-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780420834429.jpg?v=1787925779,1,191-VHSMRC-50-001A,comedy,,true,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,,,,,,,,,,lb,,,active
american-women,American Women,,VHS,Media > Videos,"Comedy, Floor Sale, Formatted, VHS",Genre,Comedy,shopify,1,deny,manual,5.00,191-VHSAM3-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781876349122_830846e4-5268-45b0-96ef-8f0ec05a18c0.jpg?v=1787925997,1,191-VHSAM3-001A,comedy,,false,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,,,,,,,,,,lb,,,active
amityville-horror,Amityville Horror,,Blu-Ray,Media > Videos,"Blu-Ray, Formatted, Horror, Rental",Genre,Horror,shopify,1,deny,manual,0.00,191-BLRAMI-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250394992.jpg?v=1787925939,1,191-BLRAMI-001A,horror,,true,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,,,,,,,,,,lb,,,active
amys-o,Amy's O,,VHS,Media > Videos,"Comedy, Formatted, Rental, VHS",Genre,Comedy,shopify,1,deny,manual,0.00,191-VHSAMY-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780417621440.jpg?v=1787925790,1,191-VHSAMY-50-001A,comedy,,true,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,,,,,,,,,,lb,,,active
an-all-dogs-christmas-christmas-carol-dvd-rental-holiday,An All Dogs Christmas / Christmas Carol,,DVD,Media > Videos,"Rental, DVD, Holiday, Formatted",Genre,Holiday,shopify,1,deny,manual,0,64464378,,,,holiday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an-ideal-husband-vhs-floor-sale-comedy,An Ideal Husband,,VHS,Media > Videos,"Floor Sale, VHS, Comedy, Formatted",Genre,Comedy,shopify,1,deny,manual,5.00,11575034,,,,comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and-she-was-vhs-rental-drama,And She Was,,VHS,Media > Videos,"Rental, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,79971322,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angel-of-death,Angel of Death,,VHS,Media > Videos,"Action, Floor Sale, Formatted, VHS",Genre,Action,shopify,1,deny,manual,7.00,20400890,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/wn6irNzAQA9IPdecYM319iMXHpo.jpg?v=1787925958,1,Angel of Death poster,action,,true,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,,,,,,,,,,lb,,,active
angels-in-the-outfield,Angels in the Outfield,,VHS,Media > Videos,"Formatted, Kids & Family, Rental, VHS",Genre,Kids & Family,shopify,1,deny,manual,0.00,191-VHSAN2-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782254825537.jpg?v=1787925895,1,191-VHSAN2-001A,kids-family,,true,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,,,,,,,,,,lb,,,active
animatrix-dvd,Animatrix,,DVD,Media > Videos,"Floor Sale, DVD, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,5.00,38738170,,,,sci-fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anna-dvd-rental-thriller,Anna,,DVD,Media > Videos,"Rental, DVD, Thriller, Formatted",Genre,Thriller,shopify,1,deny,manual,0,47754490,,,,thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anna-karenina-dvd,Anna Karenina,,DVD,Media > Videos,"Floor Sale, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,63689466,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anna-karenina,Anna Karenina,,VHS,Media > Videos,"Drama, Floor Sale, Formatted, VHS",Genre,Drama,shopify,1,deny,manual,8.00,191-VHSANN-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/b9mvt1kKqDuveD1AJuGSkBEuagU.jpg?v=1787925802,1,Anna Karenina poster,drama,,false,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,,,,,,,,,,lb,,,draft
annapolis-dvd-rental-drama,Annapolis,,DVD,Media > Videos,"Rental, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,01375482,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anne-of-green-gables,Anne of Green Gables,,VHS,Media > Videos,"Floor Sale, Formatted, Kids & Family, VHS",Genre,Kids & Family,shopify,1,deny,manual,4.00,191-VHSNNF-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1780419303069_27bbed0f-64cc-408f-8e16-819c20e48e40.jpg?v=1787925785,1,191-VHSNNF-50-001A,kids-family,,true,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,,,,,,,,,,lb,,,active
annie-dvd-rental-musical,Annie,,DVD,Media > Videos,"Rental, DVD, Musical, Formatted",Genre,Musical,shopify,1,deny,manual,0,28696058,,,,musical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
another-woman-vhs-rental-drama,Another Woman,,VHS,Media > Videos,"Rental, VHS, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,0,78742010,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antony-and-cleopatra-dvd,Antony and Cleopatra,,DVD,Media > Videos,"Floor Sale, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,4.00,63722234,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
armageddon-dvd-rental-action,Armageddon,,DVD,Media > Videos,"Rental, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,0,97363194,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
armageddon-vhs-floor-sale-sci-fi,Armageddon,,VHS,Media > Videos,"Floor Sale, VHS, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,6.00,78449146,,,,sci-fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
armageddon-dvd,Armageddon,,DVD,Media > Videos,"Floor Sale, DVD, Action, Formatted",Genre,Action,shopify,1,deny,manual,5.00,15536122,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arsenic-and-old-lace,Arsenic and Old Lace,,DVD,Media > Videos,"Comedy, DVD, Formatted, Rental",Genre,Comedy,shopify,1,deny,manual,0.00,191-DVDARS-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781402438820.jpg?v=1787925683,1,191-DVDARS-50-001A,comedy,,true,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,,,,,,,,,,lb,,,active
assassination,Assassination,,VHS,Media > Videos,"Action, Floor Sale, Formatted, VHS",Genre,Action,shopify,1,deny,manual,4.00,191-VHSSSS-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/h4waWHgfIaqcFfMQ38aKDs6Pkw3.jpg?v=1787925964,1,Assassination poster,action,,false,,,,,,,,,0.0,,true,true,,,,,false,,,,,,,,,,,,,,,,,,lb,,,draft
atonement-dvd,Atonement,,DVD,Media > Videos,"Floor Sale, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,5.00,34675450,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
australia-dvd,Australia,,DVD,Media > Videos,"Floor Sale, DVD, Drama, Formatted",Genre,Drama,shopify,1,deny,manual,4.00,34380538,,,,drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avatar-extended-bluray,Avatar (Extended),,Blu-Ray,Media > Videos,"Floor Sale, Blu-Ray, Sci-Fi, Formatted",Genre,Sci-Fi,shopify,1,deny,manual,8.00,23760890,,,,sci-fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b-a-d-cats,B.A.D. Cats,"<p>Nick Donovan (Brauner) and Ocee James (Hanks) were two former race car drivers who joined the Los Angeles Police Department as part of the ""B.A.D. C.A.T."" Squad (a double acronym for ""Burglary Auto Detail–Commercial Auto Theft""). Using their superior driving skills, the two mainly saw fit to run the bad guys off the road rather than question them. Their superior, Captain Nathan (Vic Morrow) publicly chastised the two, but privately encouraged their ""loose cannon"" style. Officer Samantha Jensen (Pfeiffer) would occasionally lend a hand when a more feminine approach was called for. Also seen were Ma (LaWanda Page), who owned a bar which the boys frequented, and Rodney (Jimmie Walker), a former car thief trying to get on the straight and narrow.</p>",VHS,Media > Videos,"Floor Sale, VHS, Action, Formatted",Genre,Action,shopify,1,deny,manual,12.00,191-BDCBAD-50-001A,,,,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
