call_number,title,description,tags,image_path
17945082,Babe,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hoggett knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.","VHS, kids-family",libib-sync/batch-0008/17945082.jpg
20493050,Bananas,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.","DVD, comedy",libib-sync/batch-0008/20493050.jpg
02126074,Batman & Robin,"Batman and his sidekick Robin attempt to the foil the sinister schemes of a deranged set of new villains, most notably the melancholy Mr. Freeze, who wants to make Gotham City into an arctic region, and the sultry Poison Ivy, a botanical femme fatale. As the Dynamic Duo contend with these bad guys, a third hero, Batgirl, joins the ranks of the city's crime-fighters.","VHS, action",libib-sync/batch-0008/02126074.jpg
11162106,Beethoven,"The Newton family live in their comfortable home, but there seems to something missing. This ""hole"" is filled by a small puppy, who walks into their home and their lives. Beethoven, as he is named, grows into a giant of a dog... a St Bernard. Doctor Varnick, the local vet has a secret and horrible sideline, which requires lots of dogs for experiments. Beethoven is on the bad doctor's list.","VHS, kids-family",libib-sync/batch-0008/11162106.jpg
18305530,Beethoven's 3rd,"Everyone's favorite St. Bernard returns in this family film about man's best friend. Richard Newton, his wife Beth and kids Brennan and Sara shove off in their camper for a road trip. Along the way, they gain a new passenger: slobbery Beethoven. The Newtons plan to return Beethoven to his owner -- but not before he turns hero when a pair of thieves enter the picture.","VHS, kids-family",libib-sync/batch-0008/18305530.jpg
42229498,Béla Fleck & The Flecktones | Live At The Quick,"Fronted by one of the most accomplished banjo players of his time, Bela Fleck and the Flecktones are captured live in concert on Live at the Quick. The versatile band performs just over a dozen songs including such radically different compositions as ""Amazing Grace,"" ""Big Country,"" ""Hoedown,"" and the prelude from a Bach violin concerto.","DVD, musical",libib-sync/batch-0008/42229498.jpg
20198138,Black Society Trilogy,The Black Society trilogy (Kuroshakai trilogy) is a series of films directed by Japanese filmmaker Takashi Miike involving Chinese triads and Japanese yakuza.,"DVD, action",libib-sync/batch-0008/20198138.jpg
96056058,Bone Hill Road,"Bonehill Road is a 2017 horror thriller directed by Todd Sheets. Two sisters fleeing a violent situation become stranded in the woods, hunted by a family of werewolves.","DVD, horror",libib-sync/batch-0008/96056058.jpg
96121594,Brightwood,A couple find themselves trapped while on a run around a pond.,"DVD, horror",libib-sync/batch-0008/96121594.jpg
10572282,Bruce Almighty,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, NY, but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God — and the Almighty responds, endowing Bruce with all of His divine powers.","VHS, comedy",libib-sync/batch-0008/10572282.jpg
33174266,Casper,"Casper is a kind young ghost who peacefully haunts a mansion in Maine. When specialist James Harvey arrives to communicate with Casper and his fellow spirits, he brings along his teenage daughter, Kat. Casper quickly falls in love with Kat, but their budding relationship is complicated not only by his transparent state, but also by his troublemaking apparition uncles and their mischievous antics.","VHS, kids-family",libib-sync/batch-0008/33174266.jpg
29343738,Chilly Dogs,"A man must participate in the Iditarod dog race across Alaska to inherit property from his legendary grandfather, but ends up getting much more than he bargained for.","VHS, kids-family",libib-sync/batch-0008/29343738.jpg
80036858,China Cry,"Young Sung Neng Yee, who is brought as part of a wealthy Chinese family. She is eager to become part of Mao Tze Tung's ""new society"", but soon becomes disenchanted by the economic misery the changes bring to her family. Before long, the authorities become aware of Neng Yee's feelings and she is taken to a labour camp, overseen by the sadistic Colonel Cheng.","VHS, drama",libib-sync/batch-0008/80036858.jpg
18010618,Cool Runnings,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican bobsled team.","VHS, kids-family",libib-sync/batch-0008/18010618.jpg
33075962,D2 The Mighty Ducks,"After Gordon Bombay's hockey comeback is cut short he is named coach of Team USA Hockey for the Junior Goodwill Games. Bombay reunites the Mighty Ducks and introduces a few new players, however, he finds himself distracted by his newfound fame and must regather if the Ducks are to defeat tournament favourites Iceland.","VHS, kids-family",libib-sync/batch-0008/33075962.jpg
42295034,Dave Matthews Band | Listener Supported,"Recorded at Continental Airlines Arena in East Rutherford, New Jersey, on September 11, 1999, Dave Matthews Band's ""Listener Supported"" DVD presents the video version of the concert that became their fourth live album and was also broadcast on PBS' show In the Spotlight.","DVD, musical",libib-sync/batch-0008/42295034.jpg
42262266,Dave Matthews Band | Live at Folsom Field,"Live at Folsom Field, Boulder, Colorado, also known as Live at Folsom Field, is the fourth live album released by the Dave Matthews Band. It was recorded in Boulder, Colorado at Folsom Field, the football stadium of the University of Colorado at Boulder on July 11, 2001. It was released on the RCA Records music label on November 5, 2002 on Compact Disc, VHS, and DVD.","DVD, musical",libib-sync/batch-0008/42262266.jpg
42196730,Dave Matthews Band | The Central Park Concert,"The Central Park Concert is a two-disc DVD by the Dave Matthews Band. The album was recorded on September 24, 2003 on the Great Lawn of Central Park in New York, New York in front of a crowd of 121,382, the band's largest audience to date.","DVD, musical",libib-sync/batch-0008/42196730.jpg
41967354,Dave Matthews Band | The Videos 1994-2001,"The Videos 1994–2001 is a music video compilation by the Dave Matthews Band, released on August 21, 2001 on VHS and DVD. The compilation features all of the band's 12 music videos from their first four albums, from ""What Would You Say"" to ""The Space Between"", with the earliest released in 1995, contrary to the compilation's title.","DVD, musical",libib-sync/batch-0008/41967354.jpg
00646906,Dead Heat,Detective Roger Mortis is killed in action while investigating a string of mysterious robberies: until he's brought back from the dead with a chemical company's secret re-animation technology. Now he has twelve hours to solve the case of his own death before he dies: And stays dead.,"VHS, action",libib-sync/batch-0008/00646906.jpg
79774714,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.","VHS, drama",libib-sync/batch-0008/79774714.jpg
11096570,Death Wish 4,"After the death of his girlfriend's daughter from a drug overdose, Paul Kersey takes on the local drug cartel.","VHS, action",libib-sync/batch-0008/11096570.jpg
38166266,Deep Rising,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first.","VHS, action",libib-sync/batch-0008/38166266.jpg
38133498,Demon of Paradise,"Hunters become the hunted when illegal dynamite disturbs the ageold slumber of a carnivorous lizardman. Resort owner Angela, joins forces with Sheriff Keefer to save tourists from the beast's path of death.","VHS, horror",libib-sync/batch-0008/38133498.jpg
96088826,"Disaster Double Feature | Stormageddon, Impact Event","A disaster-movie double feature pairing Stormageddon and Impact Event, two made-for-TV science fiction disaster films.","DVD, action",libib-sync/batch-0008/96088826.jpg
11063802,Dracula Has Risen From The Grave,"In the shadow of Castle Dracula, the Prince of Darkness is revived by blood trickling from the head-wound of an unconscious priest attempting exorcism. And once more fear and terror strikes Transylvania as the undead Prince of Darkness stalks the village of Keineneburg to ensnare victims and satisfy his evil thirst.","VHS, horror",libib-sync/batch-0008/11063802.jpg
20427514,Duel to the Death,"In 16th century, during the Ming dynasty era, every ten years the greatest swordsman from Japan faces the greatest swordsman from China in a duel to the death for their nation's honor. As a duel approaches, Chinese champion Bo Ching-Wan and Japanese champion Miyamoto uncover a plot to rig the fight.","DVD, action",libib-sync/batch-0008/20427514.jpg
32912122,Dumbo,"Dumbo is a baby elephant born with over-sized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy Timothy the Mouse, the pint-sized pachyderm learns to surmount all obstacles.","VHS, kids-family",libib-sync/batch-0008/32912122.jpg
79643642,"Enemies, a Love Story","A ghostwriter finds himself romantically involved with his current wife, a married woman and his long-vanished wife.","VHS, drama",libib-sync/batch-0008/79643642.jpg
02093306,E.T. The Extra Terrestrial,"An alien is left behind on Earth and saved by the 10-year-old Elliott who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliott, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.","VHS, kids-family",libib-sync/batch-0008/02093306.jpg
79479802,Exception to the Rule,An aggressive woman tries to blackmail a married gem trader who had an affair with her.,"VHS, thriller",libib-sync/batch-0008/79479802.jpg
79807482,Extreme Heist,"A pair of small time thieves bungle their biggest heist, get pulled into a scheme of deadly deceit and ultimately stumble onto a second chance to redeem themselves.","VHS, action",libib-sync/batch-0008/79807482.jpg
29278202,Face to Face,"A psychiatrist temporarily separated from her family begins to experience severe psychological distress while working at a mental hospital and returning to her childhood home. As her professional responsibilities and personal relationships intersect, she undergoes a breakdown that forces her to confront long-suppressed memories and fears. (Note: This entry refers to the 1976 theatrical feature film (approximately 135 minutes), created by condensing and re-editing the four-part Swedish television miniseries originally produced the same year.)","VHS, drama",libib-sync/batch-0008/29278202.jpg
29114362,Facing the Enemy,"Griff McCleary is a cop, now his son shot himself with Griff's gun. A year later both he and his wife are still reeling from it. Griff feeling shut out by his wife Olivia, decides to move out. Now he is investigating what appears to be a murder-suicide. He believes that there was no suicide. His investigation leads him to a girl named Nikki.","VHS, thriller",libib-sync/batch-0008/29114362.jpg
38002426,Faerie Tale Theater: Puss in Boots,"Puss in Boots is a 1985 episode of the anthology series Faerie Tale Theatre, in which a clever cat outwits an ogre to elevate his master's fortunes and win a princess's hand.","VHS, kids-family",libib-sync/batch-0008/38002426.jpg
10998266,Fahrenheit 451,"In the future, the government maintains control of public opinion by outlawing literature and maintaining a group of enforcers, known as “firemen,” to perform the necessary book burnings. Fireman Montag begins to question the morality of his vocation…","VHS, sci-fi",libib-sync/batch-0008/10998266.jpg
02289914,Fast Times at Ridgemont High,A group of Southern-California high school students ignore their studies in favor of indulging in their teenage distractions.,"VHS, comedy",libib-sync/batch-0008/02289914.jpg
37969658,Fiddler on the Roof,"In a pre-revolutionary Russia, a poor Jewish milkman struggles with the challenges of a changing world as his daughters fall in love and antisemitism grows.","VHS, musical",libib-sync/batch-0008/37969658.jpg
95990522,Fireworks,"A woman and a man, living in a trailer, are sitting at each side of their dinner table. The woman is glaring at the man, but the man seems completely remote. The woman runs out of their trailer and starts to wander around the forest.","DVD, drama",libib-sync/batch-0008/95990522.jpg
00548602,Five Weeks in a Balloon,Professor Fergusson plans to make aviation history by making his way across Africa by balloon. He plans to claim uncharted territories in West Africa as proof of his inventions worth.,"VHS, action",libib-sync/batch-0008/00548602.jpg
02257146,Flashdance,"Alex Owens, a young woman juggling between two odd jobs, aspires to become a successful ballet dancer. Nick, who is her boss and lover, supports and encourages her to fulfil her dream.","VHS, drama",libib-sync/batch-0008/02257146.jpg
10932730,Flipping,"The story of Michael Moore, Shot, Hooker, Joey, and Dennis. Five gangsters who work for a man named Leo. They soon discover they could get more out of life if they could run the streets themselves. Tensions build and loyalty is tested as they plan a hit that could change all of their lives forever.","VHS, action",libib-sync/batch-0008/10932730.jpg
79610874,For the Love of the Game,"A baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he is, what he is capable of, and win the heart of the woman he has loved for the past four years.","VHS, drama",libib-sync/batch-0008/79610874.jpg
71239162,Four Junior Detective,"The four young snoopers Tim, Karl, Kloesschen and Gaby by chance discover a hidden cave near an old castle. In it there's a board that seems to describe the way to a legendary sword. They ask their history teacher Schindler about it. He forbids them further actions, but secretly continues investigations with help of two ruthless criminals. But our young heros don't give up on an adventure so fast...","VHS, kids-family",libib-sync/batch-0008/71239162.jpg
79938554,Foxtrap,"Private detective is hired by rich man to find his niece, who has disappeared while traveling in Europe.","VHS, action",libib-sync/batch-0008/79938554.jpg
08873722,Frances,The true story of Frances Farmer's meteoric rise to fame in Hollywood and the tragic turn her life took when she was blacklisted.,"VHS, drama",libib-sync/batch-0008/08873722.jpg
09037562,Frankie Starlight,The quirky story of a young boy's adventures growing up with his stunningly beautiful mother and the two very different men who love her.,"VHS, drama",libib-sync/batch-0008/09037562.jpg
09266938,Freefall,"An NTSB investigator and her boyfriend, who works for the FAA, investigate a series of similar and suspicious plane crashes that seem to be affecting only one airline.","VHS, thriller",libib-sync/batch-0008/09266938.jpg
74876410,Frog And Wombat,Alli and Jane had their neighborhood under control... until their new principal moved in next door.,"VHS, kids-family",libib-sync/batch-0008/74876410.jpg
73205242,Fugitive Among Us,An increasingly obsessed detective chases an escaped rapist across the Southwest and enters into a complicated relationship with one of the victims.,"VHS, action",libib-sync/batch-0008/73205242.jpg
08906490,Full Moon in Blue Water,"Floyd, the owner of a bar on the Texas coast, has been depressed for a year after his wife disappeared in a swimming accident. He lives with his senile father-in-law ""The General"" and is helped by Jimmy, a former asylum inmate, and the good-natured Louise. The bar is rapidly losing money and Charlie wants to buy it cheaply before it becomes publicly known that a nearby bridge is to be built. Louise offers her savings to go into partnership with Floyd, but Floyd decides to sell when he is forced to pay his back taxes.","VHS, thriller",libib-sync/batch-0008/08906490.jpg
10408442,Fun In Acapulco,"Mike Windgren works on a boat in Acapulco, but when the bratty daughter of its owner gets him fired, Mike finds new work as a lifeguard and singer at a local hotel. Tensions increase when Mike runs afoul of the rival lifeguard—also the champion diver of Mexico.","VHS, musical",libib-sync/batch-0008/10408442.jpg
09594618,Funny About Love,"As political cartoonist Duffy and his bride Meg fail to conceive, he and sorority girl Daphne succeed.","VHS, romantic-comedy",libib-sync/batch-0008/09594618.jpg
09135866,Funny Farm,"Sportswriter Andy Farmer moves with his schoolteacher wife Elizabeth to the country in order to write a novel in relative seclusion. Of course, seclusion is the last thing the Farmers find in the small, eccentric town, where disaster awaits them at every turn.","VHS, comedy",libib-sync/batch-0008/09135866.jpg
20591354,FW Murnau's Nosferatu,"Nosferatu: A Symphony of Horror is a 1922 silent German Expressionist vampire film directed by F. W. Murnau, starring Max Schreck as Count Orlok.","DVD, horror",libib-sync/batch-0008/20591354.jpg
29245434,Gallipoli,Two Australian sprinters face the brutal realities of war when they are sent to fight in the Gallipoli campaign in the Ottoman Empire during World War I.,"VHS, drama",libib-sync/batch-0008/29245434.jpg
73827834,Genuine Risk,An unlucky horseplayer turns collector for a mobster and winds up on the run after bungling a job.,"VHS, thriller",libib-sync/batch-0008/73827834.jpg
02355450,Ghost,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.","VHS, drama",libib-sync/batch-0008/02355450.jpg
75138554,Girls Will Be Girls,"A group of employees, on a winter vacation, rather than skiing, spend their time in an attempt to impress the beautiful Angela and a sexy servant girl.","VHS, comedy",libib-sync/batch-0008/75138554.jpg
00515834,Goosed,"Sheltered rich girl Charlene has an over-protective mother who insists that her daughter should marry a rich doctor. After Charlene's psychic predicts that her future lover is named Steven, she heads to L.A. to search for him.","VHS, comedy",libib-sync/batch-0008/00515834.jpg
73696762,Grizzly Falls,"When a young boy is captured by a grizzly bear, he begins the most incredible journey of a lifetime, full of breathtaking excitement, harrowing danger and thrilling surprises.","VHS, kids-family",libib-sync/batch-0008/73696762.jpg
20722426,Gummo,"Teenagers Solomon and Tummler kill time in Xenia, Ohio, a small town that has never recovered from the tornado that ravaged the community in the 1970s.","DVD, drama",libib-sync/batch-0008/20722426.jpg
29409274,Held for Ransom,"HELD FOR RANSOM tells the true story of Danish photojournalist Daniel Rye who was held hostage for 398 days in Syria by the terror organization ISIS along with several other foreign nationals including the American journalist, James Foley. The film follows Daniel’s struggle to survive in captivity, his friendship with James, and the nightmare of the Rye family back home in Denmark as they try to do everything in their power to save their son. At the center of this crisis, we find hostage negotiator, Arthur, who plays a pivotal role in securing Daniel’s release.","VHS, drama",libib-sync/batch-0008/29409274.jpg
09103098,Henry & June,"While traveling in Paris, author Henry Miller and his wife, June, meet Anais Nin, and sexual sparks fly as Nin starts an affair with the openly bisexual June. When June is forced to return to the U.S., she gives Nin her blessing to sleep with her husband. Then, when June returns to France, an unexpected, and sometimes contentious, threesome forms.","VHS, drama",libib-sync/batch-0008/09103098.jpg
09430778,Hideous Kinky,"In 1972, disenchanted about the dreary conventions of English life, 25-year-old Julia heads for Morocco with her daughters, six-year-old Lucy and precocious eight-year-old Bea.","VHS, drama",libib-sync/batch-0008/09430778.jpg
10867194,Hoffa,"A portrait of union leader James R. Hoffa, as seen through the eyes of his friend, Bobby Ciaro. The film follows Hoffa through his countless battles with the RTA and President Roosevelt.","VHS, drama",libib-sync/batch-0008/10867194.jpg
18076154,Home Alone 2,"Masha Khametova goes on a summer trip in a camper van with her parents. Three years ago, mom and dad promised their daughter that they would spend more time together, and now a trip to nature is a family tradition. But Masha has grown up, and she is bored of spending so much time with her parents. The teenager's soul is yearning for new adventures, but the adults do not understand this at all. One of the stops on the family's route is a campsite. A bus that takes the teenagers to a summer camp also stops there. Masha meets one of the girls. By a lucky chance, her name is also Masha, and she does not want to go to camp at all. Without thinking twice, the girls switch places: Masha Khametova goes to camp, and the ""other Masha"" calmly returns home.","VHS, kids-family",libib-sync/batch-0008/18076154.jpg
73303546,Homegrown,"Three laborers on a Northern California marijuana plantation become increasingly paranoid when they learn that their boss has been murdered. They know enough to run, taking with them enough of the crop to pay them for services rendered. Hooking up with go-between Lucy in the next town, they plot their next move.","VHS, comedy",libib-sync/batch-0008/73303546.jpg
18108922,Hook,"The boy who wasn't supposed to grow up—Peter Pan—does just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. During his trip to see Granny Wendy in London, the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland.","VHS, kids-family",libib-sync/batch-0008/18108922.jpg
80167930,In Search of the Castaways,"Two teenagers, Mary (Hayley Mills) and Robert (Keith Hamshere) are lead by Professor Paganel (Maurice Chevalier) on a search expedition for the children's shipwrecked sea captain father. This Disney film was based upon Jules Verne's 1868 adventure novel Captain Grant's Children.","VHS, kids-family",libib-sync/batch-0008/80167930.jpg
42065658,Incubus | The Morning View Sessions,"Funky hard rock upstarts Incubus recorded their album Morning View at a house in Malibu, CA, and in a special event to celebrate the album's release, the group played a special radio concert at the Sony studios in New York City, which had been decorated to look like the house where the album took shape. Incubus: Morning View Sessions is a video record of the group's radio performance, which includes ""Nice to Know You,"" ""Wish You Were Here,"" ""Drive,"" ""New Skin,"" ""Stellar,"" and seven others. Mark Deming, Rovi","DVD, musical",libib-sync/batch-0008/42065658.jpg
11129338,"James Stewart | Mode for Each Other, Pot O' Gold",A double feature DVD pairing two James Stewart films: Made for Each Other (1939) and Pot o' Gold (1941).,"VHS, drama",libib-sync/batch-0008/11129338.jpg
70977018,Jane Austen's Persuasion,"In early 19th-century England, dire financial straits reacquaint the aristocratic Anne Elliot with her wealthy ex-fiance Frederick Wentworth. The two must choose between either putting the past behind them or listening to their hearts.","VHS, drama",libib-sync/batch-0008/70977018.jpg
10801658,Jimi Hendrix | Jimi Plays Berkeley,"This rousing world-famous concert is regarded by critics to be one of Jimi Hendrix's finest performances ever. Taking footage from two separate performances at the Berkeley Community Theater on May 30th, 1970, these incendiary shows help illustrate the student uprisings in Berkeley, by setting footage to the stunning backdrop of some awe-inspiring Hendrix material. Tracks include ""Purple Haze,"" ""Voodoo Child (Slight Return),"" ""Star Spangled Banner,"" ""Hey Joe,"" and many others. This is a never-to-be-forgotten musical experience you will enjoy over and over again.","VHS, musical",libib-sync/batch-0008/10801658.jpg
42131194,John Mayer | Any Give Thursday,"Any Given Thursday is a live CD/DVD by John Mayer, recorded at Oak Mountain Amphitheater in Birmingham, Alabama during his Room for Squares tour.","DVD, musical",libib-sync/batch-0008/42131194.jpg
24031994,Johnny Handsome,"A career criminal who has been deformed since birth is given a new face by a kindly doctor and paroled from prison. It appears that he has gone straight, but he is really planning his revenge on the man who killed his mentor and sent him to prison.","DVD, thriller",libib-sync/batch-0008/24031994.jpg
74450426,Julia Has Two Lovers,"Julia gets a call to a wrong number, but stays on the phone with the man on the other end for the entire day.","VHS, comedy",libib-sync/batch-0008/74450426.jpg
17977850,Kids Rock,"Four boys between 11 and 13 years old are members of the rock band Blană Bombă. The magnificent four are observed both on the path of artistic transformations, and on the way from childhood to adolescence.","VHS, kids-family",libib-sync/batch-0008/17977850.jpg
80004090,Kill Zone,"An American colonel will pay any price to defeat the Viet Cong. When his unauthorized fighting force in Cambodia is discovered, he becomes a one man army, fighting a war of his own for a cause he knows is just.","VHS, action",libib-sync/batch-0008/80004090.jpg
80102394,Killing Time,"After the mobster who murdered his partner is acquitted, semicorrupt detective Robert Bryant hires a beautiful female assassin, Maria, to kill him. When he discovers that he cannot afford Maria's services, Bryant is forced to hire another assassin, Madison, to kill her. Maria survives the doublecross and sets out to collect what's owed to her, one way or another.","VHS, thriller",libib-sync/batch-0008/80102394.jpg
38067962,Kiss the Girls,"Forensic psychologist and detective Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.","VHS, thriller",libib-sync/batch-0008/38067962.jpg
71796218,Kramer Vs Kramer,"Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy.","VHS, drama",libib-sync/batch-0008/71796218.jpg
79348730,Kuffs,"George Kuffs didn't finish high-school, just lost his job, and his college-age girlfriend is pregnant. To top it off, George's brother Brad is killed and George inherits Brad's ""patrol special"" privatized police district and all the problems that come with it.","VHS, comedy",libib-sync/batch-0008/79348730.jpg
32748282,Lady and the Tramp,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.","VHS, kids-family",libib-sync/batch-0008/32748282.jpg
80069626,Leather Jackets,"Claudia, a girl who gets around, finally lands her dream man in Mickey. However, Mickey's friend Dobbs spoils their nuptial plans when the thugs of a Vietnamese gangster that he has robbed, come looking for him. In order to save Dobbs, Mickey and Claudia, hide him in the boot of their car as they take off to LA. Things don't go as smoothly as planned, and Mickey finds out more about his fiancée than he ever needs to know.","VHS, drama",libib-sync/batch-0008/80069626.jpg
95543034,Life With Judy Garland: Me & My Shadows,"Life with Judy Garland: Me and My Shadows is a 2001 American two-part biographical television miniseries based on Lorna Luft's memoir about her mother, singer-actress Judy Garland.","VHS, drama",libib-sync/batch-0008/95543034.jpg
92069626,Light Sleeper,"John LeTour is a recovering drug user who suffers insomnia and still deals to a high-end New York clientele, even though he’s trying to move on from the business. John’s professional midlife crisis becomes something more acute — and dangerous — when he re-encounters an old flame while a string of seemingly drug-related murders rocks the city.","VHS, thriller",libib-sync/batch-0008/92069626.jpg
20460282,Manhattan,Manhattan explores how the life of a middle-aged television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,"DVD, comedy",libib-sync/batch-0008/20460282.jpg
72484346,Me and the Kid,A lonely and emotionally neglected rich kid forms an attachment to one of the men who kidnap him during a botched robbery of his father's safe.,"VHS, kids-family",libib-sync/batch-0008/72484346.jpg
02322682,"Me, Myself & Irene","Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.","VHS, comedy",libib-sync/batch-0008/02322682.jpg
10637818,Million Dollar Mystery,"A dying man in a roadside diner tells the other patrons about money he has hidden in four places. But instead of directions, he leaves them only with clues they must solve in order to claim the loot. Released with a promotional tie-in for Glad-Lock brand bags.","VHS, comedy",libib-sync/batch-0008/10637818.jpg
