Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Waitlist Emails (product.metafields.custom.waitlist_emails),Art style (product.metafields.shopify.art-style),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Genre (product.metafields.shopify.genre),Media format (product.metafields.shopify.media-format),Neckline (product.metafields.shopify.neckline),Orientation (product.metafields.shopify.orientation),Sleeve length type (product.metafields.shopify.sleeve-length-type),Theme (product.metafields.shopify.theme),Tote handle type (product.metafields.shopify.tote-handle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
get-shorty,Get Shorty,"<p>Relive this classic nineties crime comedy featuring a star-studded cast in its original physical format. This vintage tape comes in its authentic clamshell case, making it a perfect addition for collectors of cinematic memorabilia. Experience the nostalgic charm of analog playback with this well-maintained genre-bending favorite.</p>",VHS,,,"Comedy, Floor Sale, Issue, No Price",true,Condition,50%,,Serial Number,001A,,,,,191-VHSGET-50-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSGET-50-001A,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
get-shorty-002a,Get Shorty,"<p>Relive this classic nineties crime comedy featuring a star-studded cast in its original physical format. This vintage tape comes in its authentic clamshell case, making it a perfect addition for collectors of cinematic memorabilia. Experience the nostalgic charm of analog playback with this well-maintained genre-bending favorite.</p>",VHS,,,"Comedy, Floor Sale",true,Condition,Standard,,Serial Number,002A,,,,,191-VHSGET-002A,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,191-VHSGET-002A,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
a-million-to-juan,A Million to Juan,"<p>This factory sealed vintage home video captures a heartwarming and comedic journey centered around the challenges of obtaining a green card. Featuring a standout lead performance, this 1994 release offers a nostalgic viewing experience for collectors of physical media and fans of classic family cinema. It remains preserved in its original studio packaging, making it an ideal addition for anyone looking to own a pristine piece of nineties entertainment history.</p>",VHS,Media > Videos > VHS Tapes,,"Comedy, Floor Sale, Issue, No Price",true,Condition,Standard,,Serial Number,001A,,,,,191-VHSAMI-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-VHSAMI-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781905893980.jpg?v=1787785223,1,191-VHSAMI-001A,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781905893980.jpg?v=1787785223,lb,,,active
a-million-to-juan-002a,A Million to Juan,"<p>This factory sealed vintage home video captures a heartwarming and comedic journey centered around the challenges of obtaining a green card. Featuring a standout lead performance, this 1994 release offers a nostalgic viewing experience for collectors of physical media and fans of classic family cinema. It remains preserved in its original studio packaging, making it an ideal addition for anyone looking to own a pristine piece of nineties entertainment history.</p>",VHS,Media > Videos > VHS Tapes,,"Comedy, Floor Sale",true,Condition,Standard,,Serial Number,002A,,,,,191-VHSAMI-002A,0.0,shopify,1,deny,manual,4.00,,true,true,,,,,191-VHSAMI-002A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781905893980.jpg?v=1787785223,1,191-VHSAMI-001A,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781905893980.jpg?v=1787785223,lb,,,active
night-and-day,Night and Day,"<p>This versatile fragrance features a distinct dual profile that transitions seamlessly from light, floral daytime notes to deep, woody evening undertones. Its unique composition is designed for the modern individual who values a sophisticated scent capable of adapting to any occasion. The elegant bottle makes it a timeless addition to any collection, offering a balanced olfactory experience that lingers beautifully on the skin.</p>",DVD,,,"Rental, Musical",true,Condition,50%,,Serial Number,001A,,,,,191-DVDNGH-50-001A,0.0,shopify,1,deny,manual,0,,true,true,,,,,191-DVDNGH-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781402751742.jpg?v=1787785470,1,191-DVDNGH-50-001A,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781402751742.jpg?v=1787785470,lb,,,active
oxford-blues-beta-floor-sale-drama,Oxford Blues,<p></p>,BETA,,,"Drama, Floor Sale, Issue, No Format",true,Genre,Drama,,,,,,,,,0.0,shopify,1,deny,manual,7.00,,true,true,,,,,53404922,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
the-monkeys-uncle,The Monkey's Uncle,<p>This classic live-action comedy follows a brilliant student and his chimpanzee companion as they attempt to power a man-made flying machine. The vintage home media release offers a nostalgic viewing experience for collectors of mid-century cinema and fans of lighthearted family entertainment. It serves as an essential addition for those looking to complete their library of quintessential studio adventures from this era.</p>,Walt Disney,,,"Issue, No Format, rental or sale?",true,Condition,Standard,,Serial Number,001A,,,,,191-WLTTHE-001A,0.0,shopify,1,deny,manual,28.00,,true,true,,,,,191-WLTTHE-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782254416692.jpg?v=1787784956,1,191-WLTTHE-001A,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782254416692.jpg?v=1787784956,lb,,,active
herbie-fully-loaded,Herbie: Fully Loaded,<p>Join everyone’s favorite adventurous racing car in this family-friendly comedy filled with high-speed stunts and heartwarming humor. This DVD edition features exclusive behind-the-scenes footage and deleted scenes that capture the magic of the beloved franchise's modern revival. It is the perfect addition to any movie collection for fans of classic automotive action and lighthearted storytelling.</p>,Walt Disney Pictures,,,"Kids & Family, Issue, No Format, rental or sale?",true,Condition,Standard,,Serial Number,001A,,,,,191-WALHER-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-WALHER-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782249953300.jpg?v=1787785111,1,191-WALHER-001A,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782249953300.jpg?v=1787785111,lb,,,active
the-forgotten,The Forgotten,<p>This classic supernatural thriller follows a grieving mother who begins to doubt her own reality when those around her claim her son never existed. It offers a suspenseful blend of mystery and science fiction that keeps viewers guessing until the final revelation. This pre-owned physical copy is a perfect addition for collectors of early 2000s cinema or fans of psychological dramas.</p>,Blockbuster,,,"Thriller, Issue, No Format, rental or sale?",true,Condition,Standard,,Serial Number,001A,,,,,191-BL2THE-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BL2THE-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782249728988.jpg?v=1787785119,1,191-BL2THE-001A,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782249728988.jpg?v=1787785119,lb,,,active
arachnophobia-vhs-rentla-horror,Arachnophobia,<p></p>,VHS,,,"Horror, Rental",true,Genre,Horror,,,,,,,,,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,69417978,,,,false,,,,,,,,,,,,,,,,,,,lb,,,active
finding-dory,Finding Dory,"<p>Experience the heartwarming underwater journey of a forgetful blue tang as she searches for her long-lost parents across the ocean. This comprehensive home media set includes high-definition discs and a digital code, allowing you to enjoy the stunning animation and beloved characters on any device. It is a perfect addition to any family collection, offering hours of vibrant entertainment and meaningful lessons about friendship and perseverance.</p>",BLU-RAY,,,"Kids & Family, Issue, rental or sale?",true,Condition,50%,,Serial Number,001A,,,,,191-BLRFND-50-001A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRFND-50-001A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781728588039.jpg?v=1787785409,1,191-BLRFND-50-001A,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781728588039.jpg?v=1787785409,lb,,,active
finding-dory-002a,Finding Dory,"<p>Experience the heartwarming underwater journey of a forgetful blue tang as she searches for her long-lost parents across the ocean. This comprehensive home media set includes high-definition discs and a digital code, allowing you to enjoy the stunning animation and beloved characters on any device. It is a perfect addition to any family collection, offering hours of vibrant entertainment and meaningful lessons about friendship and perseverance.</p>",BLU-RAY,,,"Kids & Family, Issue, rental or sale?",true,Condition,Standard,,Serial Number,002A,,,,,191-BLRFND-002A,0.0,shopify,1,deny,manual,0.00,,true,true,,,,,191-BLRFND-002A,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1782250633057.jpg?v=1787785409,1,191-BLRFND-002A,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0671/0552/1726/files/0-1781728588039.jpg?v=1787785409,lb,,,active
